objecteurs	NOUN	objecteur
ne	ADV	ne
de	ADP	de
que	PRON	que
jardin	NOUN	jardin
tourné	VERB	tourner
on	PRON	on
il	PRON	il
le	DET	le
de	ADP	de
de	ADP	de
Mais	CCONJ	mais
paix	NOUN	paix
ne	ADV	ne
on	PRON	on
pas	ADV	pas
on	PRON	on
sont	AUX	être
elle	PRON	lui
l'	DET	le
raté	VERB	rater
avait	AUX	avoir
a	VERB	avoir
son	DET	son
rêve	NOUN	rêve
Polonaise	NOUN	polonais
je	PRON	je
mais	CCONJ	mais
.	PUNCT	.
...	PUNCT	...
me	PRON	me
J'	PRON	je
tout	ADV	tout
,	PUNCT	,
froid	ADJ	froid
esprit	NOUN	esprit
à	ADP	à
suis	AUX	être
des	DET	un
.	PUNCT	.
religieusement	ADV	religieusement
qu'	SCONJ	que
de	ADP	de
vieillit	VERB	vieillir
qui	PRON	qui
s'	PRON	se
sûre	ADJ	sûr
parce	SCONJ	parce
Everest	PROPN	Everest
ce	PRON	ce
étais	AUX	être
jungle	NOUN	jungle
Garbo	PROPN	Garbo
avait	AUX	avoir
seize	NUM	seize
soigneusement	ADV	soigneusement
je	PRON	je
dans	ADP	dans
blonde	ADJ	blond
offris	VERB	offrir
prodiges	NOUN	prodige
reste	NOUN	reste
herbes	NOUN	herbe
encore	ADV	encore
...	PUNCT	...
rameurs	NOUN	rameur
le	DET	le
chez	ADP	chez
;	PUNCT	;
part	NOUN	part
sauvage	ADJ	sauvage
explorateur	NOUN	explorateur
senteurs	NOUN	senteur
pour	ADP	pour
moins	ADV	moins
on	PRON	on
mal	ADV	mal
tenais	VERB	tenir
devient	VERB	devenir
venues	VERB	venir
temps	NOUN	temps
de	ADP	de
général	ADJ	général
femme	NOUN	femme
chevaliers	NOUN	chevalier
s'	PRON	se
quand	SCONJ	quand
parmi	ADP	parmi
tête	NOUN	tête
était	AUX	être
langues	NOUN	langue
au	ADP	au
n'	ADV	n'
là	ADV	là
n'	ADV	n'
serai	AUX	être
à	ADP	à
rater	VERB	rater
peut-être	ADV	peut-être
il	PRON	il
qu'	PRON	qu'
rappeler	VERB	rappeler
y	PRON	y
.	PUNCT	.
parce	SCONJ	parce
trembla	VERB	trembler
branches	NOUN	branche
.	PUNCT	.
Ce	PRON	ce
plus	ADV	plus
,	PUNCT	,
je	PRON	je
chances	NOUN	chance
ses	DET	son
chance	NOUN	chance
expliquer	VERB	expliquer
Lila	PROPN	Lila
chaque	DET	chaque
l'	DET	le
matin	NOUN	matin
satisfait	ADJ	satisfait
peur	NOUN	peur
et	CCONJ	et
le	DET	le
Nous	PRON	nous
elle	PRON	lui
;	PUNCT	;
plus	ADV	plus
glissa	VERB	glisser
de	DET	de
,	PUNCT	,
toujours	ADV	toujours
une	DET	un
raison	NOUN	raison
,	PUNCT	,
tout	ADJ	tout
du	ADP	de
où	PRON	où
une	DET	un
rameurs	NOUN	rameur
Atlantique	PROPN	Atlantique
talent	NOUN	talent
deuxième	ADJ	deuxième
de	ADP	de
.	PUNCT	.
lui	PRON	lui
allait	VERB	aller
ramais	VERB	ramer
même	ADV	même
Bruno	PROPN	Bruno
ferai	VERB	faire
le	DET	le
tous	ADJ	tout
une	DET	un
gravité	NOUN	gravité
Lindberg	PROPN	Lindberg
souciait	VERB	soucier
une	DET	un
ses	DET	son
tout	ADV	tout
et	CCONJ	et
la	DET	le
rien	PRON	rien
entourée	VERB	entourer
était	AUX	être
coussins	NOUN	coussin
pas	ADV	pas
bonne	ADJ	bon
montaient	VERB	monter
rythme	NOUN	rythme
toutes	PRON	tout
.	PUNCT	.
peut	VERB	pouvoir
et	CCONJ	et
y	PRON	y
monde	NOUN	monde
préméditation	NOUN	préméditation
seule	ADJ	seul
vouloir	VERB	vouloir
.	PUNCT	.
joue	NOUN	joue
la	DET	le
des	ADP	de
bouleversante	ADJ	bouleversant
bien	ADV	bien
moments	NOUN	moment
sauvant	VERB	sauver
aucun	DET	aucun
suis	AUX	être
à	ADP	à
pieds	NOUN	pied
pour	ADP	pour
peut	VERB	pouvoir
qu'	SCONJ	que
un	DET	un
qu'	SCONJ	que
;	PUNCT	;
seulement	ADV	seulement
tout	PRON	tout
une	DET	un
peu	ADV	peu
d'	ADP	de
inconsolable	ADJ	inconsolable
apparaissaient	VERB	apparaître
rival	NOUN	rival
s'	PRON	se
sans	ADP	sans
guère	ADV	guère
Il	PRON	il
,	PUNCT	,
Je	PRON	je
et	CCONJ	et
.	PUNCT	.
qu'	SCONJ	que
,	PUNCT	,
anglaise	NOUN	anglaise
de	ADP	de
pas	ADV	pas
faut	VERB	falloir
été	AUX	être
ans	NOUN	an
cesse	NOUN	cesse
des	ADP	de
polonaise	ADJ	polonais
une	DET	un
sans	ADP	sans
circonstances	NOUN	circonstance
,	PUNCT	,
devenue	VERB	devenir
sentais	VERB	sentir
qui	PRON	qui
,	PUNCT	,
,	PUNCT	,
une	DET	un
réussir	VERB	réussir
,	PUNCT	,
nous	PRON	nous
que	SCONJ	que
Tad	PROPN	Tad
lui	PRON	lui
il	PRON	il
tout	PRON	tout
...	PUNCT	...
don	NOUN	don
,	PUNCT	,
,	PUNCT	,
toutes	ADJ	tout
pas	ADV	pas
des	DET	un
pas	ADV	pas
de	ADP	de
fallait	VERB	falloir
pont	NOUN	pont
de	ADP	de
il	PRON	il
création	NOUN	création
d'	ADP	de
Amérique	PROPN	Amérique
pour	ADP	pour
avocat	NOUN	avocat
a	VERB	avoir
je	PRON	je
carte	NOUN	carte
entrer	VERB	entrer
espérais	VERB	espérer
ai	VERB	avoir
Je	PRON	je
Bruno	PROPN	Bruno
,	PUNCT	,
pour	ADP	pour
chevelure	NOUN	chevelure
mieux	ADV	mieux
larme	NOUN	larme
cette	DET	ce
étendue	VERB	étendre
surtout	ADV	surtout
le	DET	le
des	DET	un
il	PRON	il
J'	PRON	je
et	CCONJ	et
regard	NOUN	regard
chevelues	ADJ	chevelu
un	DET	un
ciel	NOUN	ciel
aura	VERB	avoir
.	PUNCT	.
ce	PRON	ce
elles	PRON	lui
on	PRON	on
,	PUNCT	,
ses	DET	son
parce	SCONJ	parce
la	DET	le
ce	PRON	ce
Atlantique	PROPN	Atlantique
ce	PRON	ce
Bien	ADV	bien
autour	ADV	autour
,	PUNCT	,
déjà	ADV	déjà
est	AUX	être
Nous	PRON	nous
entre	ADP	entre
que	SCONJ	que
et	CCONJ	et
même	ADV	même
un	DET	un
»	PUNCT	»
Lila	PROPN	Lila
avais	VERB	avoir
ailleurs	ADV	ailleurs
sûr	ADJ	sûr
arrêtée	VERB	arrêter
étonnant	ADJ	étonnant
encore	ADV	encore
Ludo	PROPN	Ludo
actrice	NOUN	acteur
sa	DET	son
déjà	ADV	déjà
bien	ADV	bien
moi	PRON	moi
à	ADP	à
Il	PRON	il
plus	ADV	plus
ça	PRON	cela
différent	ADJ	différent
je	PRON	je
raison	NOUN	raison
on	PRON	on
«	PUNCT	«
à	ADP	à
de	ADP	de
une	DET	un
le	PRON	le
vous	PRON	vous
...	PUNCT	...
juste	ADV	juste
avalai	VERB	avaler
que	SCONJ	que
c'	PRON	ce
plus	ADV	plus
jeune	ADJ	jeune
moins	ADV	moins
.	PUNCT	.
ne	ADV	ne
sais	VERB	savoir
était	AUX	être
veux	VERB	vouloir
Sven	PROPN	Sven
pas	ADV	pas
temps	NOUN	temps
chantaient	VERB	chanter
traîtreusement	ADV	traîtreusement
les	DET	le
de	ADP	de
le	DET	le
j'	PRON	je
peu	ADV	peu
entends	VERB	entendre
permettait	VERB	permettre
,	PUNCT	,
c'	PRON	ce
de	ADP	de
votre	DET	votre
suis	AUX	être
Paris	PROPN	Paris
neveu	NOUN	neveu
du	ADP	de
s'	PRON	se
un	DET	un
été	AUX	être
mon	DET	mon
comprenez	VERB	comprendre
,	PUNCT	,
,	PUNCT	,
ici	ADV	ici
,	PUNCT	,
son	DET	son
justement	ADV	justement
et	CCONJ	et
sorte	NOUN	sorte
.	PUNCT	.
Albatros	PROPN	Albatros
,	PUNCT	,
jours	NOUN	jour
par	ADP	par
qui	PRON	qui
meilleur	ADJ	meilleur
calcul	NOUN	calcul
des	ADP	de
un	DET	un
le	DET	le
dans	ADP	dans
je	PRON	je
que	SCONJ	que
,	PUNCT	,
j'	PRON	je
ancêtres	NOUN	ancêtre
avait	VERB	avoir
il	PRON	il
,	PUNCT	,
dirait	VERB	dire
Polonais	NOUN	polonais
saucisson	NOUN	saucisson
en	ADP	en
qu'	SCONJ	que
vidant	VERB	vider
,	PUNCT	,
,	PUNCT	,
propre	ADJ	propre
je	PRON	je
étais	VERB	être
beurre	NOUN	beurre
râpeux	ADJ	râpeux
,	PUNCT	,
essayé	VERB	essayer
téléphone	NOUN	téléphone
apprenez	VERB	apprendre
de	DET	de
dispose	VERB	dispose
.	PUNCT	.
Londres	PROPN	Londres
concrétiser	VERB	concrétiser
dit	VERB	dire
mon	DET	mon
la	DET	le
jésus	NOUN	jésus
pas	ADV	pas
le	DET	le
avec	ADP	avec
favorables	ADJ	favorable
Qu'	PRON	qu'
Bronicki	PROPN	Bronicki
papier	NOUN	papier
avait	AUX	avoir
des	ADP	de
avenir	NOUN	avenir
tenir	VERB	tenir
,	PUNCT	,
la	DET	le
couteau	NOUN	couteau
fixa	VERB	fixer
invité	VERB	inviter
ça	PRON	cela
le	DET	le
dont	PRON	dont
je	PRON	je
,	PUNCT	,
étonnement	NOUN	étonnement
noir	ADJ	noir
La	DET	le
toute	ADJ	tout
élevées	ADJ	élevé
Fleury	PROPN	Fleury
ciel	NOUN	ciel
cent	NUM	cent
et	CCONJ	et
chevau	NOUN	chevau
pleine	ADJ	plein
que	SCONJ	que
,	PUNCT	,
opérations	NOUN	opération
aux	ADP	à
carton	NOUN	carton
Dès	ADP	dès
de	ADP	de
ce	DET	ce
un	DET	un
-t	PRON	-t
.	PUNCT	.
,	PUNCT	,
-il	PRON	il
de	ADP	de
mais	CCONJ	mais
êtes	AUX	être
mais	CCONJ	mais
Lila	PROPN	Lila
le	PRON	le
me	PRON	me
Lila	PROPN	Lila
qui	PRON	qui
en	ADP	en
véritable	ADJ	véritable
.	PUNCT	.
a	AUX	avoir
appelait	VERB	appeler
lequel	PRON	lequel
celle	PRON	celui
la	DET	le
place	NOUN	place
nombres	NOUN	nombre
,	PUNCT	,
mes	DET	mon
dit	VERB	dire
voir	VERB	voir
me	PRON	me
vous	PRON	vous
.	PUNCT	.
de	ADP	de
.	PUNCT	.
d'	ADP	de
pas	ADV	pas
où	PRON	où
s'	PRON	se
propice	ADJ	propice
l'	DET	le
.	PUNCT	.
Packard	PROPN	Packard
bouleversé	VERB	bouleverser
doute	NOUN	doute
dispositions	NOUN	disposition
temps	NOUN	temps
train	NOUN	train
Son	DET	son
négliger	VERB	négliger
,	PUNCT	,
sa	DET	son
auprès	ADV	auprès
où	PRON	où
défendre	VERB	défendre
dans	ADP	dans
cherche	VERB	cherche
fus	AUX	être
les	DET	le
de	ADP	de
situations	NOUN	situation
.	PUNCT	.
bien	ADV	bien
,	PUNCT	,
chiffres	NOUN	chiffre
laisser	VERB	laisser
,	PUNCT	,
et	CCONJ	et
tenue	NOUN	tenue
doute	NOUN	doute
et	CCONJ	et
belle	ADJ	bel
activité	NOUN	activité
lancer	VERB	lancer
Léon	PROPN	Léon
,	PUNCT	,
de	ADP	de
au	ADP	au
sans	ADP	sans
On	PRON	on
de	ADP	de
affirma	VERB	affirmer
importance	NOUN	importance
preuve	NOUN	preuve
orientable	ADJ	orientable
sa	DET	son
avec	ADP	avec
bleue	ADJ	bleu
pas	ADV	pas
de	ADP	de
nous	PRON	nous
le	DET	le
ai	VERB	avoir
beurre	NOUN	beurre
ont	AUX	avoir
homme	NOUN	homme
-t	PRON	-t
les	DET	le
Bourse	NOUN	bourse
J'	PRON	je
investir	VERB	investir
par	ADP	par
et	CCONJ	et
moi	PRON	moi
reconnaissais	VERB	reconnaître
--	PUNCT	--
au	ADP	au
Il	PRON	il
en	ADP	en
à	ADP	à
secrétaire	NOUN	secrétaire
oncle	NOUN	oncle
d'	ADP	de
qu'	SCONJ	que
.	PUNCT	.
série	NOUN	série
,	PUNCT	,
à	ADP	à
à	ADP	à
à	ADP	à
guider	VERB	guider
,	PUNCT	,
abruptes	ADJ	abrupt
tête	NOUN	tête
historique	ADJ	historique
le	PRON	le
ayant	AUX	avoir
il	PRON	il
inattendue	ADJ	inattendu
.	PUNCT	.
et	CCONJ	et
bas	NOUN	bas
hier	ADV	hier
-il	PRON	il
feront	AUX	faire
épris	ADJ	épris
.	PUNCT	.
.	PUNCT	.
le	PRON	le
l'	DET	le
doit	VERB	devoir
levant	VERB	lever
chauffeur	NOUN	chauffeur
croyez	VERB	croire
de	ADP	de
lequel	PRON	lequel
roulette	NOUN	roulette
.	PUNCT	.
ciel	NOUN	ciel
la	DET	le
en	ADP	en
lutte	NOUN	lutte
visite	NOUN	visite
de	ADP	de
--	PUNCT	--
journée	NOUN	journée
,	PUNCT	,
à	ADP	à
de	ADP	de
solennité	NOUN	solennité
,	PUNCT	,
ail	NOUN	ail
,	PUNCT	,
petites	ADJ	petit
tousser	VERB	tousser
les	PRON	le
de	DET	de
il	PRON	il
saucissonner	VERB	saucissonner
.	PUNCT	.
me	PRON	me
étions	VERB	être
entendre	VERB	entendre
consonnes	NOUN	consonne
bureaux	NOUN	bureau
argent	NOUN	argent
,	PUNCT	,
bois	NOUN	bois
verres	NOUN	verre
s'	PRON	se
Il	PRON	il
cette	DET	ce
intervenu	VERB	intervenir
à	ADP	à
,	PUNCT	,
.	PUNCT	.
posant	VERB	poser
.	PUNCT	.
puis	VERB	pouvoir
dans	ADP	dans
âge	NOUN	âge
,	PUNCT	,
un	DET	un
saucisson	NOUN	saucisson
pour	ADP	pour
--	PUNCT	--
nos	DET	notre
de	ADP	de
homme	NOUN	homme
au	ADP	au
l'	DET	le
soirs	NOUN	soir
Stas	PROPN	Stas
avec	ADP	avec
éloquence	NOUN	éloquence
impressionnante	ADJ	impressionnant
noblesse	NOUN	noblesse
observait	VERB	observer
Mr.	NOUN	mr.
entières	ADJ	entier
je	PRON	je
fait	VERB	faire
que	PRON	que
puisque	SCONJ	puisque
plus	ADV	plus
de	ADP	de
égard	NOUN	égard
de	ADP	de
vous	PRON	vous
.	PUNCT	.
s'	PRON	se
ce	PRON	ce
étais	AUX	être
loin	ADV	loin
oncle	NOUN	oncle
faute	NOUN	faute
bouche	NOUN	bouche
dit	VERB	dire
de	ADP	de
-	NOUN	-
méditatif	ADJ	méditatif
œillet	NOUN	œillet
et	CCONJ	et
peu	ADV	peu
forts	ADJ	fort
vous	PRON	vous
est	AUX	être
Nous	PRON	nous
jésus	PROPN	jésus
lui	PRON	lui
l'	DET	le
et	CCONJ	et
.	PUNCT	.
casquette	NOUN	casquette
la	DET	le
et	CCONJ	et
préoccupé	VERB	préoccuper
me	PRON	me
était	AUX	être
il	PRON	il
anxieuse	ADJ	anxieux
historique	ADJ	historique
ficelle	NOUN	ficelle
préparer	VERB	préparer
vaincre	VERB	vaincre
à	ADP	à
à	ADP	à
Jones	PROPN	Jones
ne	ADV	ne
cette	DET	ce
pas	ADV	pas
,	PUNCT	,
il	PRON	il
et	CCONJ	et
les	DET	le
,	PUNCT	,
indiquerai	VERB	indiquer
et	CCONJ	et
et	CCONJ	et
ennemis	NOUN	ennemi
fluctuations	NOUN	fluctuation
mes	DET	mon
le	DET	le
au	ADP	au
,	PUNCT	,
tous	ADJ	tout
initier	VERB	initier
se	PRON	se
de	ADP	de
et	CCONJ	et
exhala	VERB	exhaler
sourcils	NOUN	sourcil
degré	NOUN	degré
l'	DET	le
tiens	VERB	tenir
envahisseur	NOUN	envahisseur
ailées	ADJ	ailé
argent	NOUN	argent
concours	NOUN	concours
interrompit	VERB	interrompre
intéressé	ADJ	intéresser
ainsi	ADV	ainsi
étais	VERB	être
passer	VERB	passer
espace	NOUN	espace
En	ADP	en
prendre	VERB	prendre
cri	NOUN	cri
,	PUNCT	,
attendant	VERB	attendre
est	VERB	être
vrai	ADJ	vrai
est	AUX	être
arrivée	NOUN	arrivée
Je	PRON	je
langage	NOUN	langage
couleurs	NOUN	couleur
expression	NOUN	expression
la	DET	le
ce	DET	ce
apparut	VERB	apparaître
cher	ADJ	cher
mordit	VERB	mordre
,	PUNCT	,
salaire	NOUN	salaire
,	PUNCT	,
affirma	VERB	affirmer
mon	DET	mon
même	ADJ	même
pour	ADP	pour
cuisine	NOUN	cuisine
,	PUNCT	,
d'	ADP	de
,	PUNCT	,
sans	ADP	sans
la	DET	le
accent	NOUN	accent
anciens	ADJ	ancien
.	PUNCT	.
cet	DET	ce
neveu	NOUN	neveu
et	CCONJ	et
rendre	VERB	rendre
boursières	ADJ	boursier
car	CCONJ	car
gants	NOUN	gant
à	ADP	à
un	DET	un
matins	NOUN	matin
de	ADP	de
les	DET	le
faveur	NOUN	faveur
fit	VERB	faire
avait	VERB	avoir
sans	ADP	sans
Blum	PROPN	Blum
la	DET	le
théories	NOUN	théorie
serviteur	NOUN	serviteur
accompagner	VERB	accompagner
proposait	VERB	proposer
l'	DET	le
voix	NOUN	voix
,	PUNCT	,
ainsi	ADV	ainsi
frais	ADJ	frais
--	PUNCT	--
emploi	NOUN	emploi
J'	PRON	je
il	PRON	il
et	CCONJ	et
jeune	ADJ	jeune
portière	NOUN	portière
esprit	NOUN	esprit
l'	PRON	l'
moins	ADV	moins
derniers	ADJ	dernier
C'	PRON	ce
peu	ADV	peu
instant	NOUN	instant
indispensables	ADJ	indispensable
qu'	SCONJ	que
pendait	VERB	pendre
Ensuite	ADV	ensuite
de	ADP	de
,	PUNCT	,
était	AUX	être
demanda	VERB	demander
qui	PRON	qui
ses	DET	son
néanmoins	ADV	néanmoins
étés	NOUN	été
mes	DET	mon
ne	ADV	ne
la	DET	le
car	CCONJ	car
un	DET	un
sans	ADP	sans
en	ADP	en
argent	NOUN	argent
les	DET	le
Léon	PROPN	Léon
aucun	DET	aucun
?	PUNCT	?
dons	NOUN	don
les	DET	le
Fleury	PROPN	Fleury
des	DET	un
à	ADP	à
,	PUNCT	,
un	DET	un
Il	PRON	il
on	PRON	on
quelques	DET	quelque
seul	ADJ	seul
aurait	AUX	avoir
Londres	PROPN	Londres
près	ADV	près
ainsi	ADV	ainsi
fit	AUX	faire
cet	DET	ce
haut	ADV	haut
celle	PRON	celui
de	ADP	de
trop	ADV	trop
sa	DET	son
n'	ADV	n'
un	DET	un
--	PUNCT	--
pas	NOUN	pas
dans	ADP	dans
m'	PRON	me
souci	NOUN	souci
rapidité	NOUN	rapidité
lyre	NOUN	lyre
dents	NOUN	dent
dans	ADP	dans
lui	PRON	lui
vers	ADP	vers
bras	NOUN	bras
,	PUNCT	,
et	CCONJ	et
,	PUNCT	,
ôta	VERB	ôter
et	CCONJ	et
à	ADP	à
il	PRON	il
disparaître	VERB	disparaître
habiller	VERB	habiller
volant	NOUN	volant
de	ADP	de
Je	PRON	je
Quant	ADV	quant
inspiré	VERB	inspirer
domaine	NOUN	domaine
tous	ADJ	tout
haut	ADJ	haut
vaincu	VERB	vaincre
les	DET	le
,	PUNCT	,
par	ADP	par
et	CCONJ	et
même	PRON	même
pujol	NOUN	pujol
lui	PRON	lui
de	ADP	de
de	ADP	de
asservir	VERB	asservir
dont	PRON	dont
Blum	PROPN	Blum
des	DET	un
nous	PRON	nous
passons	VERB	passer
une	DET	un
et	CCONJ	et
et	CCONJ	et
avec	ADP	avec
je	PRON	je
était	AUX	être
,	PUNCT	,
s'	PRON	se
;	PUNCT	;
que	SCONJ	que
lui	PRON	lui
à	ADP	à
Bronicki	PROPN	Bronicki
et	CCONJ	et
me	PRON	me
de	ADP	de
fut	AUX	être
ma	DET	mon
,	PUNCT	,
était	AUX	être
:	PUNCT	:
rutilante	ADJ	rutilant
mémoire	NOUN	mémoire
Varsovie	PROPN	Varsovie
des	ADP	de
pourra	VERB	pouvoir
la	DET	le
et	CCONJ	et
oncle	NOUN	oncle
tout	ADV	tout
pourtant	ADV	pourtant
,	PUNCT	,
épanouissement	NOUN	épanouissement
de	ADP	de
fois	NOUN	fois
relents	NOUN	relent
qu'	PRON	qu'
fit	VERB	faire
dans	ADP	dans
Stas	PROPN	Stas
privilèges	NOUN	privilège
génie	NOUN	génie
la	DET	le
démocrate	ADJ	démocrate
regard	NOUN	regard
à	ADP	à
ma	DET	mon
toute	ADJ	tout
de	ADP	de
le	DET	le
le	DET	le
été	NOUN	été
splendeur	NOUN	splendeur
empara	VERB	emparer
,	PUNCT	,
volontiers	ADV	volontiers
de	ADP	de
et	CCONJ	et
Votre	DET	votre
,	PUNCT	,
un	DET	un
viendra	VERB	venir
fut	AUX	être
boutonnière	NOUN	boutonnière
bouteille	NOUN	bouteille
d'	ADP	de
voir	VERB	voir
et	CCONJ	et
changer	VERB	changer
choses	NOUN	chose
aux	ADP	à
pas	ADV	pas
oncle	NOUN	oncle
trouver	VERB	trouver
pour	ADP	pour
,	PUNCT	,
votre	DET	votre
moi	PRON	moi
,	PUNCT	,
on	PRON	on
était	AUX	être
aussi	ADV	aussi
eût	AUX	avoir
mon	DET	mon
.	PUNCT	.
d'	ADP	de
baccara	NOUN	baccara
francs	NOUN	franc
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
la	DET	le
tous	ADJ	tout
Bronicki	PROPN	Bronicki
de	ADP	de
très	ADV	très
ensuite	ADV	ensuite
vint	VERB	venir
finance	NOUN	finance
point	ADV	point
;	PUNCT	;
possédons	VERB	posséder
et	CCONJ	et
en	ADP	en
,	PUNCT	,
de	ADP	de
à	ADP	à
que	SCONJ	que
,	PUNCT	,
de	ADP	de
gens	NOUN	gens
cerf	NOUN	cerf
ouvrit	VERB	ouvrir
dans	ADP	dans
chronologique	ADJ	chronologique
mon	DET	mon
du	ADP	de
grossièreté	NOUN	grossièreté
mon	DET	mon
maniant	VERB	manier
allumé	VERB	allumer
pipe	NOUN	pipe
de	ADP	de
quelque	DET	quelque
avec	ADP	avec
Ne	ADV	ne
mais	CCONJ	mais
,	PUNCT	,
nous	PRON	nous
journées	NOUN	journée
le	DET	le
est	AUX	être
polonais	ADJ	polonais
est	VERB	être
.	PUNCT	.
Ludovic	PROPN	Ludovic
le	DET	le
,	PUNCT	,
maître	NOUN	maître
c'	PRON	ce
l'	DET	le
modestement	ADV	modestement
.	PUNCT	.
-	NOUN	-
les	DET	le
l'	DET	le
,	PUNCT	,
et	CCONJ	et
chapeau	NOUN	chapeau
J'	PRON	je
,	PUNCT	,
dûment	ADV	dûment
,	PUNCT	,
calcul	NOUN	calcul
aussitôt	ADV	aussitôt
Il	PRON	il
...	PUNCT	...
prévoir	VERB	prévoir
et	CCONJ	et
le	DET	le
les	DET	le
,	PUNCT	,
,	PUNCT	,
la	DET	le
trop	ADV	trop
Or	CCONJ	or
,	PUNCT	,
sur	ADP	sur
mental	ADJ	mental
cravate	NOUN	cravate
,	PUNCT	,
précieux	ADJ	précieux
perdu	VERB	perdre
la	DET	le
une	DET	un
Finances	NOUN	finance
soins	NOUN	soin
Mes	DET	mon
la	DET	le
peu	ADV	peu
Ambroise	PROPN	Ambroise
environnement	NOUN	environnement
s'	PRON	se
,	PUNCT	,
la	DET	le
un	DET	un
On	PRON	on
souci	NOUN	souci
avec	ADP	avec
sa	DET	son
méritait	VERB	mériter
naturel	ADJ	naturel
tous	ADJ	tout
génie	NOUN	génie
.	PUNCT	.
d'	ADP	de
gagner	VERB	gagner
dans	ADP	dans
ennemi	NOUN	ennemi
populaire	ADJ	populaire
aura	VERB	avoir
monsieur	NOUN	Monsieur
au	ADP	au
du	ADP	de
qui	PRON	qui
de	ADP	de
temps	NOUN	temps
visiteur	NOUN	visiteur
notre	DET	notre
c'	PRON	ce
à	ADP	à
à	ADP	à
jeté	VERB	jeter
campagne	NOUN	campagne
en	ADP	en
alors	ADV	alors
peut-être	ADV	peut-être
honneur	NOUN	honneur
et	CCONJ	et
une	DET	un
IX	NUM	IX
s'	PRON	se
paraître	VERB	paraître
connaissances	NOUN	connaissance
,	PUNCT	,
que	SCONJ	que
,	PUNCT	,
y	PRON	y
pour	ADP	pour
rose	NOUN	rose
chauffeur	NOUN	chauffeur
le	PRON	le
ont	AUX	avoir
chaque	DET	chaque
,	PUNCT	,
terrain	NOUN	terrain
à	ADP	à
peut-être	ADV	peut-être
un	DET	un
de	ADP	de
,	PUNCT	,
disait	VERB	dire
et	CCONJ	et
puisque	SCONJ	puisque
de	ADP	de
cette	DET	ce
que	SCONJ	que
il	PRON	il
et	CCONJ	et
eu	VERB	avoir
,	PUNCT	,
demeurer	VERB	demeurer
me	PRON	me
ramènera	VERB	ramener
à	ADP	à
auprès	ADV	auprès
voyelles	NOUN	voyelle
.	PUNCT	.
œil	NOUN	œil
mène	VERB	mener
,	PUNCT	,
perspective	NOUN	perspective
veille	NOUN	veille
prévisions	NOUN	prévision
une	DET	un
de	ADP	de
queue	NOUN	queue
instantanément	ADV	instantanément
d'	ADP	de
n'	ADV	n'
complémentaires	ADJ	complémentaire
et	CCONJ	et
notre	DET	notre
donc	ADV	donc
plus	ADV	plus
âme	NOUN	âme
canne	NOUN	canne
et	CCONJ	et
dans	ADP	dans
Finalement	ADV	finalement
manière	NOUN	manière
criminel	ADJ	criminel
motte	NOUN	motte
la	DET	le
qui	PRON	qui
martingales	NOUN	martingale
Vous	PRON	vous
.	PUNCT	.
le	DET	le
de	ADP	de
l'	DET	le
le	DET	le
mes	DET	mon
déposséder	VERB	déposséder
offrit	VERB	offrir
suffisamment	ADV	suffisamment
,	PUNCT	,
avec	ADP	avec
.	PUNCT	.
une	DET	un
en	ADP	en
déjouent	VERB	déjouer
avec	ADP	avec
mois	NOUN	mois
êtes	AUX	être
léger	NOUN	léger
croyez	VERB	croire
où	PRON	où
maturité	NOUN	maturité
domaine	NOUN	domaine
finances	NOUN	finance
des	ADP	de
leur	DET	leur
parti	NOUN	parti
du	ADP	de
,	PUNCT	,
Vous	PRON	vous
l'	DET	le
d'	ADP	de
du	ADP	de
terre	NOUN	terre
lendemain	NOUN	lendemain
n'	ADV	n'
et	CCONJ	et
poussa	VERB	pousser
trop	ADV	trop
pas	ADV	pas
secrets	NOUN	secret
-ce	PRON	-ce
une	DET	un
une	DET	un
Si	SCONJ	si
il	PRON	il
mes	DET	mon
terre	NOUN	terre
joindre	VERB	joindre
Front	PROPN	Front
savantes	ADJ	savant
belles	ADJ	bel
,	PUNCT	,
nous	PRON	nous
Musset	PROPN	Musset
les	DET	le
Paris	PROPN	Paris
encore	ADV	encore
accroché	VERB	accrocher
fort	ADV	fort
et	CCONJ	et
monsieur	NOUN	Monsieur
l'	DET	le
proposition	NOUN	proposition
pain	NOUN	pain
gros	ADJ	gros
élégance	NOUN	élégance
boursières	ADJ	boursier
le	DET	le
-	PRON	-
il	PRON	il
le	DET	le
aux	ADP	à
du	ADP	de
d'	ADP	de
qui	PRON	qui
poutre	NOUN	poutre
la	DET	le
Stas	PROPN	Stas
cela	PRON	cela
,	PUNCT	,
sur	ADP	sur
spécialisés	ADJ	spécialisé
nouvel	ADJ	nouveau
,	PUNCT	,
à	ADP	à
science	NOUN	science
costume	NOUN	costume
de	ADP	de
mon	DET	mon
partie	NOUN	partie
tellement	ADV	tellement
toujours	ADV	toujours
qui	PRON	qui
--	PUNCT	--
moment	NOUN	moment
le	DET	le
,	PUNCT	,
et	CCONJ	et
,	PUNCT	,
.	PUNCT	.
un	DET	un
je	PRON	je
d'	ADP	de
trop	ADV	trop
assembler	VERB	assembler
courant	NOUN	courant
de	ADP	de
son	DET	son
levés	VERB	lever
ne	ADV	ne
dans	ADP	dans
me	PRON	me
soudain	ADV	soudain
point	NOUN	point
en	PRON	en
de	ADP	de
sans	ADP	sans
