absolue	ADJ	absolu
dire	VERB	dire
sans	ADP	sans
rides	NOUN	ride
.	PUNCT	.
le	DET	le
arrivé	VERB	arriver
,	PUNCT	,
était	AUX	être
.	PUNCT	.
cimetière	NOUN	cimetière
temporelles	ADJ	temporel
cette	DET	ce
absente	ADJ	absent
qu'	SCONJ	que
abandonnés	VERB	abandonner
de	ADP	de
jour	NOUN	jour
haillons	NOUN	haillon
cette	DET	ce
veut	VERB	vouloir
les	DET	le
eux	PRON	lui
au	ADP	au
de	ADP	de
en	PRON	en
à	ADP	à
exemplaire	ADJ	exemplaire
de	ADP	de
traces	NOUN	trace
les	DET	le
de	ADP	de
sa	DET	son
à	ADP	à
changer	VERB	changer
attendre	VERB	attendre
empire	NOUN	empire
à	ADP	à
les	DET	le
approche	VERB	approche
voir	VERB	voir
à	ADP	à
station	NOUN	station
fixait	VERB	fixer
l'	DET	le
les	PRON	le
mais	CCONJ	mais
—	PUNCT	—
déformer	VERB	déformer
lente	ADJ	lent
dernière	ADJ	dernier
eût	AUX	avoir
transcrire	VERB	transcrire
teinte	NOUN	teinte
car	CCONJ	car
eux	PRON	lui
dire	VERB	dire
affiche	NOUN	affiche
et	CCONJ	et
traits	NOUN	trait
Sur	ADP	sur
aussi	ADV	aussi
elle	PRON	lui
et	CCONJ	et
,	PUNCT	,
textes	NOUN	texte
courbes	NOUN	courbe
du	ADP	de
du	ADP	de
stations	NOUN	station
creuses	ADJ	creux
traversant	VERB	traverser
un	DET	un
la	DET	le
il	PRON	il
qui	PRON	qui
jeune	ADJ	jeune
cette	DET	ce
par	ADP	par
pour	ADP	pour
souterrain	ADJ	souterrain
les	DET	le
femme	NOUN	femme
,	PUNCT	,
du	ADP	de
,	PUNCT	,
tout	PRON	tout
des	ADP	de
pas	ADV	pas
de	ADP	de
,	PUNCT	,
de	ADP	de
avance	VERB	avancer
—	PUNCT	—
à	ADP	à
pour	ADP	pour
élanceront	VERB	élancer
désigner	VERB	désigner
matériaux	NOUN	matériau
étaient	AUX	être
,	PUNCT	,
du	ADP	de
,	PUNCT	,
carte	NOUN	carte
lycéennes	NOUN	lycéen
ensemble	NOUN	ensemble
puisqu'	SCONJ	puisque
-	NOUN	-
représenté	VERB	représenter
,	PUNCT	,
il	PRON	il
les	DET	le
mal	ADV	mal
lui	PRON	lui
sommes	VERB	être
attente	NOUN	attente
à	ADP	à
drames	NOUN	drame
au	ADP	au
la	DET	le
résumé	VERB	résumer
Mais	CCONJ	mais
,	PUNCT	,
jeter	VERB	jeter
Si	SCONJ	si
déchiffre	VERB	déchiffre
venir	VERB	venir
les	DET	le
de	ADP	de
-il	PRON	il
arrachées	VERB	arracher
les	PRON	le
tout	PRON	tout
,	PUNCT	,
d'	ADP	de
n'	ADV	n'
,	PUNCT	,
exploration	NOUN	exploration
incertaine	ADJ	incertain
les	DET	le
encore	ADV	encore
son	DET	son
arceau	NOUN	arceau
Mais	CCONJ	mais
métro	NOUN	métro
avant	ADP	avant
-t	PRON	-t
jour	NOUN	jour
ses	DET	son
pour	ADP	pour
fin	NOUN	fin
et	CCONJ	et
,	PUNCT	,
elle	PRON	lui
époque	NOUN	époque
sur	ADP	sur
tout	NOUN	tout
scène	NOUN	scène
les	DET	le
au	ADP	au
postait	VERB	poster
s'	PRON	se
de	ADP	de
passée	VERB	passer
impeuplés	VERB	impeupler
échouée	VERB	échouer
de	ADP	de
si	ADV	si
.	PUNCT	.
,	PUNCT	,
ondes	NOUN	onde
et	CCONJ	et
bleuâtre	ADJ	bleuâtre
et	CCONJ	et
,	PUNCT	,
de	ADP	de
du	ADP	de
entre-temps	ADV	entre-temps
origine	NOUN	origine
de	ADP	de
,	PUNCT	,
la	DET	le
son	DET	son
encore	ADV	encore
sera	AUX	être
pend	VERB	pendre
vie	NOUN	vie
sa	DET	son
d'	ADP	de
peu	ADV	peu
tout	ADV	tout
à	ADP	à
il	PRON	il
d'	ADP	de
pour	ADP	pour
la	PRON	le
cette	DET	ce
ou	CCONJ	ou
le	DET	le
,	PUNCT	,
boutonnage	NOUN	boutonnage
où	PRON	où
.	PUNCT	.
changement	NOUN	changement
.	PUNCT	.
même	ADJ	même
propagation	NOUN	propagation
et	CCONJ	et
à	ADP	à
des	ADP	de
,	PUNCT	,
où	PRON	où
sous	ADP	sous
du	ADP	de
changé	NOUN	changé
la	DET	le
présence	NOUN	présence
ses	DET	son
les	DET	le
contraire	NOUN	contraire
une	DET	un
inchangé	NOUN	inchangé
fins	NOUN	fin
intérieur	NOUN	intérieur
plain	NOUN	plain
tous	ADJ	tout
éclairés	VERB	éclairer
innommable	ADJ	innommable
lui	PRON	lui
-il	PRON	il
traversée	VERB	traverser
la	DET	le
affiches	NOUN	affiche
L'	DET	le
à	ADP	à
,	PUNCT	,
seules	ADJ	seul
résonances	NOUN	résonance
-	NOUN	-
Rails	NOUN	rail
mêmes	ADJ	même
et	CCONJ	et
pied	NOUN	pied
la	DET	le
vu	VERB	voir
,	PUNCT	,
méduse	NOUN	méduse
,	PUNCT	,
encore	ADV	encore
lire	VERB	lire
manteau	NOUN	manteau
les	DET	le
ou	CCONJ	ou
Portait	VERB	porter
permanence	NOUN	permanence
désormais	ADV	désormais
de	ADP	de
leur	DET	leur
voyages	NOUN	voyage
par	ADP	par
d'	ADP	de
vertigineusement	ADV	vertigineusement
par	ADP	par
manteau	NOUN	manteau
que	SCONJ	que
,	PUNCT	,
parois	NOUN	paroi
sans	ADP	sans
Derrière	ADP	derrière
filet	NOUN	filet
seraient	AUX	être
tous	ADJ	tout
puisqu'	SCONJ	puisque
d'	ADP	de
savent	VERB	savoir
aérien	ADJ	aérien
traduire	VERB	traduire
,	PUNCT	,
la	DET	le
présentant	VERB	présenter
les	DET	le
station	NOUN	station
un	DET	un
elle	PRON	lui
passera	VERB	passer
puisqu'	SCONJ	puisque
un	DET	un
plutôt	ADV	plutôt
métro	NOUN	métro
variations	NOUN	variation
peine	ADV	peine
jamais	ADV	jamais
,	PUNCT	,
à	ADP	à
voyageurs	NOUN	voyageur
il	PRON	il
station	NOUN	station
avec	ADP	avec
règlement	NOUN	règlement
cherchent	VERB	chercher
grattées	VERB	gratter
et	CCONJ	et
la	PRON	le
c'	PRON	ce
projections	NOUN	projection
progressait	VERB	progresser
leur	PRON	leur
,	PUNCT	,
aérien	ADJ	aérien
au	ADP	au
cet	DET	ce
à	ADP	à
beaucoup	ADV	beaucoup
de	ADP	de
voyageurs	NOUN	voyageur
pu	VERB	pouvoir
ses	DET	son
femme	NOUN	femme
misère	NOUN	misère
est	AUX	être
même	ADJ	même
une	DET	un
,	PUNCT	,
ils	PRON	il
morts	NOUN	mort
aura	AUX	avoir
cette	DET	ce
,	PUNCT	,
leurs	DET	leur
éteint	VERB	éteindre
encore	ADV	encore
scène	NOUN	scène
Plus	ADV	plus
vers	ADP	vers
si	SCONJ	si
un	DET	un
à	ADP	à
au	ADP	au
entre	ADP	entre
pas	ADV	pas
chauve	NOUN	chauve
ces	DET	ce
peut-être	ADV	peut-être
lieux	NOUN	lieu
vampires	NOUN	vampire
conduisant	VERB	conduire
fois	NOUN	fois
lisent	VERB	lire
revenir	VERB	revenir
,	PUNCT	,
de	ADP	de
innombrables	ADJ	innombrable
à	ADP	à
:	PUNCT	:
qu'	SCONJ	que
,	PUNCT	,
herbes	NOUN	herbe
figures	NOUN	figure
à	ADP	à
parvenues	VERB	parvenir
,	PUNCT	,
A	ADP	à
attente	NOUN	attente
du	ADP	de
.	PUNCT	.
qu'	PRON	qu'
de	ADP	de
égarés	VERB	égarer
à	ADP	à
de	ADP	de
la	PRON	le
cette	DET	ce
angoisse	NOUN	angoisse
genèse	NOUN	genèse
Cette	DET	ce
brouiller	VERB	brouiller
une	DET	un
affiches	NOUN	affiche
reclus	VERB	reclure
égalité	NOUN	égalité
été	AUX	être
entre	ADP	entre
,	PUNCT	,
et	CCONJ	et
ainsi	ADV	ainsi
est	AUX	être
glacée	ADJ	glacé
envers	NOUN	envers
la	DET	le
se	PRON	se
rouillées	VERB	rouiller
la	DET	le
le	DET	le
lorsque	SCONJ	lorsque
complice	ADJ	complice
bien	ADV	bien
qui	PRON	qui
s'	PRON	se
l'	DET	le
quai	NOUN	quai
unes	PRON	un
les	DET	le
.	PUNCT	.
d'	ADP	de
sur	ADP	sur
et	CCONJ	et
barons	NOUN	baron
veux	VERB	vouloir
—	PUNCT	—
où	PRON	où
rames	NOUN	rame
faire	VERB	faire
,	PUNCT	,
de	ADP	de
la	DET	le
une	DET	un
et	CCONJ	et
obstacle	NOUN	obstacle
vous	PRON	vous
,	PUNCT	,
toute	DET	tout
variantes	NOUN	variante
des	DET	un
forme	NOUN	forme
retraversée	VERB	retraverser
connaître	VERB	connaître
était	AUX	être
.	PUNCT	.
l'	DET	le
lignes	NOUN	ligne
publics	ADJ	public
ou	CCONJ	ou
tout	ADV	tout
la	DET	le
rigidité	NOUN	rigidité
corrompiez	VERB	corrompre
,	PUNCT	,
en	ADP	en
travers	NOUN	travers
sur	ADP	sur
des	ADP	de
la	DET	le
tous	ADJ	tout
plus	ADV	plus
par	ADP	par
irait	VERB	aller
transcrit	VERB	transcrire
la	DET	le
pas	ADV	pas
la	DET	le
à	ADP	à
et	CCONJ	et
ses	DET	son
sa	DET	son
les	DET	le
Et	CCONJ	et
réseau	NOUN	réseau
caverneux	ADJ	caverneux
station	NOUN	station
dans	ADP	dans
-t	PRON	-t
historique	ADJ	historique
d'	ADP	de
drames	NOUN	drame
ne	ADV	ne
tous	ADJ	tout
tout	DET	tout
porté	VERB	porter
rides	NOUN	ride
Il	PRON	il
sur	ADP	sur
même	ADJ	même
une	DET	un
jeune	ADJ	jeune
la	DET	le
d'	ADP	de
approchera	VERB	approcher
et	CCONJ	et
monde	NOUN	monde
de	ADP	de
plus	ADV	plus
de	ADP	de
épargnée	VERB	épargner
toujours	ADV	toujours
de	ADP	de
les	DET	le
des	ADP	de
plaine	NOUN	plaine
anxieusement	ADV	anxieusement
n'	ADV	n'
voyageur	NOUN	voyageur
ligne	NOUN	ligne
tous	ADJ	tout
toujours	ADV	toujours
et	CCONJ	et
et	CCONJ	et
aura	AUX	avoir
métaphores	NOUN	métaphore
inquiétante	ADJ	inquiétant
son	DET	son
et	CCONJ	et
qui	PRON	qui
aveugles	NOUN	aveugle
en	ADP	en
l'	DET	le
précieux	ADJ	précieux
rasant	VERB	raser
ce	DET	ce
de	ADP	de
ces	DET	ce
plus	ADV	plus
les	DET	le
possibilité	NOUN	possibilité
le	DET	le
à	ADP	à
surgissant	VERB	surgir
d'	ADP	de
station	NOUN	station
conscience	NOUN	conscience
la	DET	le
présence	NOUN	présence
serrés	VERB	serrer
combien	ADV	combien
terne	ADJ	terne
la	DET	le
ponctuellement	ADV	ponctuellement
de	ADP	de
—	PUNCT	—
des	ADP	de
joues	NOUN	joue
de	ADP	de
il	PRON	il
installent	VERB	installer
dans	ADP	dans
sans	ADP	sans
jusqu'	ADP	jusque
ressurgiront	VERB	ressurgir
en	ADP	en
n'	ADV	n'
dans	ADP	dans
elle	PRON	lui
sur	ADP	sur
bien	ADV	bien
où	PRON	où
possible	ADJ	possible
un	DET	un
elle	PRON	lui
on	PRON	on
femme	NOUN	femme
mettaient	VERB	mettre
de	ADP	de
la	DET	le
lequel	PRON	lequel
résonance	NOUN	résonance
pas	NOUN	pas
dépit	NOUN	dépit
essieu	NOUN	essieu
sur	ADP	sur
échecs	NOUN	échec
la	DET	le
sur	ADP	sur
avance	VERB	avancer
qui	PRON	qui
plus	ADV	plus
loge	NOUN	loge
des	ADP	de
bizarre	ADJ	bizarre
le	DET	le
verser	VERB	verser
signes	NOUN	signe
refusant	VERB	refuser
—	PUNCT	—
nul	PRON	nul
brisé	VERB	briser
grand	ADJ	grand
,	PUNCT	,
chef	NOUN	chef
point	NOUN	point
bien	ADV	bien
qu'	SCONJ	que
écriture	NOUN	écriture
un	DET	un
ou	CCONJ	ou
ardoise	NOUN	ardoise
rangs	NOUN	rang
des	ADP	de
aérienne	ADJ	aérien
reconnaître	VERB	reconnaître
ticket	NOUN	ticket
des	DET	un
par	ADP	par
comme	SCONJ	comme
peine	ADV	peine
sa	DET	son
votre	DET	votre
et	CCONJ	et
échelles	NOUN	échelle
couchées	VERB	coucher
.	PUNCT	.
l'	DET	le
de	ADP	de
dans	ADP	dans
carrosses	NOUN	carrosse
il	PRON	il
,	PUNCT	,
exploration	NOUN	exploration
sa	DET	son
à	ADP	à
voyageur	NOUN	voyageur
les	DET	le
,	PUNCT	,
à	ADP	à
.	PUNCT	.
de	ADP	de
couverts	NOUN	couvert
suivre	VERB	suivre
de	ADP	de
retarder	VERB	retarder
rails	NOUN	rail
durs	ADJ	dur
couvert	VERB	couvrir
pour	ADP	pour
,	PUNCT	,
les	DET	le
par	ADP	par
fond	NOUN	fond
voiture	NOUN	voiture
de	ADP	de
d'	ADP	de
tout	ADV	tout
en	ADP	en
vitrée	ADJ	vitrer
une	PRON	un
position	NOUN	position
cette	DET	ce
station	NOUN	station
sa	DET	son
—	PUNCT	—
moins	ADV	moins
emprunter	VERB	emprunter
la	DET	le
ont	VERB	avoir
—	PUNCT	—
verrière	NOUN	verrière
.	PUNCT	.
voies	NOUN	voie
,	PUNCT	,
titre	NOUN	titre
et	CCONJ	et
Il	PRON	il
cisaillé	VERB	cisailler
ticket	NOUN	ticket
des	ADP	de
voleur	NOUN	voleur
à	ADP	à
quai	NOUN	quai
sa	DET	son
jour	NOUN	jour
de	ADP	de
la	PRON	le
ne	ADV	ne
métallique	ADJ	métallique
photographie	NOUN	photographie
les	DET	le
le	PRON	le
de	ADP	de
attente	NOUN	attente
ensemble	NOUN	ensemble
.	PUNCT	.
des	ADP	de
sur	ADP	sur
vieille	ADJ	vieux
ai	VERB	avoir
de	ADP	de
n'	ADV	n'
besoin	NOUN	besoin
ne	ADV	ne
musée	NOUN	musée
qui	PRON	qui
destiné	VERB	destiner
,	PUNCT	,
assez	ADV	assez
preuve	NOUN	preuve
masquer	VERB	masquer
par	ADP	par
courbes	NOUN	courbe
la	DET	le
En	ADP	en
moins	ADV	moins
que	SCONJ	que
un	DET	un
de	ADP	de
des	ADP	de
signes	NOUN	signe
évidents	ADJ	évident
On	PRON	on
moi	PRON	moi
.	PUNCT	.
ce	DET	ce
,	PUNCT	,
quai	NOUN	quai
dans	ADP	dans
,	PUNCT	,
ces	DET	ce
courant	NOUN	courant
gravure	NOUN	gravure
longuement	ADV	longuement
par	ADP	par
jeu	NOUN	jeu
quai	NOUN	quai
viennent	VERB	venir
à	ADP	à
,	PUNCT	,
à	ADP	à
justement	ADV	justement
secret	NOUN	secret
noté	VERB	noter
)	PUNCT	)
,	PUNCT	,
sa	DET	son
ennemis	NOUN	ennemi
lecteur	NOUN	lecteur
,	PUNCT	,
à	ADP	à
invariablement	ADV	invariablement
du	ADP	de
elle	PRON	lui
d'	ADP	de
les	DET	le
comporte	VERB	comporte
,	PUNCT	,
ramasser	VERB	ramasser
de	ADP	de
affiche	NOUN	affiche
couple	NOUN	couple
jour	NOUN	jour
des	DET	un
lieu	NOUN	lieu
que	SCONJ	que
—	PUNCT	—
serait	AUX	être
clairs	ADJ	clair
plus	ADV	plus
et	CCONJ	et
qu'	ADV	qu'
choc	NOUN	choc
voyageurs	NOUN	voyageur
porte	VERB	porte
sa	DET	son
passionne	VERB	passionne
la	DET	le
clarté	NOUN	clarté
,	PUNCT	,
qu'	SCONJ	que
de	ADP	de
rails	NOUN	rail
coup	NOUN	coup
ma	DET	mon
corps	NOUN	corps
noiera	VERB	noyer
forêt	NOUN	forêt
si	ADV	si
leur	DET	leur
que	SCONJ	que
Normalement	ADV	normalement
le	DET	le
station	NOUN	station
par	ADP	par
le	DET	le
que	SCONJ	que
,	PUNCT	,
il	PRON	il
:	PUNCT	:
seul	ADJ	seul
les	DET	le
de	ADP	de
votre	DET	votre
que	PRON	que
le	DET	le
m'	PRON	me
répétait	VERB	répéter
conjurer	VERB	conjurer
rames	NOUN	rame
—	PUNCT	—
l'	DET	le
,	PUNCT	,
travail	NOUN	travail
arête	NOUN	arête
.	PUNCT	.
.	PUNCT	.
entre	ADP	entre
,	PUNCT	,
quelque	DET	quelque
prend	VERB	prendre
,	PUNCT	,
de	ADP	de
mur	NOUN	mur
signifier	VERB	signifier
s'	PRON	se
.	PUNCT	.
elle	PRON	lui
,	PUNCT	,
voir	VERB	voir
cocher	NOUN	cocher
aller	VERB	aller
d'	ADP	de
autres	PRON	autre
poutres	NOUN	poutre
d'	ADP	de
un	DET	un
,	PUNCT	,
grises	ADJ	gris
une	DET	un
son	DET	son
station	NOUN	station
gommer	VERB	gommer
,	PUNCT	,
.	PUNCT	.
vides	ADJ	vide
ne	ADV	ne
le	DET	le
avec	ADP	avec
rare	ADJ	rare
perdus	VERB	perdre
Ici	ADV	ici
un	DET	un
,	PUNCT	,
suicide	NOUN	suicide
elle	PRON	lui
notre	DET	notre
du	ADP	de
temps	NOUN	temps
même	ADJ	même
déchue	ADJ	déchu
un	DET	un
obsédés	ADJ	obséder
leurs	DET	leur
guetteuse	NOUN	guetteur
leur	DET	leur
.	PUNCT	.
)	PUNCT	)
affiche	NOUN	affiche
.	PUNCT	.
l'	DET	le
peut	VERB	pouvoir
transport	NOUN	transport
que	SCONJ	que
cependant	ADV	cependant
de	ADP	de
instant	NOUN	instant
s'	PRON	se
sur	ADP	sur
exactement	ADV	exactement
vampire	NOUN	vampire
que	SCONJ	que
à	ADP	à
de	ADP	de
la	DET	le
en	ADP	en
,	PUNCT	,
,	PUNCT	,
paroles	NOUN	parole
,	PUNCT	,
elle	PRON	lui
Qu'	SCONJ	que
les	DET	le
le	DET	le
pas	ADV	pas
des	ADP	de
et	CCONJ	et
obscurs	ADJ	obscur
.	PUNCT	.
je	PRON	je
,	PUNCT	,
le	DET	le
.	PUNCT	.
lointain	ADJ	lointain
les	DET	le
jalonné	VERB	jalonner
mise	NOUN	mise
angoisses	NOUN	angoisse
d'	ADP	de
les	DET	le
la	DET	le
racontait	VERB	raconter
ses	DET	son
mémoire	NOUN	mémoire
roues	NOUN	roue
,	PUNCT	,
ses	DET	son
encore	ADV	encore
,	PUNCT	,
la	DET	le
le	DET	le
vieille	ADJ	vieux
cette	DET	ce
.	PUNCT	.
qu'	SCONJ	que
Ticket	NOUN	ticket
le	DET	le
le	PRON	le
,	PUNCT	,
tout	ADV	tout
vieille	ADJ	vieux
fraction	NOUN	fraction
l'	DET	le
innombrables	ADJ	innombrable
repas	NOUN	repas
le	DET	le
même	ADJ	même
,	PUNCT	,
du	ADP	de
sans	ADP	sans
dépêchait	VERB	dépêcher
terme	NOUN	terme
de	ADP	de
en	PRON	en
un	DET	un
voir	VERB	voir
pour	ADP	pour
emprunter	VERB	emprunter
,	PUNCT	,
mais	CCONJ	mais
laisse	VERB	laisse
se	PRON	se
.	PUNCT	.
planeront	VERB	planer
qui	PRON	qui
,	PUNCT	,
avec	ADP	avec
envie	NOUN	envie
le	DET	le
Supposant	VERB	supposer
venir	VERB	venir
large	ADJ	large
frais	NOUN	frais
noblesse	NOUN	noblesse
le	DET	le
,	PUNCT	,
demandent	VERB	demander
et	CCONJ	et
voyageurs	NOUN	voyageur
s'	PRON	se
clairs	ADJ	clair
station	NOUN	station
tête	NOUN	tête
louage	NOUN	louage
.	PUNCT	.
du	ADP	de
fondre	VERB	fondre
—	PUNCT	—
que	PRON	que
si	ADV	si
voyais	VERB	voir
ordonnance	NOUN	ordonnance
aux	ADP	à
ma	DET	mon
a	AUX	avoir
un	DET	un
de	ADP	de
sitôt	ADV	sitôt
ne	ADV	ne
glaciation	NOUN	glaciation
moins	ADV	moins
défroissaient	VERB	défroisser
sur	ADP	sur
un	DET	un
sans	ADP	sans
exacte	ADJ	exact
signes	NOUN	signe
avais	AUX	avoir
telle	ADJ	tel
vous	PRON	vous
voyeur	NOUN	voyeur
ligne	NOUN	ligne
tout	ADJ	tout
revient	VERB	revenir
quai	NOUN	quai
.	PUNCT	.
le	DET	le
à	ADP	à
de	ADP	de
rencontre	NOUN	rencontre
qui	PRON	qui
attendues	VERB	attendre
pensée	NOUN	pensée
ligne	NOUN	ligne
la	DET	le
fond	NOUN	fond
pouvait	VERB	pouvoir
faux	ADJ	faux
voyait	VERB	voir
pouvait	VERB	pouvoir
tickets	NOUN	ticket
se	PRON	se
Savent	VERB	savoir
déjà	ADV	déjà
les	DET	le
en	ADP	en
cuir	NOUN	cuir
un	DET	un
munie	VERB	munir
en	ADP	en
hiéroglyphes	NOUN	hiéroglyphe
bien	ADV	bien
temporelles	ADJ	temporel
encre	NOUN	encre
du	ADP	de
sur	ADP	sur
les	DET	le
loin	ADV	loin
en	ADP	en
d'	ADP	de
manteau	NOUN	manteau
lisible	ADJ	lisible
passent	VERB	passer
(	PUNCT	(
aérienne	ADJ	aérien
manteau	NOUN	manteau
une	DET	un
arrivé	VERB	arriver
sur	ADP	sur
quai	NOUN	quai
demandent	VERB	demander
pouvoir	VERB	pouvoir
ligne	NOUN	ligne
vous	PRON	vous
coup	NOUN	coup
adresser	VERB	adresser
,	PUNCT	,
chez	ADP	chez
du	ADP	de
aurait	VERB	avoir
,	PUNCT	,
,	PUNCT	,
femme	NOUN	femme
dans	ADP	dans
Gris	NOUN	gris
dans	ADP	dans
il	PRON	il
,	PUNCT	,
moment	NOUN	moment
scène	NOUN	scène
de	ADP	de
ne	ADV	ne
voyageur	NOUN	voyageur
l'	DET	le
(	PUNCT	(
de	ADP	de
des	ADP	de
d'	ADP	de
cantine	NOUN	cantine
le	DET	le
dans	ADP	dans
d'	ADP	de
cheveu	NOUN	cheveu
conjuré	VERB	conjurer
clairs	ADJ	clair
choses	NOUN	chose
tombé	VERB	tomber
de	ADP	de
.	PUNCT	.
suicidaires	ADJ	suicidaire
devant	ADP	devant
.	PUNCT	.
d'	ADP	de
certain	ADJ	certain
contrainte	VERB	contraindre
Les	DET	le
station	NOUN	station
état	NOUN	état
,	PUNCT	,
du	ADP	de
n'	ADV	n'
se	PRON	se
de	ADP	de
rasé	VERB	raser
sortie	NOUN	sortie
service	NOUN	service
être	AUX	être
aussi	ADV	aussi
de	ADP	de
recouvrir	VERB	recouvrir
,	PUNCT	,
sont	AUX	être
cette	DET	ce
refusiez	VERB	refuser
obscurs	ADJ	obscur
riches	ADJ	riche
faire	AUX	faire
où	PRON	où
d'	ADP	de
connaît	VERB	connaître
crier	VERB	crier
l'	DET	le
,	PUNCT	,
quais	NOUN	quai
et	CCONJ	et
entrée	NOUN	entrée
de	ADP	de
échoué	VERB	échouer
des	DET	un
péril	NOUN	péril
à	ADP	à
cette	DET	ce
pauvreté	NOUN	pauvreté
longtemps	ADV	longtemps
achetât	VERB	acheter
.	PUNCT	.
Elle	PRON	lui
métro	NOUN	métro
à	ADP	à
de	ADP	de
empressant	VERB	empresser
vêtu	VERB	vêtir
votre	DET	votre
y	PRON	y
je	PRON	je
venir	VERB	venir
genèse	NOUN	genèse
rencontre	VERB	rencontre
et	CCONJ	et
qu'	SCONJ	que
les	DET	le
l'	DET	le
plus	ADV	plus
au	ADP	au
et	CCONJ	et
,	PUNCT	,
pas	ADV	pas
je	PRON	je
,	PUNCT	,
quatre	NUM	quatre
de	ADP	de
-	NOUN	-
gouttes	NOUN	goutte
la	PRON	le
jumeaux	ADJ	jumeau
invitions	VERB	inviter
fidélité	NOUN	fidélité
les	PRON	le
la	DET	le
votre	DET	votre
qu'	PRON	qu'
aérienne	ADJ	aérien
yeux	NOUN	oeil
épars	ADJ	épars
les	DET	le
de	ADP	de
la	DET	le
près	ADV	près
elle	PRON	lui
autres	ADJ	autre
disait	VERB	dire
contraire	NOUN	contraire
de	ADP	de
mon	DET	mon
le	DET	le
traducteur	NOUN	traducteur
,	PUNCT	,
par	ADP	par
l'	PRON	l'
énigme	NOUN	énigme
aérien	ADJ	aérien
entre	ADP	entre
,	PUNCT	,
,	PUNCT	,
être	AUX	être
volées	VERB	voler
si	ADV	si
afin	ADV	afin
fois	NOUN	fois
écriture	NOUN	écriture
fumée	NOUN	fumée
Indicateurs	NOUN	indicateur
de	ADP	de
Ils	PRON	il
autres	PRON	autre
on	PRON	on
conçoit	VERB	concevoir
disposerais	VERB	disposer
deux	NUM	deux
perforable	ADJ	perforabl
à	ADP	à
si	ADV	si
puis	CCONJ	puis
dépit	NOUN	dépit
trentaine	NOUN	trentaine
d'	ADP	de
lumière	NOUN	lumière
les	DET	le
jeune	ADJ	jeune
femme	NOUN	femme
le	DET	le
Je	PRON	je
ils	PRON	il
par	ADP	par
,	PUNCT	,
noir	ADJ	noir
absence	NOUN	absence
malle	NOUN	malle
de	ADP	de
car	CCONJ	car
reflux	NOUN	reflux
à	ADP	à
part	NOUN	part
les	DET	le
contours	NOUN	contour
toute	DET	tout
de	ADP	de
arrive	VERB	arrive
cependant	ADV	cependant
ou	CCONJ	ou
yeux	NOUN	oeil
seraient	AUX	être
la	DET	le
,	PUNCT	,
même	ADV	même
,	PUNCT	,
ils	PRON	il
guidés	VERB	guider
,	PUNCT	,
j'	PRON	je
.	PUNCT	.
signe	NOUN	signe
de	ADP	de
loge	NOUN	loge
se	PRON	se
traces	NOUN	trace
tenait	VERB	tenir
exclusivement	ADV	exclusivement
itinéraire	NOUN	itinéraire
les	DET	le
a	VERB	avoir
rails	NOUN	rail
des	ADP	de
,	PUNCT	,
constraste	NOUN	constraste
œil	NOUN	œil
présence	NOUN	présence
,	PUNCT	,
prendre	VERB	prendre
parvenir	VERB	parvenir
personnage	NOUN	personnage
par	ADP	par
à	ADP	à
de	ADP	de
vu	VERB	voir
intelligence	NOUN	intelligence
quand	SCONJ	quand
l'	DET	le
habite	VERB	habite
la	DET	le
lieu	NOUN	lieu
sol	NOUN	sol
le	DET	le
vides	ADJ	vide
excellence	NOUN	excellence
manette	NOUN	manette
ciment	NOUN	ciment
,	PUNCT	,
signes	NOUN	signe
le	DET	le
pouvoir	VERB	pouvoir
colorant	NOUN	colorant
(	PUNCT	(
une	DET	un
semaine	NOUN	semaine
fois	NOUN	fois
d'	ADP	de
ils	PRON	il
de	ADP	de
les	DET	le
haute	ADJ	haut
signes	NOUN	signe
Ou	CCONJ	ou
je	PRON	je
faux	ADJ	faux
lézarder	VERB	lézarder
moi	PRON	moi
humaines	ADJ	humain
à	ADP	à
le	DET	le
noyau	NOUN	noyau
chef	NOUN	chef
en	ADP	en
,	PUNCT	,
eût	AUX	avoir
pour	ADP	pour
comportement	NOUN	comportement
près	ADV	près
signes	NOUN	signe
descendre	VERB	descendre
des	ADP	de
plus	ADV	plus
et	CCONJ	et
bloquant	VERB	bloquer
exploration	NOUN	exploration
alors	ADV	alors
cireux	ADJ	cireux
ce	DET	ce
.	PUNCT	.
voyageurs	NOUN	voyageur
trouve	VERB	trouve
attachant	VERB	attacher
nature	NOUN	nature
,	PUNCT	,
où	PRON	où
le	DET	le
station	NOUN	station
La	DET	le
irriguer	VERB	irriguer
serrait	VERB	serrer
les	PRON	le
couleurs	NOUN	couleur
la	PRON	le
du	ADP	de
un	DET	un
travailleurs	NOUN	travailleur
le	DET	le
sont	AUX	être
devrait	VERB	devoir
plus	ADV	plus
joueurs	NOUN	joueur
,	PUNCT	,
Tout	ADV	tout
qu'	SCONJ	que
du	ADP	de
nous	PRON	nous
sans	ADP	sans
si	ADV	si
aussitôt	ADV	aussitôt
prix	NOUN	prix
revient	VERB	revenir
par	ADP	par
quatre	NUM	quatre
une	DET	un
passe	VERB	passer
de	ADP	de
vacarme	NOUN	vacarme
se	PRON	se
sa	DET	son
obscurs	ADJ	obscur
deux	NUM	deux
un	PRON	un
Seule	ADJ	seul
ligne	NOUN	ligne
,	PUNCT	,
choir	VERB	choir
savent	VERB	savoir
l'	DET	le
station	NOUN	station
