branches	NOUN	branche
»	PUNCT	»
cette	DET	ce
Plus	ADV	plus
,	PUNCT	,
pas	ADV	pas
.	PUNCT	.
veste	NOUN	veste
avait	AUX	avoir
avait	AUX	avoir
morceaux	NOUN	morceau
demander	VERB	demander
fois	NOUN	fois
sens	NOUN	sens
tonne	NOUN	tonne
ce	PRON	ce
,	PUNCT	,
remarqué	VERB	remarquer
Go	PROPN	Go
.	PUNCT	.
qu'	PRON	qu'
noire	ADJ	noir
...	PUNCT	...
.	PUNCT	.
,	PUNCT	,
visage	NOUN	visage
en	ADP	en
vallée	NOUN	vallée
Citroën	PROPN	Citroën
poissait	VERB	poisser
la	DET	le
enfoncés	VERB	enfoncer
voitures	NOUN	voiture
Il	PRON	il
de	ADP	de
eux	PRON	lui
Une	DET	un
camionnette	NOUN	camionnette
comme	ADP	comme
sorte	NOUN	sorte
images	NOUN	image
était	AUX	être
Cinq	NUM	Cinq
.	PUNCT	.
sueur	NOUN	sueur
-	PROPN	-
,	PUNCT	,
pu	VERB	pouvoir
être	AUX	être
seconde	NOUN	seconde
,	PUNCT	,
banque	NOUN	banque
imper	NOUN	imper
tard	ADV	tard
de	ADP	de
lueur	NOUN	lueur
et	CCONJ	et
sur	ADP	sur
Coup	NOUN	coup
,	PUNCT	,
.	PUNCT	.
carton	NOUN	carton
la	DET	le
»	PUNCT	»
dure	ADJ	dur
surprise	NOUN	surprise
conduire	VERB	conduire
le	DET	le
.	PUNCT	.
les	DET	le
...	PUNCT	...
.	PUNCT	.
ce	DET	ce
fins	ADJ	fin
eu	VERB	avoir
Sorin	PROPN	Sorin
sourde	ADJ	sourd
autres	NOUN	autre
par	ADP	par
dans	ADP	dans
vraiment	ADV	vraiment
y	PRON	y
instant	NOUN	instant
.	PUNCT	.
sac	NOUN	sac
pas	ADV	pas
demi-heure	NOUN	demi-heure
.	PUNCT	.
,	PUNCT	,
Une	DET	un
comme	ADP	comme
,	PUNCT	,
conducteur	NOUN	conducteur
.	PUNCT	.
farine	NOUN	farine
était	AUX	être
Pas	ADV	pas
l'	DET	le
Il	PRON	il
«	PUNCT	«
éclat	NOUN	éclat
cas	NOUN	cas
,	PUNCT	,
partir	VERB	partir
avant	ADJ	avant
vosgienne	ADJ	vosgien
serré	VERB	serrer
pétrifiée	VERB	pétrifier
la	DET	le
au	ADP	au
.	PUNCT	.
projeté	VERB	projeter
,	PUNCT	,
,	PUNCT	,
la	DET	le
était	AUX	être
yeux	NOUN	oeil
immédiats	ADJ	immédiat
cœur	NOUN	cœur
juste	ADV	juste
avait	AUX	avoir
trombe	NOUN	trombe
arrière	ADJ	arrière
la	DET	le
revoyait	VERB	revoir
visibilité	NOUN	visibilité
sur	ADP	sur
fièvre	NOUN	fièvre
Entre	ADP	entre
la	DET	le
Sorin	PROPN	Sorin
cette	DET	ce
électrique	ADJ	électrique
déroula	VERB	dérouler
.	PUNCT	.
de	ADP	de
centimètres	NOUN	centimètre
se	PRON	se
à	ADP	à
métallique	ADJ	métallique
les	DET	le
voiture	NOUN	voiture
les	DET	le
sac	NOUN	sac
-	ADV	-
très	ADV	très
dans	ADP	dans
exemple	NOUN	exemple
et	CCONJ	et
la	DET	le
commencé	VERB	commencer
de	ADP	de
.	PUNCT	.
saillantes	ADJ	saillant
.	PUNCT	.
mètres	NOUN	mètre
.	PUNCT	.
naviguait	VERB	naviguer
secondes	NOUN	seconde
même	ADV	même
avait	VERB	avoir
à	ADP	à
de	ADP	de
de	ADP	de
tout	DET	tout
de	ADP	de
...	PUNCT	...
au	ADP	au
la	DET	le
hébétude	NOUN	hébétude
avait	VERB	avoir
en	ADP	en
avait	VERB	avoir
par	ADP	par
été	AUX	être
La	DET	le
cas	NOUN	cas
au	ADP	au
»	PUNCT	»
,	PUNCT	,
dans	ADP	dans
faisaient	VERB	faire
que	SCONJ	que
avait	AUX	avoir
gouttes	NOUN	goutte
Go	PROPN	Go
.	PUNCT	.
d'	ADP	de
avaient	AUX	avoir
en	ADP	en
grande	ADJ	grand
C'	PRON	ce
...	PUNCT	...
de	ADP	de
,	PUNCT	,
l'	DET	le
masque	NOUN	masque
traversait	VERB	traverser
main	NOUN	main
lancé	VERB	lancer
secousse	NOUN	secousse
élancer	VERB	élancer
et	CCONJ	et
!	PUNCT	!
sur	ADP	sur
sous	ADP	sous
ce	DET	ce
instant	NOUN	instant
dans	ADP	dans
deux	NUM	deux
du	ADP	de
fourgonnette	NOUN	fourgonnette
ce	PRON	ce
tonnes	NOUN	tonne
voiture	NOUN	voiture
,	PUNCT	,
,	PUNCT	,
Sorin	PROPN	Sorin
plus	ADV	plus
s'	PRON	se
bas	NOUN	bas
épaule	NOUN	épaule
le	DET	le
l'	DET	le
une	DET	un
col	NOUN	col
Go	PROPN	Go
voulu	VERB	vouloir
débouché	VERB	déboucher
au	ADP	au
.	PUNCT	.
.	PUNCT	.
mais	CCONJ	mais
vue	VERB	voir
un	DET	un
de	ADP	de
film	NOUN	film
marquants	ADJ	marquant
,	PUNCT	,
l'	DET	le
encore	ADV	encore
Algérien	NOUN	algérien
n'	ADV	n'
le	DET	le
,	PUNCT	,
Un	DET	un
entendus	VERB	entendre
sortaient	VERB	sortir
.	PUNCT	.
avaient	AUX	avoir
à	ADP	à
ils	PRON	il
jamais	ADV	jamais
tu	PRON	tu
coïncidence	NOUN	coïncidence
ils	PRON	il
plus	ADV	plus
Il	PRON	il
tempête	NOUN	tempête
belle	ADJ	bel
fameuse	ADJ	fameux
les	DET	le
autre	PRON	autre
exemple	NOUN	exemple
tiré	VERB	tirer
,	PUNCT	,
.	PUNCT	.
choisi	VERB	choisir
grain	NOUN	grain
sa	DET	son
était	AUX	être
.	PUNCT	.
bien	ADV	bien
le	DET	le
.	PUNCT	.
»	PUNCT	»
Il	PRON	il
de	ADP	de
de	ADP	de
la	DET	le
casse-gueule	ADJ	casse-gueule
la	DET	le
rapidement	ADV	rapidement
comme	ADP	comme
atterrissant	VERB	atterrir
Il	PRON	il
Je	PRON	je
ça	PRON	cela
voiture	NOUN	voiture
Si	SCONJ	si
fini	VERB	finir
avait	AUX	avoir
La	DET	le
.	PUNCT	.
,	PUNCT	,
col	NOUN	col
deux	NUM	deux
son	DET	son
...	PUNCT	...
sueur	NOUN	sueur
se	PRON	se
de	ADP	de
qui	PRON	qui
deux	PRON	deux
avait	AUX	avoir
là	ADV	là
Grand-Rue	PROPN	Grand-Rue
il	PRON	il
C'	PRON	ce
aussi	ADV	aussi
dans	ADP	dans
à	ADP	à
a	AUX	avoir
froideur	NOUN	froideur
neige	NOUN	neige
-ce	PRON	-ce
et	CCONJ	et
quelques	ADJ	quelque
où	PRON	où
que	SCONJ	que
Sorin	PROPN	Sorin
les	DET	le
trottoir	NOUN	trottoir
pu	VERB	pouvoir
blonds	ADJ	blond
commencé	VERB	commencer
de	ADP	de
semés	VERB	semer
les	DET	le
pas	ADV	pas
sortis	VERB	sortir
.	PUNCT	.
n'	ADV	n'
,	PUNCT	,
pas	ADV	pas
S'	SCONJ	s'
première	ADJ	premier
pâte	NOUN	pâte
présent	ADJ	présent
osseux	ADJ	osseux
ennuis	NOUN	ennui
six	NUM	six
.	PUNCT	.
avec	ADP	avec
ça	PRON	cela
main	NOUN	main
ne	ADV	ne
de	ADP	de
.	PUNCT	.
Son	DET	son
avait	AUX	avoir
l'	DET	le
.	PUNCT	.
cette	DET	ce
prévu	VERB	prévoir
pas	ADV	pas
!	PUNCT	!
là	ADV	là
de	ADP	de
panne	NOUN	panne
.	PUNCT	.
Il	PRON	il
»	PUNCT	»
pâle	ADJ	pâle
ruer	VERB	ruer
n'	ADV	n'
gueulait	VERB	gueuler
les	DET	le
moment	NOUN	moment
tourmente	NOUN	tourmente
n'	ADV	n'
désespoir	NOUN	désespoir
piquait	VERB	piquer
voiture	NOUN	voiture
qui	PRON	qui
balancé	VERB	balancer
adéquat	ADJ	adéquat
le	DET	le
première	ADJ	premier
de	ADP	de
allait	VERB	aller
penché	VERB	pencher
pourtant	ADV	pourtant
,	PUNCT	,
apparence	NOUN	apparence
billets	NOUN	billet
des	DET	un
sommet	NOUN	sommet
le	DET	le
flics	NOUN	flic
qu'	SCONJ	que
première	ADJ	premier
ce	DET	ce
à	ADP	à
les	DET	le
étaient	AUX	être
,	PUNCT	,
celle	PRON	celui
prévenus	VERB	prévenir
chauffage	NOUN	chauffage
,	PUNCT	,
était	AUX	être
ça	PRON	cela
À	ADP	à
ennuis	NOUN	ennui
ne	ADV	ne
Et	CCONJ	et
,	PUNCT	,
il	PRON	il
environs	NOUN	environ
yeux	NOUN	oeil
souvenirs	NOUN	souvenir
qui	PRON	qui
calqués	VERB	calquer
était	AUX	être
le	DET	le
Nom	NOUN	nom
la	DET	le
?	PUNCT	?
flics	NOUN	flic
sinon	ADV	sinon
qui	PRON	qui
toi	PRON	toi
de	ADP	de
s'	PRON	se
de	ADP	de
Jamy	PROPN	Jamy
Alors	ADV	alors
cuir	NOUN	cuir
tard	ADV	tard
chargée	VERB	charger
les	DET	le
dedans	ADV	dedans
.	PUNCT	.
il	PRON	il
premiers	ADJ	premier
,	PUNCT	,
banque	NOUN	banque
dans	ADP	dans
l'	DET	le
linge	NOUN	linge
arriverai	VERB	arriver
savait	VERB	savoir
avait	AUX	avoir
pendant	ADP	pendant
ahanait	VERB	ahaner
mais	CCONJ	mais
savait	VERB	savoir
,	PUNCT	,
.	PUNCT	.
d'	ADP	de
mine	NOUN	mine
la	PRON	le
...	PUNCT	...
épaule	NOUN	épaule
y	PRON	y
sable	NOUN	sable
propre	ADJ	propre
satanée	ADJ	sataner
qui	PRON	qui
programme	NOUN	programme
sac	NOUN	sac
bonnement	ADV	bonnement
au	ADP	au
,	PUNCT	,
est	AUX	être
grimacé	VERB	grimacer
remonta	VERB	remonter
se	PRON	se
était	AUX	être
en	ADP	en
va	VERB	aller
le	DET	le
une	DET	un
boulot	NOUN	boulot
ai	AUX	avoir
ç'	PRON	ç'
coin	NOUN	coin
une	DET	un
des	ADP	de
du	ADP	de
arrière	ADJ	arrière
,	PUNCT	,
Le	DET	le
les	DET	le
Il	PRON	il
sacrée	ADJ	sacrer
cheveux	NOUN	cheveu
Dans	ADP	dans
L'	DET	le
.	PUNCT	.
qui	PRON	qui
la	DET	le
de	ADP	de
elle	PRON	lui
,	PUNCT	,
question	NOUN	question
et	CCONJ	et
déroulé	VERB	dérouler
rideaux	NOUN	rideau
passa	VERB	passer
...	PUNCT	...
et	CCONJ	et
,	PUNCT	,
semé	VERB	semer
en	ADP	en
voir	VERB	voir
à	ADP	à
par	ADP	par
revolver	NOUN	revolver
de	ADP	de
s'	PRON	se
droite	ADJ	droit
J'	PRON	je
,	PUNCT	,
dans	ADP	dans
pas	ADV	pas
.	PUNCT	.
visage	NOUN	visage
,	PUNCT	,
glissante	ADJ	glissant
...	PUNCT	...
était	AUX	être
Il	PRON	il
par	ADP	par
des	ADP	de
préféraient	VERB	préférer
purée	NOUN	purée
Les	DET	le
souri	VERB	sourire
bon	ADJ	bon
avait	AUX	avoir
dans	ADP	dans
un	DET	un
marné	VERB	marner
le	DET	le
cligner	VERB	cligner
,	PUNCT	,
,	PUNCT	,
au	ADP	au
poudreuse	NOUN	poudreuse
plus	ADV	plus
les	DET	le
,	PUNCT	,
va	VERB	aller
gémir	VERB	gémir
ou	CCONJ	ou
son	DET	son
très	ADV	très
Dieu	PROPN	Dieu
et	CCONJ	et
des	ADP	de
pâle	ADJ	pâle
sa	DET	son
.	PUNCT	.
il	PRON	il
que	PRON	que
ces	DET	ce
pas	ADV	pas
Il	PRON	il
le	PRON	le
types	NOUN	type
tête	NOUN	tête
y	PRON	y
rageur	ADJ	rageur
claqué	VERB	claquer
le	DET	le
arrivant	VERB	arriver
immobilisées	VERB	immobiliser
Sorin	PROPN	Sorin
Des	DET	un
coups	NOUN	coup
une	DET	un
toute	DET	tout
plongé	VERB	plonger
Sorin	PROPN	Sorin
niveaux	NOUN	niveau
avait	AUX	avoir
voiture	NOUN	voiture
teint	NOUN	teint
Difficulté	NOUN	difficulté
de	ADP	de
le	DET	le
fameux	ADJ	fameux
en	ADP	en
d'	ADP	de
balancés	VERB	balancer
Arrête	VERB	arrête
prends	VERB	prendre
n'	ADV	n'
de	ADP	de
double	VERB	double
détail	NOUN	détail
avoir	AUX	avoir
à	ADP	à
sur	ADP	sur
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
prévus	VERB	prévoir
voiture	NOUN	voiture
le	DET	le
vive	ADJ	vif
Pâle	NOUN	pâle
avait	AUX	avoir
qui	PRON	qui
convenait	VERB	convenir
Il	PRON	il
,	PUNCT	,
,	PUNCT	,
-là	NOUN	-là
,	PUNCT	,
dans	ADP	dans
de	ADP	de
fermé	VERB	fermer
Ouais	PRON	ouais
,	PUNCT	,
de	ADP	de
pieds	NOUN	pied
froid	NOUN	froid
.	PUNCT	.
seconde	ADJ	second
.	PUNCT	.
entendu	VERB	entendre
bien	ADV	bien
Assurément	ADV	assurément
était	AUX	être
En	ADP	en
Et	CCONJ	et
Et	CCONJ	et
fourgonnette	NOUN	fourgonnette
et	CCONJ	et
encore	ADV	encore
qui	PRON	qui
sur	ADP	sur
flics	NOUN	flic
...	PUNCT	...
de	ADP	de
Les	DET	le
la	DET	le
col	NOUN	col
que	ADV	que
frontière	NOUN	frontière
.	PUNCT	.
planquer	VERB	planquer
...	PUNCT	...
Le	DET	le
de	ADP	de
des	ADP	de
tombe	VERB	tombe
de	ADP	de
besoin	NOUN	besoin
la	DET	le
était	AUX	être
toujours	ADV	toujours
,	PUNCT	,
l'	DET	le
farine	NOUN	farine
,	PUNCT	,
instant	NOUN	instant
roulaient	VERB	rouler
leurs	DET	leur
.	PUNCT	.
que	SCONJ	que
vous	PRON	vous
alors	ADV	alors
le	DET	le
Et	CCONJ	et
,	PUNCT	,
.	PUNCT	.
sur	ADP	sur
rapidement	ADV	rapidement
Sorin	PROPN	Sorin
avait	AUX	avoir
pété	VERB	péter
yeux	NOUN	oeil
les	DET	le
en	ADP	en
Et	CCONJ	et
Bon	ADJ	bon
bar	NOUN	bar
Moi	PRON	moi
des	ADP	de
avaient	VERB	avoir
quelques	DET	quelque
vieux	ADJ	vieux
avaient	AUX	avoir
,	PUNCT	,
la	DET	le
comme	ADP	comme
sac	NOUN	sac
le	DET	le
comme	ADP	comme
haute	ADJ	haut
...	PUNCT	...
champs	NOUN	champ
Jeter	VERB	jeter
Naderman	PROPN	Naderman
en	ADP	en
et	CCONJ	et
Et	CCONJ	et
un	DET	un
et	CCONJ	et
offensives	ADJ	offensif
gants	NOUN	gant
pleine	ADJ	plein
régulier	ADJ	régulier
Sorin	PROPN	Sorin
coupa	VERB	couper
«	PUNCT	«
il	PRON	il
farine	NOUN	farine
m'	PRON	me
sur	ADP	sur
autre	ADJ	autre
champs	NOUN	champ
.	PUNCT	.
c'	PRON	ce
lui	PRON	lui
on	PRON	on
de	ADP	de
de	ADP	de
c'	PRON	ce
occurrence	NOUN	occurrence
allez	VERB	aller
yeux	NOUN	oeil
était	AUX	être
en	ADP	en
sacré	ADJ	sacrer
dans	ADP	dans
,	PUNCT	,
tout	ADJ	tout
but	VERB	boire
La	DET	le
sur	ADP	sur
les	PRON	le
normalement	ADV	normalement
Il	PRON	il
as	VERB	avoir
,	PUNCT	,
la	DET	le
cent	NUM	cent
fumait	VERB	fumer
?	PUNCT	?
.	PUNCT	.
faisait	VERB	faire
d'	ADP	de
,	PUNCT	,
sable	NOUN	sable
boulanger	NOUN	boulanger
farine	NOUN	farine
»	PUNCT	»
commune	ADJ	commun
côté	NOUN	côté
près	ADV	près
une	DET	un
s'	SCONJ	s'
,	PUNCT	,
avait	AUX	avoir
Jacques	PROPN	Jacques
seul	ADJ	seul
peut-être	ADV	peut-être
Lorsqu'	SCONJ	lorsque
troisième	ADJ	troisième
devait	VERB	devoir
.	PUNCT	.
la	DET	le
derrière	ADP	derrière
-là	NOUN	-là
ascension	NOUN	ascension
de	ADP	de
c'	PRON	ce
longues	ADJ	long
.	PUNCT	.
deux	NUM	deux
Et	CCONJ	et
de	ADP	de
que	SCONJ	que
une	DET	un
milieu	NOUN	milieu
ce	PRON	ce
dans	ADP	dans
Trois	NUM	Trois
de	ADP	de
un	DET	un
fumée	NOUN	fumée
.	PUNCT	.
.	PUNCT	.
se	PRON	se
il	PRON	il
directement	ADV	directement
fourgonnette	NOUN	fourgonnette
Il	PRON	il
sourire	NOUN	sourire
-là	PRON	-là
!	PUNCT	!
pas	ADV	pas
seul	ADJ	seul
.	PUNCT	.
tonne	NOUN	tonne
sacs	NOUN	sac
dérouler	VERB	dérouler
deux	NUM	deux
briques	NOUN	brique
explosions	NOUN	explosion
yeux	NOUN	oeil
dépêcher	VERB	dépêcher
rencontré	VERB	rencontrer
prévu	VERB	prévoir
Go	PROPN	Go
boîte	NOUN	boîte
à	ADP	à
bien	ADV	bien
longtemps	ADV	longtemps
millions	NOUN	million
tout	ADV	tout
Deux	NUM	Deux
deux	NUM	deux
montre	NOUN	montre
avait	AUX	avoir
anciens	ADJ	ancien
...	PUNCT	...
méchant	ADJ	méchant
ils	PRON	il
plus	ADV	plus
,	PUNCT	,
.	PUNCT	.
cette	DET	ce
cols	NOUN	col
amassaient	VERB	amasser
dans	ADP	dans
question	NOUN	question
il	PRON	il
.	PUNCT	.
nationale	NOUN	nationale
?	PUNCT	?
que	SCONJ	que
là	ADV	là
Ça	PRON	cela
dans	ADP	dans
,	PUNCT	,
plus	ADV	plus
camionnette	NOUN	camionnette
pas	ADV	pas
le	DET	le
aussi	ADV	aussi
un	DET	un
mentalement	ADV	mentalement
Les	DET	le
cigarette	NOUN	cigarette
de	ADP	de
,	PUNCT	,
possible	ADJ	possible
ville	NOUN	ville
,	PUNCT	,
et	CCONJ	et
Vosges	NOUN	vosge
.	PUNCT	.
Avec	ADP	avec
toi	INTJ	toi
Go	PROPN	Go
,	PUNCT	,
le	DET	le
au	ADP	au
.	PUNCT	.
en	ADP	en
conversations	NOUN	conversation
sacs	NOUN	sac
remonta	VERB	remonter
cette	DET	ce
Il	PRON	il
à	ADP	à
silence	NOUN	silence
voiture	NOUN	voiture
facilement	ADV	facilement
après	ADP	après
souvenir	NOUN	souvenir
col	NOUN	col
cent	NUM	cent
contenu	NOUN	contenu
pourquoi	ADV	pourquoi
-	PROPN	-
aura	VERB	avoir
ce	DET	ce
terre	NOUN	terre
apparence	NOUN	apparence
Go	PROPN	Go
suite	NOUN	suite
.	PUNCT	.
Lorsqu'	SCONJ	lorsque
dormant	VERB	dormir
seule	ADJ	seul
.	PUNCT	.
Alsace	PROPN	Alsace
,	PUNCT	,
s'	PRON	se
au	ADP	au
de	ADP	de
images	NOUN	image
,	PUNCT	,
était	AUX	être
!	PUNCT	!
dans	ADP	dans
routes	NOUN	route
romans	NOUN	roman
que	SCONJ	que
le	DET	le
,	PUNCT	,
.	PUNCT	.
Nom	NOUN	nom
millions	NOUN	million
,	PUNCT	,
pris	VERB	prendre
mains	NOUN	main
temps	NOUN	temps
la	DET	le
les	DET	le
secondes	NOUN	seconde
du	ADP	de
ce	DET	ce
.	PUNCT	.
blessé	NOUN	blessé
Des	DET	un
je	PRON	je
plus	ADV	plus
plastique	NOUN	plastique
,	PUNCT	,
le	DET	le
comptez	VERB	compter
Il	PRON	il
cent	NUM	cent
.	PUNCT	.
!	PUNCT	!
nuit	NOUN	nuit
était	AUX	être
,	PUNCT	,
bas	NOUN	bas
sont	VERB	être
était	AUX	être
la	DET	le
mais	CCONJ	mais
éteignit	VERB	éteindre
ne	ADV	ne
les	DET	le
que	SCONJ	que
fourrée	VERB	fourrer
le	DET	le
de	ADP	de
dissimulés	VERB	dissimuler
il	PRON	il
là	ADV	là
conduit	VERB	conduire
avec	ADP	avec
valent	VERB	valoir
voix	NOUN	voix
était	AUX	être
Ballon	PROPN	Ballon
Le	DET	le
c'	PRON	ce
qu'	PRON	qu'
se	PRON	se
un	DET	un
l'	DET	le
se	PRON	se
L'	DET	le
ça	PRON	cela
attendre	VERB	attendre
du	ADP	de
,	PUNCT	,
tremblaient	VERB	trembler
grimaçant	VERB	grimacer
passer	VERB	passer
avait	AUX	avoir
détail	NOUN	détail
alluma	VERB	allumer
restaurant	NOUN	restaurant
fameux	ADJ	fameux
il	PRON	il
la	DET	le
différence	NOUN	différence
La	DET	le
.	PUNCT	.
cadavre	NOUN	cadavre
barrage	NOUN	barrage
Le	DET	le
allumette	NOUN	allumette
,	PUNCT	,
d'	ADP	de
cent	NUM	cent
.	PUNCT	.
il	PRON	il
sa	DET	son
un	DET	un
col	NOUN	col
tout	ADJ	tout
et	CCONJ	et
Bien	ADV	bien
chacun	PRON	chacun
Pas	ADV	pas
dans	ADP	dans
neige	NOUN	neige
,	PUNCT	,
pied	NOUN	pied
n'	ADV	n'
sur	ADP	sur
à	ADP	à
Vous	PRON	vous
les	DET	le
!	PUNCT	!
le	DET	le
qu'	SCONJ	que
le	DET	le
essence	NOUN	essence
jeta	VERB	jeter
siège	NOUN	siège
sacs	NOUN	sac
tout	ADJ	tout
pas	ADV	pas
.	PUNCT	.
à	ADP	à
de	ADP	de
bruit	NOUN	bruit
briller	VERB	briller
que	SCONJ	que
,	PUNCT	,
chercheraient	VERB	chercher
demi	ADV	demi
pour	ADP	pour
,	PUNCT	,
ne	ADV	ne
du	ADP	de
.	PUNCT	.
dans	ADP	dans
,	PUNCT	,
,	PUNCT	,
une	DET	un
,	PUNCT	,
Mulhouse	PROPN	Mulhouse
en	PRON	en
.	PUNCT	.
du	ADP	de
Il	PRON	il
,	PUNCT	,
pas	ADV	pas
pare-brise	NOUN	pare-brise
et	CCONJ	et
n'	ADV	n'
à	ADP	à
de	DET	de
Belfort	PROPN	Belfort
et	CCONJ	et
de	ADP	de
tous	ADJ	tout
de	ADP	de
plan	NOUN	plan
immobilisée	VERB	immobiliser
demandait	VERB	demander
loin	ADV	loin
paumer	VERB	paumer
...	PUNCT	...
mains	NOUN	main
enflammée	VERB	enflammer
,	PUNCT	,
qui	PRON	qui
Et	CCONJ	et
de	ADP	de
nuit	NOUN	nuit
petites	ADJ	petit
il	PRON	il
le	DET	le
de	ADP	de
des	DET	un
Dieu	PROPN	Dieu
.	PUNCT	.
...	PUNCT	...
tu	PRON	tu
deux	NUM	deux
,	PUNCT	,
saloperie	NOUN	saloperie
aussi	ADV	aussi
Le	DET	le
Go	PROPN	Go
...	PUNCT	...
et	CCONJ	et
à	ADP	à
ne	ADV	ne
son	DET	son
le	DET	le
le	DET	le
bouffées	NOUN	bouffée
rien	PRON	rien
sorti	VERB	sortir
son	DET	son
risquaient	VERB	risquer
briques	NOUN	brique
prévu	VERB	prévoir
est	AUX	être
demeura	VERB	demeurer
.	PUNCT	.
le	DET	le
de	ADP	de
Elie	PROPN	Elie
mon	DET	mon
vaguement	ADV	vaguement
chemin	NOUN	chemin
voiture	NOUN	voiture
être	ADV	être
...	PUNCT	...
tomber	VERB	tomber
Une	DET	un
vitesse	NOUN	vitesse
avait	AUX	avoir
.	PUNCT	.
.	PUNCT	.
fourgonnette	NOUN	fourgonnette
flics	NOUN	flic
grain	NOUN	grain
jura	VERB	jurer
,	PUNCT	,
tas	NOUN	tas
,	PUNCT	,
y	PRON	y
sur	ADP	sur
Go	PROPN	Go
exclu	VERB	exclure
eu	VERB	avoir
bordaient	VERB	bordayer
bar	NOUN	bar
indiquait	VERB	indiquer
un	DET	un
spasmodiquement	ADV	spasmodiquement
un	DET	un
avait	AUX	avoir
le	DET	le
soit	AUX	être
bien	ADV	bien
Sorin	PROPN	Sorin
ainsi	ADV	ainsi
de	ADP	de
attendait	VERB	attendre
cela	PRON	cela
couvert	VERB	couvrir
Il	PRON	il
!	PUNCT	!
.	PUNCT	.
tu	PRON	tu
anormal	ADJ	anormal
de	ADP	de
,	PUNCT	,
pas	ADV	pas
retourner	VERB	retourner
Peut	ADV	peut
,	PUNCT	,
,	PUNCT	,
un	DET	un
la	DET	le
arrêté	VERB	arrêter
«	PUNCT	«
avait	AUX	avoir
assis	VERB	asseoir
billets	NOUN	billet
sur	ADP	sur
était	AUX	être
s'	PRON	se
embrasement	NOUN	embrasement
,	PUNCT	,
reste	NOUN	reste
francs	NOUN	franc
du	ADP	de
travers	NOUN	travers
Parce	SCONJ	parce
naître	VERB	naître
le	PRON	le
de	ADP	de
tiré	VERB	tirer
mais	CCONJ	mais
était	AUX	être
arbres	NOUN	arbre
,	PUNCT	,
,	PUNCT	,
Les	DET	le
kilos	NOUN	kilo
dru	ADV	dru
n'	ADV	n'
.	PUNCT	.
Belfort	PROPN	Belfort
billets	NOUN	billet
au-dessus	ADV	au-dessus
Alsace	PROPN	Alsace
centimètres	NOUN	centimètre
la	DET	le
même	ADV	même
sans	ADP	sans
col	NOUN	col
allumette	NOUN	allumette
tremblait	VERB	trembler
pour	ADP	pour
d'	ADP	de
produisit	VERB	produire
fier	ADJ	fier
le	DET	le
grenades	NOUN	grenade
tirant	VERB	tirer
cela	PRON	cela
grimper	VERB	grimper
d'	ADP	de
colère	NOUN	colère
grand	ADJ	grand
veste	NOUN	veste
premier	ADJ	premier
,	PUNCT	,
fermé	VERB	fermer
que	SCONJ	que
frontière	NOUN	frontière
kilos	NOUN	kilo
Pourquoi	ADV	pourquoi
les	DET	le
Alors	ADV	alors
ne	ADV	ne
,	PUNCT	,
flocons	NOUN	flocon
Pourquoi	ADV	pourquoi
.	PUNCT	.
.	PUNCT	.
flics	NOUN	flic
de	ADP	de
de	ADP	de
chargés	VERB	charger
.	PUNCT	.
y	PRON	y
vider	VERB	vider
en	ADP	en
par	ADP	par
voiture	NOUN	voiture
là	ADV	là
faux	ADJ	faux
depuis	ADP	depuis
cognac	NOUN	cognac
.	PUNCT	.
pas	ADV	pas
n'	ADV	n'
de	ADP	de
,	PUNCT	,
...	PUNCT	...
,	PUNCT	,
fois	NOUN	fois
noir	ADJ	noir
un	DET	un
moteur	NOUN	moteur
les	PRON	le
n'	ADV	n'
emprunter	VERB	emprunter
sièges	NOUN	siège
Il	PRON	il
pouvait	VERB	pouvoir
voir	VERB	voir
cent	NUM	cent
,	PUNCT	,
et	CCONJ	et
fourgonnette	NOUN	fourgonnette
rempli	VERB	remplir
d'	ADP	de
cela	PRON	cela
fermé	VERB	fermer
pour	ADP	pour
papiers	NOUN	papier
Go	NOUN	go
,	PUNCT	,
avais	AUX	avoir
en	ADP	en
déjà	ADV	déjà
,	PUNCT	,
hold	NOUN	hold
dans	ADP	dans
des	DET	un
ne	ADV	ne
tout	ADV	tout
une	DET	un
dans	ADP	dans
venu	VERB	venir
du	ADP	de
.	PUNCT	.
,	PUNCT	,
.	PUNCT	.
comme	ADP	comme
devient	VERB	devenir
tenter	VERB	tenter
cognac	NOUN	cognac
pas	ADV	pas
Dieu	NOUN	dieu
.	PUNCT	.
...	PUNCT	...
En	ADP	en
»	PUNCT	»
qui	PRON	qui
farine	NOUN	farine
tu	PRON	tu
l'	DET	le
,	PUNCT	,
volant	NOUN	volant
.	PUNCT	.
efforts	NOUN	effort
à	ADP	à
me	PRON	me
chemin	NOUN	chemin
vous	PRON	vous
deux	NUM	deux
une	DET	un
-	NOUN	-
pris	VERB	prendre
fourrer	VERB	fourrer
de	ADP	de
s'	PRON	se
,	PUNCT	,
haute	ADJ	haut
en	ADP	en
le	DET	le
celui	PRON	celui
le	DET	le
à	ADP	à
champion	NOUN	champion
de	ADP	de
volant	NOUN	volant
monsieur	NOUN	Monsieur
,	PUNCT	,
parce	SCONJ	parce
grosse	ADJ	gros
l'	DET	le
allait	VERB	aller
-	NOUN	-
entendu	VERB	entendre
à	ADP	à
Mais	CCONJ	mais
un	DET	un
coincer	VERB	coincer
de	ADP	de
de	ADP	de
marcher	VERB	marcher
