poussait	VERB	pousser
,	PUNCT	,
,	PUNCT	,
immensité	NOUN	immensité
,	PUNCT	,
cela	PRON	cela
plastique	NOUN	plastique
la	DET	le
le	DET	le
ses	DET	son
hors	ADP	hors
la	DET	le
vire	VERB	vire
si	ADV	si
qu'	SCONJ	que
de	ADP	de
là	ADV	là
obscurité	NOUN	obscurité
.	PUNCT	.
et	CCONJ	et
caracoler	VERB	caracoler
lambina	VERB	lambiner
nausée	NOUN	nausée
.	PUNCT	.
tout	ADV	tout
dit	VERB	dire
descendit	VERB	descendre
tandis	ADV	tandis
bout	NOUN	bout
ou	CCONJ	ou
fureur	NOUN	fureur
images	NOUN	image
«	PUNCT	«
frappait	VERB	frapper
,	PUNCT	,
échecs	NOUN	échec
la	DET	le
absolue	ADJ	absolu
se	PRON	se
nous	PRON	nous
la	DET	le
;	PUNCT	;
au	ADP	au
oreilles	NOUN	oreille
tarda	VERB	tarder
était	AUX	être
angoisse	NOUN	angoisse
du	ADP	de
de	ADP	de
trop	ADV	trop
à	ADP	à
,	PUNCT	,
en	ADP	en
l'	DET	le
trouvait	VERB	trouver
long	ADV	long
Il	PRON	il
ni	CCONJ	ni
c'	PRON	ce
train	NOUN	train
plus	ADV	plus
,	PUNCT	,
on	PRON	on
un	DET	un
.	PUNCT	.
Et	CCONJ	et
avec	ADP	avec
débusquaient	VERB	débusquer
son	DET	son
de	ADP	de
,	PUNCT	,
,	PUNCT	,
le	DET	le
vert	ADJ	vert
se	PRON	se
L'	DET	le
la	DET	le
.	PUNCT	.
de	ADP	de
se	PRON	se
écoulement	NOUN	écoulement
le	DET	le
nuit	NOUN	nuit
ses	DET	son
et	CCONJ	et
prêt	ADJ	prêt
l'	DET	le
côté	NOUN	côté
étaient	AUX	être
n'	ADV	n'
se	PRON	se
jours	NOUN	jour
.	PUNCT	.
.	PUNCT	.
côtés	NOUN	côté
à	ADP	à
elles	PRON	lui
l'	DET	le
pesant	ADJ	pesant
le	DET	le
dans	ADP	dans
de	ADP	de
.	PUNCT	.
Marie	PROPN	Marie
fumait	VERB	fumer
.	PUNCT	.
coffre	NOUN	coffre
haut-le-cœur	NOUN	haut-le-cœur
de	ADP	de
ne	ADV	ne
mariage	NOUN	mariage
«	PUNCT	«
pièce	NOUN	pièce
mains	NOUN	main
à	ADP	à
Avant	ADP	avant
ses	DET	son
spectacle	NOUN	spectacle
il	PRON	il
,	PUNCT	,
trois	PRON	trois
à	ADP	à
tout	ADV	tout
même	ADV	même
bagages	NOUN	bagage
limaille	NOUN	limaille
chagrins	NOUN	chagrin
et	CCONJ	et
Alors	ADV	alors
ravaler	VERB	ravaler
on	PRON	on
ses	DET	son
le	DET	le
la	DET	le
à	ADP	à
Le	DET	le
“	PUNCT	“
Olbram	PROPN	Olbram
propre	ADJ	propre
avec	ADP	avec
Il	PRON	il
c'	PRON	ce
et	CCONJ	et
comme	SCONJ	comme
noir	ADJ	noir
un	DET	un
contre-temps	NOUN	contre-temp
2	NUM	2
il	PRON	il
auxquelles	PRON	auxquelles
réaffleuraient	VERB	réaffleuraier
jour	NOUN	jour
métal	NOUN	métal
présent	NOUN	présent
au	ADP	au
fiancée	NOUN	fiancée
,	PUNCT	,
,	PUNCT	,
de	ADP	de
recroquevillait	VERB	recroqueviller
furent	AUX	être
,	PUNCT	,
était	AUX	être
sa	DET	son
son	DET	son
jour	NOUN	jour
.	PUNCT	.
lit	NOUN	lit
avec	ADP	avec
ce	DET	ce
.	PUNCT	.
ils	PRON	il
trahie	VERB	trahir
bien	ADV	bien
,	PUNCT	,
qui	PRON	qui
de	ADP	de
voulut	VERB	vouloir
encore	ADV	encore
beaucoup	ADV	beaucoup
chapeau	NOUN	chapeau
.	PUNCT	.
déborde	VERB	déborde
de	DET	de
pouvait	VERB	pouvoir
sourd	ADJ	sourd
forme	NOUN	forme
en	PRON	en
dans	ADP	dans
le	DET	le
parents	NOUN	parent
instants	NOUN	instant
On	PRON	on
.	PUNCT	.
ses	DET	son
chaque	DET	chaque
défaut	NOUN	défaut
repoussait	VERB	repousser
tout	ADJ	tout
,	PUNCT	,
durait	VERB	durer
à	ADP	à
on	PRON	on
est	AUX	être
des	DET	un
,	PUNCT	,
Le	DET	le
reste	VERB	reste
sa	DET	son
ne	ADV	ne
main	NOUN	main
vieil	ADJ	vieux
se	PRON	se
l'	DET	le
finissait	VERB	finir
son	DET	son
Le	DET	le
le	DET	le
la	DET	le
énerver	VERB	énerver
ne	ADV	ne
refaisait	VERB	refaire
d'	ADP	de
de	ADP	de
tour	NOUN	tour
naufragés	NOUN	naufragé
On	PRON	on
celui	PRON	celui
un	DET	un
mourir	VERB	mourir
il	PRON	il
,	PUNCT	,
histoire	NOUN	histoire
avec	ADP	avec
le	DET	le
,	PUNCT	,
deuils	NOUN	deuil
,	PUNCT	,
et	CCONJ	et
de	ADP	de
oreiller	NOUN	oreiller
.	PUNCT	.
celui-ci	PRON	celui-ci
ailleurs	ADV	ailleurs
normal	ADJ	normal
en	ADP	en
de	ADP	de
d'	ADP	de
à	ADP	à
le	DET	le
de	ADP	de
parents	NOUN	parent
maîtriser	VERB	maîtriser
.	PUNCT	.
scène	NOUN	scène
pour	ADP	pour
refermait	VERB	refermer
force	NOUN	force
-là	NOUN	-là
bruit	NOUN	bruit
et	CCONJ	et
jauger	VERB	jauger
sa	DET	son
son	DET	son
confiance	NOUN	confiance
durée	NOUN	durée
s'	PRON	se
.	PUNCT	.
sa	DET	son
qui	PRON	qui
Prokop	PROPN	Prokop
.	PUNCT	.
se	PRON	se
.	PUNCT	.
plus	ADV	plus
Il	PRON	il
chambre	NOUN	chambre
,	PUNCT	,
qui	PRON	qui
va	VERB	aller
.	PUNCT	.
de	ADP	de
qui	PRON	qui
une	DET	un
de	ADP	de
amour	NOUN	amour
il	PRON	il
On	PRON	on
attendait	VERB	attendre
la	DET	le
,	PUNCT	,
arriver	VERB	arriver
le	PRON	le
éprouvait	VERB	éprouver
,	PUNCT	,
provoquaient	VERB	provoquer
le	PRON	le
voiture	NOUN	voiture
épaule	NOUN	épaule
pas	ADV	pas
quitte	VERB	quitte
attendait	VERB	attendre
de	ADP	de
.	PUNCT	.
courroie	NOUN	courroie
subits	ADJ	subit
dégoût	NOUN	dégoût
oubliés	VERB	oublier
Il	PRON	il
savent	VERB	savoir
au	ADP	au
nommer	VERB	nommer
Il	PRON	il
La	DET	le
souvent	ADV	souvent
l'	DET	le
avait	VERB	avoir
éclat	NOUN	éclat
en	ADP	en
guingois	NOUN	guingoi
carton	NOUN	carton
en	PRON	en
lève	VERB	lever
Sa	DET	son
faisait	VERB	faire
seul	ADJ	seul
.	PUNCT	.
cour	NOUN	cour
.	PUNCT	.
et	CCONJ	et
jour	NOUN	jour
sursaut	NOUN	sursaut
à	ADP	à
jusqu'	ADP	jusque
de	ADP	de
,	PUNCT	,
demande	NOUN	demande
il	PRON	il
Marie	PROPN	Marie
il	PRON	il
la	DET	le
qu'	PRON	qu'
quoi	PRON	quoi
alors	ADV	alors
coffre	NOUN	coffre
bruit	NOUN	bruit
enfin	ADV	enfin
,	PUNCT	,
plus	ADV	plus
sur	ADP	sur
vide	NOUN	vide
propre	ADJ	propre
Les	DET	le
,	PUNCT	,
,	PUNCT	,
était	AUX	être
.	PUNCT	.
toile	NOUN	toile
même	ADV	même
était	AUX	être
ressorts	NOUN	ressort
déposer	VERB	déposer
une	DET	un
abandonné	VERB	abandonner
,	PUNCT	,
roux	ADJ	roux
.	PUNCT	.
la	DET	le
avait	AUX	avoir
épuisement	NOUN	épuisement
de	ADP	de
souffle	NOUN	souffle
avaient	AUX	avoir
s'	PRON	se
,	PUNCT	,
coucher	VERB	coucher
séparation	NOUN	séparation
ce	DET	ce
souvenirs	NOUN	souvenir
il	PRON	il
et	CCONJ	et
,	PUNCT	,
côté	NOUN	côté
il	PRON	il
raconta	VERB	raconter
meurt	VERB	mourir
éteindre	VERB	éteindre
assis	VERB	asseoir
dans	ADP	dans
Il	PRON	il
un	DET	un
c'	PRON	ce
ruse	VERB	ruse
de	ADP	de
attendaient	VERB	attendre
en	ADP	en
attendait	VERB	attendre
vint	VERB	venir
par	ADP	par
soulever	VERB	soulever
il	PRON	il
pas	ADV	pas
;	PUNCT	;
présent	NOUN	présent
attendait	VERB	attendre
venait	VERB	venir
d'	ADP	de
ce	DET	ce
de	ADP	de
,	PUNCT	,
laid	ADJ	laid
s'	PRON	se
Qu'	PRON	qu'
corps	NOUN	corps
grand	ADJ	grand
;	PUNCT	;
cette	DET	ce
relève	VERB	relever
la	DET	le
de	ADP	de
cœur	NOUN	cœur
mourir	VERB	mourir
brun	ADJ	brun
et	CCONJ	et
emplie	VERB	emplir
des	DET	un
contre	ADP	contre
un	DET	un
que	SCONJ	que
ça	PRON	cela
de	ADP	de
avait	VERB	avoir
,	PUNCT	,
on	PRON	on
;	PUNCT	;
chaque	DET	chaque
Il	PRON	il
.	PUNCT	.
larmes	NOUN	larme
de	ADP	de
Les	DET	le
vêtu	VERB	vêtir
trouve	VERB	trouve
valise	NOUN	valise
,	PUNCT	,
à	ADP	à
quel	DET	quel
laqué	VERB	laquer
se	PRON	se
,	PUNCT	,
levait	VERB	lever
hérissées	VERB	hérisser
,	PUNCT	,
se	PRON	se
il	PRON	il
et	CCONJ	et
proposa	VERB	proposer
eux	PRON	lui
sa	DET	son
reprenait	VERB	reprendre
Il	PRON	il
.	PUNCT	.
jamais	ADV	jamais
était	AUX	être
de	ADP	de
toutes	DET	tout
vide	NOUN	vide
ses	DET	son
,	PUNCT	,
en	ADP	en
en	ADP	en
des	ADP	de
bleu	ADJ	bleu
Les	DET	le
et	CCONJ	et
un	DET	un
cœur	NOUN	cœur
assez	ADV	assez
à	ADP	à
on	PRON	on
donnait	VERB	donner
La	DET	le
on	PRON	on
était	AUX	être
peu	ADV	peu
nul	DET	nul
à	ADP	à
sur	ADP	sur
;	PUNCT	;
le	DET	le
ira	VERB	aller
le	DET	le
tendait	VERB	tendre
déclarer	VERB	déclarer
surface	NOUN	surface
conjugue	VERB	conjugue
même	ADV	même
regard	NOUN	regard
de	ADP	de
c'	PRON	ce
brisé	VERB	briser
;	PUNCT	;
chevaux	NOUN	cheval
Ce	PRON	ce
un	DET	un
;	PUNCT	;
glissa	VERB	glisser
Il	PRON	il
s'	PRON	se
des	ADP	de
,	PUNCT	,
bagages	NOUN	bagage
il	PRON	il
geste	NOUN	geste
de	ADP	de
comme	ADP	comme
disait	VERB	dire
ne	ADV	ne
de	ADP	de
il	PRON	il
petite	ADJ	petit
pas	ADV	pas
les	DET	le
une	DET	un
ses	DET	son
-ce	PRON	-ce
la	DET	le
soir	NOUN	soir
que	SCONJ	que
Prokop	PROPN	Prokop
Sous	ADP	sous
si	ADV	si
vraiment	ADV	vraiment
Car	CCONJ	car
l'	PRON	l'
normal	ADJ	normal
savoir	VERB	savoir
le	DET	le
«	PUNCT	«
la	DET	le
de	ADP	de
de	ADP	de
vue	NOUN	vue
humiliait	VERB	humilier
crut	VERB	croire
était	AUX	être
ingéniait	VERB	ingénier
Le	DET	le
,	PUNCT	,
lieu	NOUN	lieu
de	ADP	de
la	DET	le
n'	ADV	n'
ville	NOUN	ville
,	PUNCT	,
fait	VERB	faire
nuit	NOUN	nuit
sourire	NOUN	sourire
de	ADP	de
fils	NOUN	fils
tourment	NOUN	tourment
.	PUNCT	.
plus	ADV	plus
seul	ADJ	seul
.	PUNCT	.
.	PUNCT	.
n'	ADV	n'
qu'	SCONJ	que
gros	ADJ	gros
avait	AUX	avoir
,	PUNCT	,
elle	PRON	lui
quai	NOUN	quai
semblé	VERB	sembler
éclipse	VERB	éclipse
n'	ADV	n'
traînait	VERB	traîner
milieu	NOUN	milieu
ne	ADV	ne
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
enfant	NOUN	enfant
était	AUX	être
ne	ADV	ne
perdu	VERB	perdre
moment	NOUN	moment
arracher	VERB	arracher
porte-à-faux	NOUN	porte-à-faux
avait	AUX	avoir
douleur	NOUN	douleur
lanière	NOUN	lanière
un	DET	un
pas	ADV	pas
attendait	VERB	attendre
voiture	NOUN	voiture
faire	VERB	faire
.	PUNCT	.
Il	PRON	il
.	PUNCT	.
plus	ADV	plus
tourmente	NOUN	tourmente
quelques	DET	quelque
pouvoir	VERB	pouvoir
de	ADP	de
tout	ADV	tout
coffre	NOUN	coffre
Un	DET	un
.	PUNCT	.
à	ADP	à
sur	ADP	sur
,	PUNCT	,
gare	NOUN	gare
dont	PRON	dont
futur	ADJ	futur
terre	NOUN	terre
fiancée	NOUN	fiancée
muni	VERB	munir
l'	DET	le
;	PUNCT	;
-	ADJ	-
pouvait	VERB	pouvoir
la	DET	le
,	PUNCT	,
sommeil	NOUN	sommeil
à	ADP	à
le	DET	le
voix	NOUN	voix
lancinant	VERB	lanciner
meurt	VERB	mourir
perdure	VERB	perdure
homme	NOUN	homme
.	PUNCT	.
Il	PRON	il
étranges	ADJ	étrange
ce	DET	ce
l'	DET	le
quand	SCONJ	quand
route	NOUN	route
museler	VERB	museler
chair	NOUN	chair
flanqua	VERB	flanquer
Le	DET	le
il	PRON	il
pas	ADV	pas
ne	ADV	ne
harcelée	VERB	harceler
de	ADP	de
voir	VERB	voir
Il	PRON	il
appel	NOUN	appel
un	DET	un
être	AUX	être
élégance	NOUN	élégance
les	DET	le
à	ADP	à
deuils	NOUN	deuil
il	PRON	il
Marie	PROPN	Marie
sa	DET	son
regardait	VERB	regarder
sa	DET	son
son	DET	son
,	PUNCT	,
l'	DET	le
cédait	VERB	céder
apparence	NOUN	apparence
fleuve	NOUN	fleuve
se	PRON	se
jour	NOUN	jour
petits	ADJ	petit
les	DET	le
d'	ADP	de
visage	NOUN	visage
La	DET	le
et	CCONJ	et
ronces	NOUN	ronce
,	PUNCT	,
sa	DET	son
Prokop	PROPN	Prokop
reins	NOUN	rein
.	PUNCT	.
par	ADP	par
,	PUNCT	,
mal	ADV	mal
était	AUX	être
radeau	NOUN	radeau
venir	VERB	venir
qui	PRON	qui
heures	NOUN	heure
un	DET	un
hontes	NOUN	honte
pensée	NOUN	pensée
redresser	VERB	redresser
.	PUNCT	.
;	PUNCT	;
qui	PRON	qui
même	ADV	même
or	NOUN	or
.	PUNCT	.
jeune	ADJ	jeune
peu	ADV	peu
Prokop	PROPN	Prokop
chez	ADP	chez
,	PUNCT	,
volumineux	ADJ	volumineux
.	PUNCT	.
chaque	DET	chaque
quels	DET	quel
lumière	NOUN	lumière
que	SCONJ	que
pas	ADV	pas
dans	ADP	dans
,	PUNCT	,
mauvais	ADJ	mauvais
une	DET	un
Tous	ADJ	tout
se	PRON	se
dans	ADP	dans
de	ADP	de
,	PUNCT	,
à	ADP	à
images	NOUN	image
cris	NOUN	cri
ballottés	VERB	ballotter
de	ADP	de
C'	PRON	ce
carton	NOUN	carton
coucher	VERB	coucher
lourd	ADJ	lourd
son	DET	son
,	PUNCT	,
les	DET	le
lui	PRON	lui
une	DET	un
existe	VERB	existe
était	AUX	être
jour	NOUN	jour
où	PRON	où
.	PUNCT	.
à	ADP	à
étonnés	VERB	étonner
de	ADP	de
bagages	NOUN	bagage
pas	ADV	pas
Prokop	PROPN	Prokop
,	PUNCT	,
.	PUNCT	.
ça	PRON	cela
trouvait	VERB	trouver
couleur	NOUN	couleur
pas	ADV	pas
chapeau	NOUN	chapeau
de	ADP	de
finissait	VERB	finir
.	PUNCT	.
infidèle	NOUN	infidèle
trop	ADV	trop
—	PUNCT	—
terre	NOUN	terre
Ce	PRON	ce
de	ADP	de
chair	NOUN	chair
jeune	ADJ	jeune
,	PUNCT	,
cette	DET	ce
traquée	VERB	traquer
comme	SCONJ	comme
s'	PRON	se
père	NOUN	père
d'	ADP	de
apprivoiser	VERB	apprivoiser
dormir	VERB	dormir
.	PUNCT	.
hantaient	VERB	hanter
mémoire	NOUN	mémoire
lui	PRON	lui
fossilisé	VERB	fossiliser
,	PUNCT	,
qu'	ADV	qu'
passeur	NOUN	passeur
sa	DET	son
.	PUNCT	.
à	ADP	à
qu'	SCONJ	que
.	PUNCT	.
spectacle	NOUN	spectacle
qu'	SCONJ	que
saisit	VERB	saisir
usée	VERB	user
quand	SCONJ	quand
nuit	NOUN	nuit
gendre	NOUN	gendre
d'	ADP	de
digues	NOUN	digue
échappa	VERB	échapper
des	ADP	de
futur	NOUN	futur
,	PUNCT	,
plus	ADV	plus
.	PUNCT	.
se	PRON	se
l'	PRON	l'
un	DET	un
jusqu'	ADP	jusque
qui	PRON	qui
.	PUNCT	.
ne	ADV	ne
cauchemar	NOUN	cauchemar
main	NOUN	main
regard	NOUN	regard
au	ADP	au
enfer	NOUN	enfer
on	PRON	on
lui	PRON	lui
fadeur	NOUN	fadeur
homme	NOUN	homme
au	ADP	au
étaient	AUX	être
en	ADP	en
invité	VERB	inviter
d'	ADP	de
sa	DET	son
la	DET	le
ahanant	VERB	ahaner
à	ADP	à
que	SCONJ	que
s'	PRON	se
si	SCONJ	si
douleur	NOUN	douleur
voulait	VERB	vouloir
le	PRON	le
À	ADP	à
le	DET	le
et	CCONJ	et
corps	NOUN	corps
était	AUX	être
en	ADP	en
telle	ADJ	tel
non	ADV	non
bafoué	VERB	bafouer
écorchait	VERB	écorcher
tirait	VERB	tirer
vieux	ADJ	vieux
lui	PRON	lui
histoire	NOUN	histoire
C'	PRON	ce
force	NOUN	force
plus	ADV	plus
ses	DET	son
que	SCONJ	que
,	PUNCT	,
Marie	PROPN	Marie
jeune	ADJ	jeune
.	PUNCT	.
vie	NOUN	vie
de	ADP	de
mais	CCONJ	mais
une	DET	un
ses	DET	son
ne	ADV	ne
de	ADP	de
tant	ADV	tant
venir	VERB	venir
,	PUNCT	,
la	DET	le
ovale	ADJ	ovale
par	ADP	par
naufrage	NOUN	naufrage
Quand	SCONJ	quand
contre-courant	NOUN	contre-courant
réveillaient	VERB	réveiller
d'	ADP	de
du	ADP	de
,	PUNCT	,
l'	DET	le
se	PRON	se
tant	SCONJ	tant
Angleterre	PROPN	Angleterre
criaient	VERB	crier
voyait	VERB	voir
peut	VERB	pouvoir
.	PUNCT	.
en	PRON	en
sous	ADP	sous
malle	NOUN	malle
de	ADP	de
mettaient	VERB	mettre
la	DET	le
heure	NOUN	heure
séjour	NOUN	séjour
homme	NOUN	homme
à	ADP	à
en	PRON	en
en	ADP	en
d'	ADP	de
bouffait	VERB	bouffer
amour	NOUN	amour
en	PRON	en
retenue	VERB	retenir
le	DET	le
demeurait	VERB	demeurer
paupières	NOUN	paupière
le	PRON	le
était	AUX	être
débarqua	VERB	débarquer
roulettes	NOUN	roulette
le	DET	le
l'	DET	le
sang	NOUN	sang
rien	PRON	rien
à	ADP	à
moins	ADV	moins
voulu	VERB	vouloir
du	ADP	de
ses	DET	son
plus	ADV	plus
,	PUNCT	,
temps	NOUN	temps
que	SCONJ	que
sa	DET	son
même	ADV	même
,	PUNCT	,
ses	DET	son
-	ADJ	-
un	DET	un
.	PUNCT	.
tard	ADV	tard
là	ADV	là
sur	ADP	sur
Mais	CCONJ	mais
ses	DET	son
déserté	VERB	déserter
;	PUNCT	;
remous	NOUN	remous
reprenaient	VERB	reprendre
de	ADP	de
creux	NOUN	creux
Il	PRON	il
rêves	NOUN	rêve
parts	NOUN	part
si	ADV	si
des	DET	un
soi	PRON	soi
Le	DET	le
train	NOUN	train
pas	ADV	pas
en	ADP	en
,	PUNCT	,
l'	DET	le
se	PRON	se
que	ADV	que
Ce	DET	ce
lui	PRON	lui
cuir	NOUN	cuir
à	ADP	à
Et	CCONJ	et
Olbram	PROPN	Olbram
terre	NOUN	terre
côtes	NOUN	côte
pour	ADP	pour
de	ADP	de
des	DET	un
le	DET	le
en	ADP	en
était	AUX	être
armes	NOUN	arme
ses	DET	son
se	PRON	se
tombe	VERB	tombe
ne	ADV	ne
passer	VERB	passer
Il	PRON	il
raison	NOUN	raison
indéfini	ADJ	indéfini
.	PUNCT	.
le	DET	le
tailleur	NOUN	tailleur
a	AUX	avoir
s'	SCONJ	s'
et	CCONJ	et
,	PUNCT	,
sur	ADP	sur
.	PUNCT	.
trois	PRON	trois
volume	NOUN	volume
Quand	SCONJ	quand
pas	NOUN	pas
Tout	PRON	tout
écœurement	NOUN	écœurement
désarmer	VERB	désarmer
peine	ADV	peine
et	CCONJ	et
Ensuite	ADV	ensuite
du	ADP	de
alourdie	VERB	alourdir
souvenirs	NOUN	souvenir
grande	ADJ	grand
,	PUNCT	,
.	PUNCT	.
craquer	VERB	craquer
son	DET	son
;	PUNCT	;
.	PUNCT	.
sans	ADP	sans
il	PRON	il
de	ADP	de
,	PUNCT	,
?	PUNCT	?
,	PUNCT	,
noire	ADJ	noir
Vous	PRON	vous
Elle	PRON	lui
le	DET	le
n'	ADV	n'
dans	ADP	dans
s'	PRON	se
il	PRON	il
de	ADP	de
La	DET	le
distraction	NOUN	distraction
fila	VERB	filer
énervée	ADJ	énervé
s'	PRON	se
.	PUNCT	.
Vous	PRON	vous
,	PUNCT	,
ne	ADV	ne
ri	VERB	rire
plus	ADV	plus
par	ADP	par
conversation	NOUN	conversation
.	PUNCT	.
,	PUNCT	,
peu	ADV	peu
avait	VERB	avoir
sa	DET	son
recoins	NOUN	recoin
Il	PRON	il
tour	NOUN	tour
;	PUNCT	;
les	DET	le
est	VERB	être
des	ADP	de
se	PRON	se
de	ADP	de
chambres	NOUN	chambre
le	DET	le
mémoire	NOUN	mémoire
,	PUNCT	,
le	DET	le
moment	NOUN	moment
avenir	NOUN	avenir
comme	ADP	comme
légers	ADJ	léger
la	DET	le
fil	NOUN	fil
de	ADP	de
rougis	VERB	rougir
mère	NOUN	mère
aucun	DET	aucun
abord	NOUN	abord
fiancée	NOUN	fiancée
chacun	PRON	chacun
entendre	VERB	entendre
agréable	ADJ	agréable
jeune	ADJ	jeune
mal	ADV	mal
règne	VERB	régner
”	PUNCT	”
interrompus	VERB	interrompre
y	PRON	y
le	DET	le
Tout	ADJ	tout
hier	ADV	hier
pu	VERB	pouvoir
nuit	NOUN	nuit
.	PUNCT	.
De	DET	de
—	PUNCT	—
,	PUNCT	,
en	ADP	en
,	PUNCT	,
pas	ADV	pas
autres	ADJ	autre
gens	NOUN	gens
,	PUNCT	,
sourdine	NOUN	sourdine
Lorsqu'	SCONJ	lorsque
contre	ADP	contre
table	NOUN	table
.	PUNCT	.
salon	NOUN	salon
.	PUNCT	.
posa	VERB	poser
famille	NOUN	famille
.	PUNCT	.
allèrent	VERB	aller
dans	ADP	dans
surveiller	VERB	surveiller
«	PUNCT	«
jeune	ADJ	jeune
.	PUNCT	.
d'	ADP	de
la	DET	le
père	NOUN	père
.	PUNCT	.
les	DET	le
anormal	ADJ	anormal
poche	NOUN	poche
banlieue	NOUN	banlieue
,	PUNCT	,
en	ADP	en
y	PRON	y
au	ADP	au
la	DET	le
des	DET	un
discutant	VERB	discuter
Je	PRON	je
entrés	VERB	entrer
la	DET	le
fermé	VERB	fermer
Jeune	ADJ	jeune
et	CCONJ	et
.	PUNCT	.
attrapé	VERB	attraper
ouvrir	VERB	ouvrir
eurent	VERB	avoir
la	DET	le
s'	PRON	se
donc	ADV	donc
gravirent	VERB	gravir
moquez	VERB	moquer
?	PUNCT	?
voulais	VERB	vouloir
fille	NOUN	fille
;	PUNCT	;
et	CCONJ	et
café	NOUN	café
n'	ADV	n'
le	DET	le
“	PUNCT	“
,	PUNCT	,
couvercles	NOUN	couvercle
propos	NOUN	propos
les	DET	le
sur	ADP	sur
du	ADP	de
Mais	CCONJ	mais
chambre	NOUN	chambre
Il	PRON	il
.	PUNCT	.
!	PUNCT	!
son	DET	son
Le	DET	le
courut	VERB	courir
”	PUNCT	”
,	PUNCT	,
—	PUNCT	—
perron	NOUN	perron
,	PUNCT	,
et	CCONJ	et
ils	PRON	il
est	VERB	être
avec	ADP	avec
dans	ADP	dans
d'	ADP	de
sa	DET	son
beaucoup	ADV	beaucoup
,	PUNCT	,
s'	PRON	se
ai	AUX	avoir
.	PUNCT	.
la	DET	le
Son	DET	son
parvint	VERB	parvenir
fiancé	NOUN	fiancé
mais	CCONJ	mais
hommes	NOUN	homme
sa	DET	son
!	PUNCT	!
“	PUNCT	“
un	DET	un
parlait	VERB	parler
«	PUNCT	«
père	NOUN	père
tête	NOUN	tête
fut	AUX	être
-elle	PRON	lui
votre	DET	votre
Le	DET	le
jeunes	ADJ	jeune
ne	ADV	ne
en	ADP	en
père	NOUN	père
vous	PRON	vous
verrouiller	VERB	verrouiller
entendu	VERB	entendre
que	SCONJ	que
parlais	VERB	parler
prétexta	VERB	prétexter
d'	ADP	de
sa	DET	son
se	PRON	se
les	DET	le
Les	DET	le
du	ADP	de
dès	ADP	dès
et	CCONJ	et
jeune	ADJ	jeune
savaient	VERB	savoir
clef	NOUN	clef
tous	ADJ	tout
tasse	NOUN	tasse
Des	DET	un
On	PRON	on
dit	VERB	dire
chambre	NOUN	chambre
-ils	PRON	il
maison	NOUN	maison
,	PUNCT	,
soir	NOUN	soir
se	PRON	se
Elle	PRON	lui
une	DET	un
—	PUNCT	—
dans	ADP	dans
se	PRON	se
mais	CCONJ	mais
en	ADP	en
étaient	AUX	être
.	PUNCT	.
clef	NOUN	clef
a	VERB	avoir
manger	VERB	manger
?	PUNCT	?
pas	NOUN	pas
homme	NOUN	homme
,	PUNCT	,
renverser	VERB	renverser
moi	PRON	moi
La	DET	le
avec	ADP	avec
grommelait	VERB	grommeler
le	DET	le
étouffés	VERB	étouffer
étaient	AUX	être
y	PRON	y
éternua	VERB	éternuer
n'	ADV	n'
une	DET	un
porte	NOUN	porte
oreillers	NOUN	oreiller
approcha	VERB	approcher
toute	ADJ	tout
beau	VERB	beau
-ils	PRON	il
qu'	PRON	qu'
sa	DET	son
vers	ADP	vers
s'	PRON	se
dans	ADP	dans
clef	NOUN	clef
ce	PRON	ce
.	PUNCT	.
pas	ADV	pas
dans	ADP	dans
.	PUNCT	.
Je	PRON	je
de	ADP	de
la	DET	le
rien	PRON	rien
dans	ADP	dans
rires	NOUN	rire
légèrement	ADV	légèrement
êtes	AUX	être
Tout	PRON	tout
jeune	ADJ	jeune
donc	ADV	donc
«	PUNCT	«
pas	NOUN	pas
,	PUNCT	,
la	DET	le
parliez	VERB	parler
la	DET	le
de	ADP	de
son	DET	son
en	ADP	en
des	ADP	de
,	PUNCT	,
membres	NOUN	membre
d'	ADP	de
”	PUNCT	”
,	PUNCT	,
entrer	VERB	entrer
.	PUNCT	.
belle	ADJ	bel
ma	DET	mon
bouda	VERB	bouder
loup	NOUN	loup
pas	ADV	pas
une	DET	un
récipients	NOUN	récipient
un	DET	un
«	PUNCT	«
fille	NOUN	fille
fait	VERB	faire
que	SCONJ	que
ces	DET	ce
déjeuner	NOUN	déjeuner
dos	NOUN	dos
d'	ADP	de
murmures	NOUN	murmure
porte	NOUN	porte
fois	NOUN	fois
Mais	CCONJ	mais
fiancée	NOUN	fiancée
pas	ADV	pas
,	PUNCT	,
.	PUNCT	.
mentez	VERB	mentir
des	ADP	de
yeux	NOUN	oeil
peu	NOUN	peu
les	DET	le
de	ADP	de
sens	NOUN	sens
intriguée	VERB	intriguer
y	PRON	y
pris	VERB	prendre
sauva	VERB	sauver
-je	PRON	je
-	ADV	-
où	PRON	où
était	AUX	être
de	ADP	de
approcha	VERB	approcher
adressait	VERB	adresser
chambre	NOUN	chambre
et	CCONJ	et
être	AUX	être
pas	NOUN	pas
Je	PRON	je
je	PRON	je
.	PUNCT	.
en	ADP	en
coup	NOUN	coup
murmures	NOUN	murmure
il	PRON	il
m'	PRON	me
l'	DET	le
les	PRON	le
”	PUNCT	”
bougeait	VERB	bouger
brûlant	VERB	brûler
La	DET	le
chercher	VERB	chercher
dans	ADP	dans
devenait	VERB	devenir
