régulières	ADJ	régulier
,	PUNCT	,
habitude	NOUN	habitude
qu'	SCONJ	que
gapette	NOUN	gapette
Tous	ADJ	tout
le	DET	le
ans	NOUN	an
dalle	NOUN	dalle
quoi	PRON	quoi
.	PUNCT	.
sa	DET	son
,	PUNCT	,
que	SCONJ	que
affaire	NOUN	affaire
les	DET	le
vieux	ADJ	vieux
on	PRON	on
ses	DET	son
qu'	PRON	qu'
maçonnerie	NOUN	maçonnerie
vieux	NOUN	vieux
habitudes	NOUN	habitude
heures	NOUN	heure
sans	ADP	sans
officialiser	VERB	officialiser
faire	AUX	faire
,	PUNCT	,
dis	VERB	dire
Comme	ADP	comme
turbin	NOUN	turbin
chef	NOUN	chef
avoir	VERB	avoir
du	ADP	de
souvenir	NOUN	souvenir
,	PUNCT	,
est	AUX	être
pour	ADP	pour
donniez	VERB	donner
copeaux	NOUN	copeau
et	CCONJ	et
Pour	ADP	pour
à	ADP	à
.	PUNCT	.
d'	ADP	de
père	NOUN	père
finit	VERB	finir
papier	NOUN	papier
chiffon	NOUN	chiffon
un	PRON	un
dès	ADP	dès
c'	PRON	ce
y	PRON	y
que	SCONJ	que
,	PUNCT	,
bout	NOUN	bout
que	SCONJ	que
veiller	VERB	veiller
servi	VERB	servir
Chinois	NOUN	chinois
bail	NOUN	bail
Tout	ADV	tout
en	PRON	en
il	PRON	il
de	ADP	de
gus	NOUN	gus
pour	ADP	pour
bout	NOUN	bout
les	DET	le
accord	NOUN	accord
sortir	VERB	sortir
d'	ADP	de
plus	ADV	plus
qu'	PRON	qu'
changé	VERB	changer
pour	ADP	pour
y	PRON	y
Si	SCONJ	si
derrière	ADP	derrière
sans	ADP	sans
parce	SCONJ	parce
lui	PRON	lui
pépin	NOUN	pépin
,	PUNCT	,
,	PUNCT	,
coup	NOUN	coup
,	PUNCT	,
On	PRON	on
bonne	ADJ	bon
d'	ADP	de
journée	NOUN	journée
,	PUNCT	,
ça	PRON	cela
autre	PRON	autre
,	PUNCT	,
tout	ADV	tout
les	DET	le
paillasse	NOUN	paillasse
.	PUNCT	.
là	ADV	là
qui	PRON	qui
quelconque	ADJ	quelconque
était	AUX	être
changement	NOUN	changement
,	PUNCT	,
que	ADV	que
gris	ADJ	gris
au	ADP	au
.	PUNCT	.
temps	NOUN	temps
ceci	PRON	ceci
que	SCONJ	que
à	ADP	à
il	PRON	il
en	ADP	en
vu	VERB	voir
nous	PRON	nous
qu'	SCONJ	que
même	ADV	même
son	NOUN	son
ont	AUX	avoir
,	PUNCT	,
que	SCONJ	que
,	PUNCT	,
transition	NOUN	transition
des	ADP	de
,	PUNCT	,
il	PRON	il
,	PUNCT	,
on	PRON	on
le	DET	le
on	PRON	on
d'	DET	d'
le	DET	le
dit	VERB	dire
truc	NOUN	truc
viennent	VERB	venir
les	DET	le
à	ADP	à
à	ADP	à
la	DET	le
rouler	VERB	rouler
.	PUNCT	.
la	DET	le
que	ADV	que
mieux	ADV	mieux
installé	VERB	installer
ils	PRON	il
suite	NOUN	suite
intérim	NOUN	intérim
place	NOUN	place
fête	NOUN	fête
en	ADP	en
du	ADP	de
vous	PRON	vous
matin	NOUN	matin
il	PRON	il
boss	NOUN	boss
s'	PRON	se
doit	VERB	devoir
carton	NOUN	carton
vieux	ADJ	vieux
merci	NOUN	merci
a	VERB	avoir
l'	DET	le
Qu'	SCONJ	que
filer	VERB	filer
truc	NOUN	truc
,	PUNCT	,
scotch	NOUN	scotch
pas	ADV	pas
comme	SCONJ	comme
qu'	PRON	qu'
.	PUNCT	.
.	PUNCT	.
que	SCONJ	que
tout	ADV	tout
fait	VERB	faire
leur	DET	leur
il	PRON	il
je	PRON	je
.	PUNCT	.
la	DET	le
et	CCONJ	et
chef	NOUN	chef
l'	DET	le
reins	NOUN	rein
économie	NOUN	économie
avais	VERB	avoir
petit	ADJ	petit
engin	NOUN	engin
.	PUNCT	.
Deux	NUM	Deux
y	PRON	y
matin	NOUN	matin
c'	PRON	ce
son	DET	son
de	ADP	de
sur	ADP	sur
vous	PRON	vous
,	PUNCT	,
un	DET	un
de	ADP	de
penser	VERB	penser
sûr	ADJ	sûr
vrai	ADJ	vrai
Enfin	ADV	enfin
la	DET	le
la	DET	le
Yougos	NOUN	yougo
droit	NOUN	droit
croiser	VERB	croiser
.	PUNCT	.
on	PRON	on
bureaux	NOUN	bureau
je	PRON	je
c'	PRON	ce
quatre	NUM	quatre
viennent	VERB	venir
pareil	ADJ	pareil
de	ADP	de
il	PRON	il
elles	PRON	lui
et	CCONJ	et
brousse	NOUN	brousse
,	PUNCT	,
visites	NOUN	visite
payées	VERB	payer
traîne	VERB	traîne
son	DET	son
ça	PRON	cela
il	PRON	il
c'	PRON	ce
se	PRON	se
tout	PRON	tout
arrières	NOUN	arrière
dernière	ADJ	dernier
pas	ADV	pas
va	VERB	aller
comme	ADP	comme
,	PUNCT	,
c'	PRON	ce
rien	PRON	rien
truc	NOUN	truc
ses	DET	son
,	PUNCT	,
,	PUNCT	,
les	DET	le
assurer	VERB	assurer
.	PUNCT	.
Ça	PRON	cela
ou	CCONJ	ou
derrière	ADP	derrière
vivons	VERB	vivre
,	PUNCT	,
arrive	VERB	arrive
le	DET	le
je	PRON	je
il	PRON	il
vingt	NUM	vingt
gars	NOUN	gars
regardent	VERB	regarder
ont	AUX	avoir
Et	CCONJ	et
,	PUNCT	,
ne	ADV	ne
c'	PRON	ce
faut	VERB	falloir
,	PUNCT	,
montre	NOUN	montre
?	PUNCT	?
Pour	ADP	pour
bécanes	NOUN	bécane
pas	ADV	pas
on	PRON	on
de	DET	de
de	ADP	de
de	ADP	de
pas	ADV	pas
y	PRON	y
parce	SCONJ	parce
que	SCONJ	que
être	VERB	être
dedans	ADV	dedans
ça	PRON	cela
petit	ADJ	petit
oublie	VERB	oublier
bruits	NOUN	bruit
balai	NOUN	balai
ça	PRON	cela
Algériennes	NOUN	algérien
Le	DET	le
-	ADV	-
était	AUX	être
Parce	SCONJ	parce
Encore	ADV	encore
nettoyage	NOUN	nettoyage
un	DET	un
au	ADP	au
les	DET	le
,	PUNCT	,
des	DET	un
Le	DET	le
Mais	CCONJ	mais
crade	ADJ	crade
nous	PRON	nous
.	PUNCT	.
sûr	ADJ	sûr
la	DET	le
les	DET	le
monde	NOUN	monde
.	PUNCT	.
-là	PROPN	-là
devenu	VERB	devenir
des	DET	un
retour	NOUN	retour
vieux	ADJ	vieux
crois	VERB	croire
ses	DET	son
vieux	NOUN	vieux
prémonition	NOUN	prémonition
le	DET	le
il	PRON	il
bien	ADV	bien
par	ADP	par
fait	VERB	faire
peinture	NOUN	peinture
bon	ADJ	bon
Le	DET	le
est	AUX	être
cuver	VERB	cuver
vrai	ADJ	vrai
,	PUNCT	,
au	ADP	au
pas	ADV	pas
qu'	SCONJ	que
se	PRON	se
.	PUNCT	.
à	ADP	à
un	DET	un
le	DET	le
entendait	VERB	entendre
huit	NUM	huit
faisait	VERB	faire
un	DET	un
dedans	ADV	dedans
heure	NOUN	heure
après	ADP	après
,	PUNCT	,
place	NOUN	place
des	DET	un
l'	DET	le
bien	ADV	bien
est	VERB	être
s'	PRON	se
tout	ADJ	tout
de	ADP	de
.	PUNCT	.
pour	ADP	pour
est	AUX	être
il	PRON	il
crasse	NOUN	crasse
sans	ADP	sans
brave	ADJ	brave
plus	ADV	plus
resté	VERB	rester
que	SCONJ	que
tôle	NOUN	tôle
cela	PRON	cela
il	PRON	il
en	ADP	en
son	DET	son
un	DET	un
il	PRON	il
temps	NOUN	temps
s'	PRON	se
Portugaises	NOUN	portugais
cinq	NUM	cinq
allée	NOUN	allée
ils	PRON	il
en	PRON	en
.	PUNCT	.
de	ADP	de
.	PUNCT	.
dit	VERB	dire
et	CCONJ	et
jusqu'	ADP	jusque
il	PRON	il
sans	ADP	sans
dégagé	VERB	dégager
la	DET	le
avait	AUX	avoir
disant	VERB	dire
savoir	VERB	savoir
aient	AUX	avoir
jetant	VERB	jeter
c'	PRON	ce
lui	PRON	lui
Jamais	ADV	jamais
tôlier	NOUN	tôlier
orange	ADJ	orange
,	PUNCT	,
peut	VERB	pouvoir
après-midi	NOUN	après-midi
qu'	PRON	qu'
quand	ADV	quand
,	PUNCT	,
chaque	DET	chaque
pauvre	ADJ	pauvre
disaient	VERB	dire
lui	PRON	lui
on	PRON	on
quinze	NUM	quinze
le	DET	le
main	NOUN	main
Italiens	NOUN	italien
bien	ADV	bien
venir	VERB	venir
c'	PRON	ce
aurait	AUX	avoir
est	AUX	être
Sans	ADP	sans
semelles	NOUN	semelle
,	PUNCT	,
à	ADP	à
bonhomme	NOUN	bonhomme
petits	ADJ	petit
.	PUNCT	.
ou	CCONJ	ou
dessus	ADP	dessus
parti	VERB	partir
blanche	ADJ	blanc
hasard	NOUN	hasard
,	PUNCT	,
passe	VERB	passer
que	SCONJ	que
il	PRON	il
cambouis	NOUN	cambouis
Qu'	SCONJ	que
que	SCONJ	que
avec	ADP	avec
.	PUNCT	.
.	PUNCT	.
qu'	PRON	qu'
un	DET	un
sa	DET	son
boulots	NOUN	boulot
les	DET	le
Puis	CCONJ	puis
ça	PRON	cela
.	PUNCT	.
le	DET	le
on	PRON	on
de	ADP	de
ça	PRON	cela
signer	VERB	signer
ou	CCONJ	ou
coins	NOUN	coin
vous	PRON	vous
Le	DET	le
soir	NOUN	soir
pas	ADV	pas
sait	VERB	savoir
quand	SCONJ	quand
le	PRON	le
ça	PRON	cela
Lui	PRON	lui
au	ADP	au
vieux	ADJ	vieux
clé	NOUN	clé
ils	PRON	il
turbin	NOUN	turbin
à	ADP	à
d'	ADP	de
d'	ADP	de
,	PUNCT	,
Bon	ADJ	bon
on	PRON	on
quand	ADV	quand
ai	VERB	avoir
garder	VERB	garder
bureau	NOUN	bureau
trois	NUM	trois
que	ADV	que
ce	PRON	ce
on	PRON	on
,	PUNCT	,
de	ADP	de
intérim	NOUN	intérim
moitié	NOUN	moitié
y	PRON	y
pour	ADP	pour
tarin	NOUN	tarin
en	PRON	en
les	DET	le
la	DET	le
.	PUNCT	.
un	DET	un
.	PUNCT	.
vous	PRON	vous
à	ADP	à
l'	DET	le
bien	ADV	bien
gardé	VERB	garder
balai	NOUN	balai
la	DET	le
qu'	PRON	qu'
là	ADV	là
passait	VERB	passer
médaille	NOUN	médaille
du	ADP	de
qui	PRON	qui
de	ADP	de
ce	PRON	ce
est	AUX	être
Mais	CCONJ	mais
des	ADP	de
serpiller	VERB	serpiller
la	DET	le
pour	ADP	pour
vous	PRON	vous
était	AUX	être
aiment	VERB	aimer
comme	ADP	comme
c'	PRON	ce
faut	VERB	falloir
se	PRON	se
,	PUNCT	,
ou	CCONJ	ou
,	PUNCT	,
avoir	VERB	avoir
un	DET	un
à	ADP	à
plus	ADV	plus
eu	VERB	avoir
Enfin	ADV	enfin
se	PRON	se
,	PUNCT	,
est	AUX	être
aller	VERB	aller
demande	VERB	demande
chance	NOUN	chance
le	DET	le
pire	ADJ	pire
servir	VERB	servir
et	CCONJ	et
était	AUX	être
chiffons	NOUN	chiffon
Mais	CCONJ	mais
un	DET	un
nous	PRON	nous
remonter	VERB	remonter
le	DET	le
air	NOUN	air
de	ADP	de
qui	PRON	qui
la	DET	le
.	PUNCT	.
le	DET	le
lui	PRON	lui
répond	VERB	répondre
valait	VERB	valoir
tiré	VERB	tirer
des	DET	un
allées	NOUN	allée
,	PUNCT	,
lui	PRON	lui
Un	DET	un
Et	CCONJ	et
machine	NOUN	machine
la	DET	le
reprendre	VERB	reprendre
et	CCONJ	et
que	SCONJ	que
.	PUNCT	.
aux	ADP	à
s'	SCONJ	s'
remonté	VERB	remonter
des	DET	un
compression	NOUN	compression
causait	VERB	causer
Alors	ADV	alors
vendredi	NOUN	vendredi
En	ADP	en
eu	VERB	avoir
pour	ADP	pour
,	PUNCT	,
ton	DET	ton
qui	PRON	qui
vite	ADV	vite
burlingues	NOUN	burlingue
que	SCONJ	que
prendre	VERB	prendre
On	PRON	on
la	DET	le
dans	ADP	dans
-	ADV	-
Enfin	ADV	enfin
les	DET	le
tôlier	NOUN	tôlier
au	ADP	au
le	DET	le
les	PRON	le
dis	VERB	dire
cette	DET	ce
.	PUNCT	.
plus	ADV	plus
à	ADP	à
ça	PRON	cela
.	PUNCT	.
t'	PRON	te
ans	NOUN	an
c'	PRON	ce
faire	VERB	faire
plus	ADV	plus
quelqu'	PRON	quelqu'
en	ADP	en
,	PUNCT	,
-	ADV	-
tout	ADJ	tout
niveau	NOUN	niveau
l'	DET	le
baromètre	NOUN	baromètre
est	AUX	être
regardent	VERB	regarder
gars	NOUN	gars
,	PUNCT	,
peine	NOUN	peine
,	PUNCT	,
laisse	VERB	laisse
de	ADP	de
fait	VERB	faire
.	PUNCT	.
avait	AUX	avoir
s'	PRON	se
une	DET	un
pas	ADV	pas
n'	ADV	n'
.	PUNCT	.
en	PRON	en
établi	NOUN	établi
vestiaire	NOUN	vestiaire
marche	VERB	marche
là	ADV	là
c'	PRON	ce
son	DET	son
était	AUX	être
tambour	NOUN	tambour
savez	VERB	savoir
autre	ADJ	autre
parler	VERB	parler
justement	ADV	justement
connaître	VERB	connaître
moindre	ADJ	moindre
hasard	NOUN	hasard
,	PUNCT	,
s'	PRON	se
de	ADP	de
que	SCONJ	que
là	ADV	là
balai	NOUN	balai
.	PUNCT	.
parce	SCONJ	parce
Et	CCONJ	et
casier	NOUN	casier
coup	NOUN	coup
revenir	VERB	revenir
au	ADP	au
la	DET	le
.	PUNCT	.
.	PUNCT	.
blouse	NOUN	blouse
fourré	VERB	fourrer
comme	SCONJ	comme
pour	ADP	pour
j'	PRON	je
,	PUNCT	,
faisait	VERB	faire
et	CCONJ	et
il	PRON	il
le	DET	le
ou	CCONJ	ou
les	DET	le
Enfin	ADV	enfin
qui	PRON	qui
job	NOUN	job
coin	NOUN	coin
bien	ADV	bien
bouts	NOUN	bout
.	PUNCT	.
mieux	ADV	mieux
pour	ADP	pour
la	DET	le
,	PUNCT	,
qui	PRON	qui
tout	ADV	tout
avait	AUX	avoir
les	DET	le
se	PRON	se
En	ADP	en
dont	PRON	dont
habitude	NOUN	habitude
qui	PRON	qui
ont	AUX	avoir
du	ADP	de
a	VERB	avoir
bon	NOUN	bon
ça	PRON	cela
on	PRON	on
ça	PRON	cela
.	PUNCT	.
.	PUNCT	.
l'	DET	le
par	ADV	par
mis	VERB	mettre
il	PRON	il
qu'	PRON	qu'
avait	AUX	avoir
son	DET	son
Ils	PRON	il
vacant	ADJ	vacant
mégots	NOUN	mégot
ont	AUX	avoir
on	PRON	on
que	SCONJ	que
comme	ADP	comme
ne	ADV	ne
n'	ADV	n'
va	VERB	aller
en	ADP	en
,	PUNCT	,
son	DET	son
le	DET	le
.	PUNCT	.
beau	ADJ	beau
autres	ADJ	autre
qui	PRON	qui
père	NOUN	père
.	PUNCT	.
notre	DET	notre
depuis	SCONJ	depuis
resté	VERB	rester
.	PUNCT	.
et	CCONJ	et
matin	NOUN	matin
est	AUX	être
Sans	ADP	sans
tabac	NOUN	tabac
la	DET	le
garder	VERB	garder
sciure	NOUN	sciure
poche	NOUN	poche
a	AUX	avoir
établis	NOUN	établi
pour	ADP	pour
par	ADP	par
,	PUNCT	,
c'	PRON	ce
est	AUX	être
les	DET	le
code	NOUN	code
en	ADP	en
.	PUNCT	.
,	PUNCT	,
de	ADP	de
.	PUNCT	.
dès	ADP	dès
tous	ADJ	tout
les	DET	le
comme	ADP	comme
payant	VERB	payer
,	PUNCT	,
le	DET	le
temps	NOUN	temps
été	VERB	être
sur	ADP	sur
où	ADV	où
Personne	PRON	personne
dans	ADP	dans
pas	ADV	pas
des	DET	un
ainsi	ADV	ainsi
dix	NUM	dix
,	PUNCT	,
est	VERB	être
voix	NOUN	voix
qu'	SCONJ	que
,	PUNCT	,
.	PUNCT	.
dehors	NOUN	dehors
toucher	NOUN	toucher
,	PUNCT	,
ça	PRON	cela
main	NOUN	main
en	PRON	en
même	ADV	même
qui	PRON	qui
inspections	NOUN	inspection
toujours	ADV	toujours
voix	NOUN	voix
.	PUNCT	.
parole	NOUN	parole
gros	ADJ	gros
fois	NOUN	fois
en	ADP	en
enlever	VERB	enlever
cour	NOUN	cour
,	PUNCT	,
faisait	VERB	faire
était	AUX	être
autant	ADV	autant
juste	NOUN	juste
établi	NOUN	établi
quand	ADV	quand
sèche	ADJ	sec
culs	NOUN	cul
demi-heure	NOUN	demi-heure
activité	NOUN	activité
de	ADP	de
cadenas	NOUN	cadenas
bureau	NOUN	bureau
geste	NOUN	geste
disant	ADV	disant
en	ADP	en
enfermement	NOUN	enfermement
avec	ADP	avec
au	ADP	au
explique	VERB	explique
aux	ADP	à
là	ADV	là
été	NOUN	été
soleil	NOUN	soleil
aurait	AUX	avoir
,	PUNCT	,
son	DET	son
leur	DET	leur
d'	ADP	de
bas	NOUN	bas
trop	ADV	trop
n'	ADV	n'
mois	NOUN	mois
arrive	VERB	arrive
plaçait	VERB	placer
Il	PRON	il
relief	NOUN	relief
il	PRON	il
dans	ADP	dans
on	PRON	on
armoire	NOUN	armoire
la	DET	le
être	AUX	être
aide	VERB	aide
histoire	NOUN	histoire
discrète	ADJ	discret
disproportionnées	ADJ	disproportionné
participé	VERB	participer
passer	VERB	passer
de	ADP	de
bruit	NOUN	bruit
posée	VERB	poser
leurs	DET	leur
le	DET	le
fallait	VERB	falloir
ici	ADV	ici
autres	ADJ	autre
les	DET	le
et	CCONJ	et
c'	PRON	ce
fiche	VERB	fiche
idée	NOUN	idée
qu'	SCONJ	que
d'	ADP	de
sait	VERB	savoir
sortie	NOUN	sortie
grands	ADJ	grand
un	DET	un
être	AUX	être
exposaient	VERB	exposer
paraissait	VERB	paraître
quand	ADV	quand
lascive	ADJ	lascif
la	DET	le
de	ADP	de
c'	PRON	ce
était	VERB	être
voire	CCONJ	voire
avec	ADP	avec
on	PRON	on
plus	ADV	plus
machines	NOUN	machine
chacun	PRON	chacun
ici	ADV	ici
la	DET	le
acier	NOUN	acier
cet	DET	ce
des	DET	un
bien	ADV	bien
trône	NOUN	trône
louer	VERB	louer
de	ADP	de
le	DET	le
et	CCONJ	et
c'	PRON	ce
ressassé	NOUN	ressassé
,	PUNCT	,
soi	ADV	soi
folle	NOUN	folle
un	DET	un
respirer	VERB	respirer
nous	PRON	nous
avait	VERB	avoir
éloignement	NOUN	éloignement
n'	ADV	n'
qui	PRON	qui
systématiquement	ADV	systématiquement
avez	AUX	avoir
épaule	NOUN	épaule
elle	PRON	lui
modeler	VERB	modeler
n'	ADV	n'
aille	VERB	aller
non	ADV	non
ou	CCONJ	ou
,	PUNCT	,
importe	VERB	importe
avait	AUX	avoir
un	DET	un
d'	DET	d'
le	PRON	le
faisant	VERB	faire
sont	AUX	être
l'	DET	le
le	DET	le
transpalette	NOUN	transpalette
fleuries	ADJ	fleuri
main	NOUN	main
bien	ADV	bien
matin	NOUN	matin
de	ADP	de
tours	NOUN	tour
vie	NOUN	vie
masques	NOUN	masque
agirait	VERB	agir
main	NOUN	main
scie	NOUN	scie
boulot	NOUN	boulot
c'	PRON	ce
dire	VERB	dire
pas	ADV	pas
on	PRON	on
clope	NOUN	clope
face	NOUN	face
l'	DET	le
de	ADP	de
les	DET	le
,	PUNCT	,
de	ADP	de
.	PUNCT	.
d'	DET	d'
caresse	NOUN	caresse
sur	ADP	sur
la	DET	le
bidon	NOUN	bidon
tout	ADJ	tout
le	DET	le
le	DET	le
son	DET	son
du	ADP	de
au	ADP	au
,	PUNCT	,
crabe	NOUN	crabe
serrant	VERB	serrer
.	PUNCT	.
autres	ADJ	autre
Il	PRON	il
est	AUX	être
Là	ADV	là
votre	DET	votre
vu	VERB	voir
.	PUNCT	.
Le	DET	le
il	PRON	il
un	DET	un
c'	PRON	ce
d'	ADP	de
déchirées	VERB	déchirer
Que	PRON	que
l'	DET	le
quand	ADV	quand
y	PRON	y
répété	VERB	répéter
besoin	NOUN	besoin
il	PRON	il
vous	PRON	vous
qu'	SCONJ	que
doigt	NOUN	doigt
vestiaire	NOUN	vestiaire
pavillon	NOUN	pavillon
Tous	ADJ	tout
un	DET	un
ils	PRON	il
était	AUX	être
le	DET	le
.	PUNCT	.
toucher	VERB	toucher
pas	ADV	pas
mais	CCONJ	mais
font	VERB	faire
-	PRON	-
ans	NOUN	an
et	CCONJ	et
recourbé	VERB	recourber
,	PUNCT	,
chérie	VERB	chérir
moindre	ADJ	moindre
le	DET	le
les	DET	le
plutôt	ADV	plutôt
poids	NOUN	poids
s'	PRON	se
de	ADP	de
.	PUNCT	.
.	PUNCT	.
calendriers	NOUN	calendrier
ses	DET	son
restau	NOUN	restaurant
emmenait	VERB	emmener
,	PUNCT	,
est	VERB	être
de	ADP	de
comme	SCONJ	comme
que	SCONJ	que
,	PUNCT	,
Orient	PROPN	Orient
avec	ADP	avec
faire	VERB	faire
,	PUNCT	,
lame	NOUN	lame
,	PUNCT	,
monde	NOUN	monde
Invité	NOUN	invité
famille	NOUN	famille
pas	ADV	pas
une	DET	un
parler	NOUN	parler
occupé	VERB	occuper
servir	VERB	servir
que	SCONJ	que
S'	PRON	se
,	PUNCT	,
lèvres	NOUN	lèvre
bidon	NOUN	bidon
à	ADP	à
,	PUNCT	,
emmurés	VERB	emmurer
,	PUNCT	,
viens	VERB	venir
de	ADP	de
vous	PRON	vous
le	DET	le
boulot	NOUN	boulot
à	ADP	à
son	DET	son
ancien	ADJ	ancien
l'	PRON	l'
,	PUNCT	,
n'	ADV	n'
du	ADP	de
.	PUNCT	.
s'	PRON	se
par	ADP	par
était	AUX	être
,	PUNCT	,
un	DET	un
qu'	PRON	qu'
était	AUX	être
moiteur	NOUN	moiteur
parce	SCONJ	parce
pour	ADP	pour
ce	PRON	ce
contre	ADP	contre
tenir	VERB	tenir
serrement	NOUN	serrement
ce	DET	ce
devait	VERB	devoir
endroit	NOUN	endroit
c'	PRON	ce
de	ADP	de
dessus	ADV	dessus
d'	ADP	de
.	PUNCT	.
établi	NOUN	établi
s'	PRON	se
minutes	NOUN	minute
.	PUNCT	.
soumis	VERB	soumettre
des	ADP	de
nouveau	ADJ	nouveau
ça	PRON	cela
qu'	SCONJ	que
expliquer	VERB	expliquer
ont	AUX	avoir
possibilité	NOUN	possibilité
et	CCONJ	et
.	PUNCT	.
bons	ADJ	bon
abuser	VERB	abuser
accumulées	VERB	accumuler
Et	CCONJ	et
,	PUNCT	,
concours	NOUN	concours
rêche	ADJ	rêche
pages	NOUN	page
sauf	ADP	sauf
les	DET	le
on	PRON	on
En	ADP	en
s'	PRON	se
,	PUNCT	,
.	PUNCT	.
.	PUNCT	.
il	PRON	il
cinquante	NUM	cinquante
même	ADV	même
eux	PRON	lui
les	DET	le
sieste	NOUN	sieste
puis	CCONJ	puis
se	PRON	se
.	PUNCT	.
commercial	NOUN	commercial
qu'	SCONJ	que
de	ADP	de
quarante	NUM	quarante
chaque	DET	chaque
,	PUNCT	,
dans	ADP	dans
de	ADP	de
à	ADP	à
l'	DET	le
,	PUNCT	,
une	DET	un
prêtes	ADJ	prêt
connaissait	VERB	connaître
tous	ADJ	tout
La	DET	le
femmes	NOUN	femme
sur	ADP	sur
,	PUNCT	,
demande	VERB	demande
jeu	NOUN	jeu
,	PUNCT	,
loupe	VERB	loupe
au	ADP	au
complètement	ADV	complètement
les	DET	le
.	PUNCT	.
pas	ADV	pas
.	PUNCT	.
travesti	ADJ	travestir
il	PRON	il
dialogues	NOUN	dialogue
ça	PRON	cela
qui	PRON	qui
parce	SCONJ	parce
un	DET	un
la	DET	le
à	ADP	à
se	PRON	se
qui	PRON	qui
ailleurs	ADV	ailleurs
,	PUNCT	,
déjà	ADV	déjà
d'	ADP	de
comme	ADP	comme
d'	ADP	de
.	PUNCT	.
-	NOUN	-
à	ADP	à
moment	NOUN	moment
Le	DET	le
,	PUNCT	,
pareille	ADJ	pareil
l'	DET	le
blouses	NOUN	blouse
maison	NOUN	maison
comme	ADP	comme
tirer	VERB	tirer
sur	ADP	sur
tout	ADJ	tout
,	PUNCT	,
cheffaillon	NOUN	cheffaillon
ou	CCONJ	ou
l'	PRON	l'
bien	ADV	bien
la	DET	le
châtrés	NOUN	châtré
de	ADP	de
même	ADV	même
vingt	NUM	vingt
la	DET	le
.	PUNCT	.
du	ADP	de
touche	VERB	touche
est	AUX	être
supposer	VERB	supposer
Mais	CCONJ	mais
office	ADV	office
parler	VERB	parler
autre	ADJ	autre
rajoutait	VERB	rajouter
,	PUNCT	,
chez	ADP	chez
en	ADP	en
pas	ADV	pas
établis	NOUN	établi
la	DET	le
laissée	VERB	laisser
main	NOUN	main
à	ADP	à
plus	ADV	plus
la	DET	le
enveloppée	VERB	envelopper
concours	NOUN	concours
de	ADP	de
deux	NUM	deux
posé	VERB	poser
eux	PRON	lui
mais	CCONJ	mais
-	ADV	-
les	DET	le
peut	VERB	pouvoir
de	ADP	de
elle	PRON	lui
impersonnel	ADJ	impersonnel
remplir	VERB	remplir
pas	ADV	pas
fournisseurs	NOUN	fournisseur
art	NOUN	art
pas	ADV	pas
pas	ADV	pas
vagues	NOUN	vague
des	ADP	de
même	ADJ	même
,	PUNCT	,
,	PUNCT	,
Enfin	ADV	enfin
Ça	PRON	cela
tranquille	ADJ	tranquille
un	DET	un
si	SCONJ	si
parmi	ADP	parmi
-là	PRON	-là
,	PUNCT	,
minutes	NOUN	minute
,	PUNCT	,
sucer	VERB	sucer
des	ADP	de
,	PUNCT	,
termes	NOUN	terme
les	DET	le
,	PUNCT	,
que	ADV	que
,	PUNCT	,
,	PUNCT	,
le	PRON	le
palmier	NOUN	palmier
avec	ADP	avec
à	ADP	à
qu'	SCONJ	que
maculées	VERB	maculer
mêmes	PRON	même
,	PUNCT	,
homme	NOUN	homme
avait	VERB	avoir
de	ADP	de
ça	PRON	cela
bon	ADJ	bon
il	PRON	il
Ou	CCONJ	ou
l'	DET	le
ou	CCONJ	ou
faisait	VERB	faire
mais	CCONJ	mais
pu	VERB	pouvoir
tout	PRON	tout
lui	PRON	lui
,	PUNCT	,
l'	DET	le
main	NOUN	main
.	PUNCT	.
en	PRON	en
qui	PRON	qui
les	DET	le
,	PUNCT	,
images	NOUN	image
ce	DET	ce
ils	PRON	il
le	DET	le
ridicule	ADJ	ridicule
vestiaire	NOUN	vestiaire
à	ADP	à
c'	PRON	ce
À	ADP	à
de	ADP	de
quand	SCONJ	quand
à	ADP	à
du	ADP	de
officialisées	VERB	officialiser
feutre	NOUN	feutre
à	ADP	à
contre-queue	NOUN	contre-queue
,	PUNCT	,
en	ADP	en
fallait	VERB	falloir
quoi	PRON	quoi
portes	NOUN	porte
ça	PRON	cela
le	DET	le
joindre	VERB	joindre
toute	DET	tout
même	ADJ	même
donner	VERB	donner
être	AUX	être
d'	ADP	de
chiffres	NOUN	chiffre
sur	ADP	sur
monde	NOUN	monde
femmes	NOUN	femme
avoir	VERB	avoir
ils	PRON	il
les	DET	le
en	PRON	en
minutes	NOUN	minute
de	ADP	de
ça	PRON	cela
outil	NOUN	outil
celui	PRON	celui
boursouflée	VERB	boursoufler
ait	VERB	avoir
à	ADP	à
en	ADP	en
comme	ADP	comme
,	PUNCT	,
donc	ADV	donc
types	NOUN	type
ici	ADV	ici
il	PRON	il
bien	ADV	bien
comme	ADP	comme
temps	NOUN	temps
les	DET	le
,	PUNCT	,
puisque	SCONJ	puisque
.	PUNCT	.
,	PUNCT	,
.	PUNCT	.
La	DET	le
travail	NOUN	travail
des	ADP	de
est	VERB	être
en	ADP	en
les	DET	le
impression	NOUN	impression
raidie	VERB	raidir
encore	ADV	encore
pris	VERB	prendre
qu'	SCONJ	que
le	DET	le
le	DET	le
,	PUNCT	,
auraient	AUX	avoir
-il	PRON	il
ce	PRON	ce
qu'	PRON	qu'
devant	ADP	devant
