grossièreté	NOUN	grossièreté
courant	NOUN	courant
?	PUNCT	?
Félix	PROPN	Félix
coiffée	VERB	coiffer
carrosse	NOUN	carrosse
des	DET	un
vestibule	NOUN	vestibule
C'	PRON	ce
,	PUNCT	,
aux	ADP	à
entrer	VERB	entrer
envie	NOUN	envie
En	ADP	en
posa	VERB	poser
vingtaine	NOUN	vingtaine
tenait	VERB	tenir
Elle	PRON	lui
idiot	NOUN	idiot
frappa	VERB	frapper
une	DET	un
demoiselle	NOUN	demoiselle
distribution	NOUN	distribution
l'	DET	le
une	DET	un
servante	NOUN	servante
Pourrais	VERB	pouvoir
ça	PRON	cela
fit	VERB	faire
le	DET	le
galerie	NOUN	galerie
des	DET	un
lieu	NOUN	lieu
une	DET	un
semblait	VERB	sembler
ai	AUX	avoir
malgré	ADP	malgré
—	PUNCT	—
plus	ADV	plus
fille	NOUN	fille
dimensions	NOUN	dimension
ai	VERB	avoir
On	PRON	on
des	DET	un
personnage	NOUN	personnage
studio	NOUN	studio
.	PUNCT	.
Puis	VERB	pouvoir
dommage	ADJ	dommage
l'	DET	le
sac	NOUN	sac
parler	VERB	parler
croire	VERB	croire
la	DET	le
l'	DET	le
et	CCONJ	et
propriété	NOUN	propriété
tenait	VERB	tenir
sa	DET	son
-il	PRON	il
?	PUNCT	?
main	NOUN	main
e	ADJ	e
Pons	PROPN	Pons
.	PUNCT	.
son	DET	son
d'	ADP	de
ici	ADV	ici
se	PRON	se
de	ADP	de
une	DET	un
.	PUNCT	.
à	ADP	à
blue	NOUN	blue
—	PUNCT	—
voiture	NOUN	voiture
Très	ADV	très
demandé	VERB	demander
.	PUNCT	.
Les	DET	le
de	ADP	de
cour	NOUN	cour
la	PRON	le
—	PUNCT	—
La	DET	le
et	CCONJ	et
a	AUX	avoir
a	VERB	avoir
son	DET	son
le	DET	le
De	ADP	de
c'	PRON	ce
un	DET	un
la	DET	le
effacèrent	VERB	effacer
de	ADP	de
secondes	NOUN	seconde
—	PUNCT	—
La	DET	le
de	ADP	de
était	AUX	être
en	ADP	en
Tu	PRON	tu
derrière	ADP	derrière
a	VERB	avoir
Il	PRON	il
demoiselle	NOUN	demoiselle
pénétrant	VERB	pénétrer
,	PUNCT	,
autos	NOUN	auto
!	PUNCT	!
grande	ADJ	grand
de	ADP	de
porte	NOUN	porte
Elle	PRON	lui
Bigre	PROPN	Bigre
les	DET	le
a	AUX	avoir
désespoir	NOUN	désespoir
.	PUNCT	.
bien	ADV	bien
V	NOUN	v
passage	NOUN	passage
est	AUX	être
.	PUNCT	.
employeur	NOUN	employeur
d'	ADP	de
sur	ADP	sur
Carol	PROPN	Carol
villa	NOUN	villa
.	PUNCT	.
délai	NOUN	délai
lui	PRON	lui
jet	NOUN	jet
fenêtres	NOUN	fenêtre
maison	NOUN	maison
La	DET	le
le	DET	le
,	PUNCT	,
cette	DET	ce
.	PUNCT	.
?	PUNCT	?
la	DET	le
Pons	PROPN	Pons
,	PUNCT	,
,	PUNCT	,
a	VERB	avoir
pas	ADV	pas
La	DET	le
l'	DET	le
à	ADP	à
arrière	ADV	arrière
que	PRON	que
autre	PRON	autre
Malgré	ADP	malgré
les	DET	le
fonctions	NOUN	fonction
va	VERB	aller
au	ADP	au
dit	VERB	dire
donc	ADV	donc
extrêmement	ADV	extrêmement
—	PUNCT	—
.	PUNCT	.
elle	PRON	lui
la	DET	le
béante	ADJ	béant
.	PUNCT	.
du	ADP	de
de	ADP	de
servante	NOUN	servante
de	ADP	de
entends	VERB	entendre
Carol	PROPN	Carol
!	PUNCT	!
La	DET	le
voiture	NOUN	voiture
l'	DET	le
siècle	NOUN	siècle
Une	DET	un
lavait	VERB	laver
tu	PRON	tu
maison	NOUN	maison
ses	DET	son
jusqu'	ADP	jusque
la	PRON	le
en	ADP	en
par	ADP	par
la	PRON	le
—	PUNCT	—
aussitôt	ADV	aussitôt
tu	PRON	tu
.	PUNCT	.
des	DET	un
au	ADP	au
bonne	ADJ	bon
saison	NOUN	saison
-elle	PRON	lui
intérieur	NOUN	intérieur
ornés	VERB	orner
et	CCONJ	et
au	ADP	au
Ça	PRON	cela
?	PUNCT	?
qui	PRON	qui
cause	NOUN	cause
de	ADP	de
—	PUNCT	—
peux	VERB	pouvoir
prit	VERB	prendre
Graffigny	PROPN	Graffigny
,	PUNCT	,
.	PUNCT	.
s'	PRON	se
bagage	NOUN	bagage
.	PUNCT	.
Elle	PRON	lui
suis	AUX	être
encore	ADV	encore
paille	NOUN	paille
l'	DET	le
une	DET	un
est	AUX	être
et	CCONJ	et
lui	PRON	lui
,	PUNCT	,
étaient	AUX	être
un	DET	un
Le	DET	le
qui	PRON	qui
St	PROPN	St
autre	ADJ	autre
balcon	NOUN	balcon
et	CCONJ	et
les	DET	le
ses	DET	son
portraits	NOUN	portrait
Carol	PROPN	Carol
entra	VERB	entrer
baisant	VERB	baiser
y	PRON	y
une	DET	un
sonna	VERB	sonner
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
les	DET	le
un	DET	un
.	PUNCT	.
le	DET	le
souriant	VERB	sourire
rien	PRON	rien
de	ADP	de
,	PUNCT	,
une	DET	un
de	ADP	de
gorge	NOUN	gorge
à	ADP	à
un	DET	un
Une	DET	un
s'	PRON	se
aucune	DET	aucun
mobilier	NOUN	mobilier
vastes	ADJ	vaste
qui	PRON	qui
petite	ADJ	petit
,	PUNCT	,
jeune	ADJ	jeune
n'	ADV	n'
—	PUNCT	—
Un	DET	un
,	PUNCT	,
regard	NOUN	regard
lunettes	NOUN	lunette
clés	NOUN	clé
composée	VERB	composer
jeune	ADJ	jeune
en	ADP	en
,	PUNCT	,
J'	PRON	je
proposition	NOUN	proposition
.	PUNCT	.
un	DET	un
.	PUNCT	.
exclama	VERB	exclamer
son	DET	son
un	PRON	un
attenant	ADJ	attenant
attendre	VERB	attendre
voisine	ADJ	voisin
dit	VERB	dire
sous	ADP	sous
la	DET	le
-elle	PRON	lui
chirurgien	NOUN	chirurgien
ouvrit	VERB	ouvrir
pour	ADP	pour
sa	DET	son
d'	ADP	de
—	PUNCT	—
découvrait	VERB	découvrir
lèvres	NOUN	lèvre
gueule	NOUN	gueule
par	ADP	par
des	ADP	de
autre	PRON	autre
la	DET	le
située	VERB	situer
adresser	VERB	adresser
étaient	AUX	être
âgée	ADJ	âgé
sûrement	ADV	sûrement
pourrait	VERB	pouvoir
il	PRON	il
son	DET	son
cinéaste	NOUN	cinéaste
Dappon	PROPN	Dappon
tout	DET	tout
la	DET	le
Les	DET	le
faite	VERB	faire
du	DET	de
sonna	VERB	sonner
.	PUNCT	.
en	ADP	en
-	NOUN	-
—	PUNCT	—
Qu'	PRON	qu'
d'	ADP	de
ça	PRON	cela
alla	VERB	aller
les	DET	le
une	DET	un
,	PUNCT	,
souleva	VERB	soulever
Elle	PRON	lui
,	PUNCT	,
entête	NOUN	entête
face	NOUN	face
,	PUNCT	,
fille	NOUN	fille
une	DET	un
.	PUNCT	.
sonné	VERB	sonner
une	DET	un
à	ADP	à
emboîta	VERB	emboîter
.	PUNCT	.
soleil	NOUN	soleil
.	PUNCT	.
de	ADP	de
La	DET	le
qui	PRON	qui
faire	VERB	faire
film	NOUN	film
—	PUNCT	—
La	DET	le
et	CCONJ	et
maison	NOUN	maison
grille	NOUN	grille
,	PUNCT	,
une	DET	un
Un	DET	un
tu	PRON	tu
quoi	PRON	quoi
Nous	PRON	nous
l'	PRON	l'
heure	NOUN	heure
transporté	VERB	transporter
allée	NOUN	allée
-	PRON	-
sorte	NOUN	sorte
—	PUNCT	—
valise	NOUN	valise
dont	PRON	dont
.	PUNCT	.
.	PUNCT	.
l'	DET	le
la	DET	le
Germain-en-Laye	PROPN	Germain-en-Laye
le	DET	le
guitare	NOUN	guitare
.	PUNCT	.
—	PUNCT	—
pour	ADP	pour
r	NOUN	r
homme	NOUN	homme
jeune	ADJ	jeune
en	ADP	en
un	DET	un
essuya	VERB	essuyer
sans	ADP	sans
consentit	VERB	consentir
tu	PRON	tu
se	PRON	se
l'	DET	le
de	ADP	de
.	PUNCT	.
jeta	VERB	jeter
invitait	VERB	inviter
dorait	VERB	dorer
lui	PRON	lui
s'	PRON	se
fait	VERB	faire
Richelieu	PROPN	Richelieu
lettre	NOUN	lettre
linge	NOUN	linge
une	DET	un
saisit	VERB	saisir
et	CCONJ	et
t'	PRON	te
.	PUNCT	.
instant	NOUN	instant
réponse	NOUN	réponse
une	DET	un
—	PUNCT	—
qui	PRON	qui
ramures	NOUN	ramure
dans	ADP	dans
jeune	ADJ	jeune
lavabo	NOUN	lavabo
ne	ADV	ne
dans	ADP	dans
un	DET	un
carrossable	ADJ	carrossable
.	PUNCT	.
-je	PRON	je
sans	ADP	sans
tendit	VERB	tendre
siennes	ADJ	sien
dont	PRON	dont
la	DET	le
Je	PRON	je
La	DET	le
et	CCONJ	et
de	ADP	de
Renault	PROPN	Renault
de	ADP	de
Je	PRON	je
et	CCONJ	et
.	PUNCT	.
grille	NOUN	grille
lui	PRON	lui
,	PUNCT	,
un	DET	un
tout	ADJ	tout
yeux	NOUN	oeil
la	DET	le
à	ADP	à
voyage	NOUN	voyage
elle	PRON	lui
.	PUNCT	.
lui	PRON	lui
Je	PRON	je
corridor	NOUN	corridor
vêtements	NOUN	vêtement
D	NOUN	d
lui	PRON	lui
avait	AUX	avoir
premier	ADJ	premier
M.	NOUN	m.
appelle	VERB	appeler
.	PUNCT	.
était	AUX	être
un	DET	un
en	PRON	en
mobilier	NOUN	mobilier
le	DET	le
,	PUNCT	,
comprendre	VERB	comprendre
Oui	ADV	oui
?	PUNCT	?
D	NOUN	d
Dis	VERB	dire
de	ADP	de
,	PUNCT	,
était	AUX	être
par	ADP	par
hautes	ADJ	haut
l'	DET	le
d'	ADP	de
Plusieurs	DET	plusieurs
garnies	VERB	garnir
Et	CCONJ	et
chambres	NOUN	chambre
n'	ADV	n'
-je	PRON	je
de	ADP	de
le	DET	le
chasse	NOUN	chasse
et	CCONJ	et
vue	NOUN	vue
elle	PRON	lui
homme	NOUN	homme
?	PUNCT	?
Je	PRON	je
renfermant	VERB	renfermer
vieil	ADJ	vieux
entra	VERB	entrer
minute	NOUN	minute
ses	DET	son
en	ADP	en
dis	VERB	dire
pour	ADP	pour
allusion	NOUN	allusion
Le	DET	le
ouverte	ADJ	ouvert
la	DET	le
seraient	AUX	être
sa	DET	son
ai	AUX	avoir
voir	VERB	voir
oreille	NOUN	oreille
et	CCONJ	et
en	ADP	en
.	PUNCT	.
.	PUNCT	.
château	NOUN	château
deuxième	ADJ	deuxième
pouvoir	VERB	pouvoir
sur	ADP	sur
votre	DET	votre
écoulèrent	VERB	écouler
,	PUNCT	,
de	ADP	de
vois	VERB	voir
place	NOUN	place
faire	VERB	faire
chapeau	NOUN	chapeau
vitrée	ADJ	vitrer
une	DET	un
pour	ADP	pour
!	PUNCT	!
tourner	VERB	tourner
,	PUNCT	,
le	DET	le
envie	NOUN	envie
De	ADP	de
fit	VERB	faire
,	PUNCT	,
à	ADP	à
emportait	VERB	emporter
série	NOUN	série
-	NOUN	-
de	ADP	de
vers	ADP	vers
!	PUNCT	!
une	DET	un
Des	DET	un
servante	NOUN	servante
entendre	VERB	entendre
dit	VERB	dire
la	DET	le
Carol	PROPN	Carol
,	PUNCT	,
.	PUNCT	.
étage	NOUN	étage
trottoir	NOUN	trottoir
devrais	VERB	devoir
du	ADP	de
parc	NOUN	parc
s'	PRON	se
sortit	VERB	sortir
la	DET	le
-moi	PRON	moi
?	PUNCT	?
payer	VERB	payer
vas	VERB	aller
bruits	NOUN	bruit
ensemble	NOUN	ensemble
à	ADP	à
était	AUX	être
t'	PRON	te
reparut	VERB	reparaître
On	PRON	on
ralentit	VERB	ralentir
Le	DET	le
au	ADP	au
de	ADP	de
est	AUX	être
montrer	VERB	montrer
embraya	VERB	embrayer
et	CCONJ	et
Pons	PROPN	Pons
Le	DET	le
la	DET	le
—	PUNCT	—
d'	ADP	de
est	AUX	être
quelqu'	DET	quelque
le	DET	le
.	PUNCT	.
de	ADP	de
!	PUNCT	!
Suivez	VERB	suivre
pratiquement	ADV	pratiquement
vieil	ADJ	vieux
l'	DET	le
dédits	NOUN	dédit
faite	VERB	faire
apercevait	VERB	apercevoir
on	PRON	on
homme	NOUN	homme
de	ADP	de
et	CCONJ	et
…	PUNCT	…
Comment	ADV	comment
D	NOUN	d
…	PUNCT	…
allée	NOUN	allée
nouveau	ADJ	nouveau
—	PUNCT	—
sur	ADP	sur
le	DET	le
je	PRON	je
il	PRON	il
les	DET	le
parole	NOUN	parole
fille	NOUN	fille
demanda	VERB	demander
ouvrir	VERB	ouvrir
signature	NOUN	signature
Danielle	PROPN	Danielle
et	CCONJ	et
habiterons	VERB	habiter
un	DET	un
.	PUNCT	.
,	PUNCT	,
déclin	NOUN	déclin
,	PUNCT	,
absent	ADJ	absent
—	PUNCT	—
de	ADP	de
vais	VERB	aller
revint	VERB	revenir
sa	DET	son
et	CCONJ	et
entraîna	VERB	entraîner
qui	PRON	qui
lle	PROPN	lle
un	DET	un
demanda	VERB	demander
C'	PRON	ce
une	DET	un
air	NOUN	air
voir	VERB	voir
.	PUNCT	.
«	PUNCT	«
et	CCONJ	et
Entre	ADP	entre
remonta	VERB	remonter
Tu	PRON	tu
valise	NOUN	valise
de	ADP	de
jean	NOUN	jean
arbres	NOUN	arbre
D	NOUN	d
résidait	VERB	résider
—	PUNCT	—
chambre	NOUN	chambre
presque	ADV	presque
s'	PRON	se
rôle	NOUN	rôle
l'	DET	le
à	ADP	à
office	NOUN	office
non	ADV	non
le	DET	le
savait	VERB	savoir
Carol	PROPN	Carol
sa	DET	son
,	PUNCT	,
aujourd'hui	ADV	aujourd'hui
proprio	NOUN	proprio
un	DET	un
J'	PRON	je
rechange	NOUN	rechange
sur	ADP	sur
.	PUNCT	.
devais	VERB	devoir
femmes	NOUN	femme
présenter	VERB	présenter
enveloppe	NOUN	enveloppe
en	ADP	en
de	ADP	de
plus	ADV	plus
aimerais	VERB	aimer
valise	NOUN	valise
mains	NOUN	main
paraître	VERB	paraître
appartenu	VERB	appartenir
cinéma	NOUN	cinéma
Le	DET	le
que	SCONJ	que
chevelure	NOUN	chevelure
Il	PRON	il
communs	NOUN	commun
,	PUNCT	,
un	DET	un
stoppa	VERB	stopper
et	CCONJ	et
homme	NOUN	homme
service	NOUN	service
.	PUNCT	.
,	PUNCT	,
aurait	VERB	avoir
dans	ADP	dans
?	PUNCT	?
?	PUNCT	?
,	PUNCT	,
vieil	ADJ	vieux
ne	ADV	ne
pavillon	NOUN	pavillon
—	PUNCT	—
R.E.R.	PROPN	R.E.R.
qui	PRON	qui
de	ADP	de
faire	VERB	faire
,	PUNCT	,
une	DET	un
descendant	VERB	descendre
jet	NOUN	jet
minutes	NOUN	minute
.	PUNCT	.
—	PUNCT	—
le	DET	le
chacune	PRON	chacun
en	PRON	en
petite	ADJ	petit
dérangera	VERB	déranger
deux	NUM	deux
docteur	NOUN	docteur
mansardée	VERB	mansarder
XVIII	ADJ	xviii
où	PRON	où
des	ADP	de
était	AUX	être
soleil	NOUN	soleil
C'	PRON	ce
à	ADP	à
un	DET	un
vous	PRON	vous
principale	ADJ	principal
n'	ADV	n'
de	ADP	de
le	DET	le
jeune	ADJ	jeune
quoi	PRON	quoi
-	PRON	-
de	ADP	de
la	DET	le
La	DET	le
—	PUNCT	—
Elle	PRON	lui
!	PUNCT	!
entièrement	ADV	entièrement
bras	NOUN	bras
Graffigny	PROPN	Graffigny
dactylographié	VERB	dactylographier
,	PUNCT	,
de	ADP	de
tapisseries	NOUN	tapisserie
cheveux	NOUN	cheveu
…	PUNCT	…
une	DET	un
pas	NOUN	pas
escalier	NOUN	escalier
du	ADP	de
hôpitaux	NOUN	hôpital
portant	VERB	porter
d'	ADP	de
de	ADP	de
de	ADP	de
,	PUNCT	,
,	PUNCT	,
CHAPITRE	NOUN	chapitre
attribuée	VERB	attribuer
Carol	PROPN	Carol
mère	NOUN	mère
à	ADP	à
aspect	NOUN	aspect
forêt	NOUN	forêt
longs	ADJ	long
Il	PRON	il
chambre	NOUN	chambre
rez-de-chaussée	NOUN	rez-de-chaussée
.	PUNCT	.
du	ADP	de
parles	VERB	parler
rectilignes	ADJ	rectiligne
en	ADP	en
fauchée	VERB	faucher
la	DET	le
elle	PRON	lui
trophées	NOUN	trophée
penses	VERB	penser
et	CCONJ	et
parler	VERB	parler
sac	NOUN	sac
restera	VERB	rester
des	DET	un
pas	ADV	pas
.	PUNCT	.
à	ADP	à
du	ADP	de
ci	NOUN	ci
était	AUX	être
sans	ADP	sans
personne	NOUN	personne
.	PUNCT	.
bourgeoise	ADJ	bourgeois
et	CCONJ	et
s'	PRON	se
elle	PRON	lui
seulement	ADV	seulement
.	PUNCT	.
des	ADP	de
tenture	NOUN	tenture
peut-être	ADV	peut-être
pas	ADV	pas
,	PUNCT	,
ouvraient	VERB	ouvrir
l'	DET	le
sourire	NOUN	sourire
la	DET	le
lui	PRON	lui
fille	NOUN	fille
l'	DET	le
vitraux	NOUN	vitrail
,	PUNCT	,
cette	DET	ce
avec	ADP	avec
laisser	VERB	laisser
pas	ADV	pas
maison	NOUN	maison
r	NOUN	r
tenir	VERB	tenir
demoiselle	NOUN	demoiselle
murs	NOUN	mur
y	PRON	y
.	PUNCT	.
l'	PRON	l'
,	PUNCT	,
ce	PRON	ce
l'	PRON	l'
pénates	NOUN	pénates
,	PUNCT	,
vint	VERB	venir
fais	VERB	faire
prit	VERB	prendre
et	CCONJ	et
la	PRON	le
jeune	ADJ	jeune
un	DET	un
—	PUNCT	—
.	PUNCT	.
elle	PRON	lui
l'	DET	le
sur	ADP	sur
carrossable	ADJ	carrossable
!	PUNCT	!
Rivière	PROPN	Rivière
son	DET	son
Un	DET	un
Ne	ADV	ne
expliqua	VERB	expliquer
adressé	VERB	adresser
d'	ADP	de
!	PUNCT	!
regarda	VERB	regarder
raquette	NOUN	raquette
Costume	NOUN	costume
est	AUX	être
r	NOUN	r
A	ADP	à
Je	PRON	je
En	ADP	en
.	PUNCT	.
sonna	VERB	sonner
d'	ADP	de
texte	NOUN	texte
Rosalinde	PROPN	Rosalinde
récente	ADJ	récent
.	PUNCT	.
attendit	VERB	attendre
bout	NOUN	bout
Il	PRON	il
?	PUNCT	?
.	PUNCT	.
vraiment	ADV	vraiment
est	AUX	être
Carol	PROPN	Carol
tapisseries	NOUN	tapisserie
est	AUX	être
,	PUNCT	,
pauvre	ADJ	pauvre
,	PUNCT	,
entrée	NOUN	entrée
la	PRON	le
se	PRON	se
arrêta	VERB	arrêter
.	PUNCT	.
lettre	NOUN	lettre
M	NOUN	m
château	NOUN	château
Mais	CCONJ	mais
bout	NOUN	bout
peu	ADV	peu
homme	NOUN	homme
le	DET	le
de	ADP	de
de	ADP	de
avoir	AUX	avoir
et	CCONJ	et
allée	NOUN	allée
C'	PRON	ce
…	PUNCT	…
présenter	VERB	présenter
tennis	NOUN	tennis
de	ADP	de
pour	ADP	pour
me	PRON	me
.	PUNCT	.
à	ADP	à
…	PUNCT	…
»	PUNCT	»
de	ADP	de
tu	PRON	tu
passer	VERB	passer
l'	DET	le
trouvait	VERB	trouver
malheureux	ADJ	malheureux
alignait	VERB	aligner
passant	VERB	passer
un	DET	un
r	PRON	r
tendait	VERB	tendre
Carol	PROPN	Carol
porc	NOUN	porc
monde	NOUN	monde
quelques	DET	quelque
qui	PRON	qui
porte	NOUN	porte
remis	VERB	remettre
anneau	NOUN	anneau
valise	NOUN	valise
loin	ADV	loin
…	PUNCT	…
-t	PRON	-t
bonnet	NOUN	bonnet
point	NOUN	point
une	DET	un
l'	DET	le
indéchiffrable	ADJ	indéchiffrable
lui	PRON	lui
.	PUNCT	.
,	PUNCT	,
accédait	VERB	accéder
me	PRON	me
…	PUNCT	…
.	PUNCT	.
.	PUNCT	.
Pour	ADP	pour
être	AUX	être
un	DET	un
à	ADP	à
chambre	NOUN	chambre
posé	VERB	poser
.	PUNCT	.
aide	NOUN	aide
Pons	PROPN	Pons
du	ADP	de
de	ADP	de
laquelle	PRON	lequel
La	DET	le
rapide	ADJ	rapide
attendit	VERB	attendre
à	ADP	à
et	CCONJ	et
le	DET	le
expliqua	VERB	expliquer
,	PUNCT	,
dont	PRON	dont
quoi	PRON	quoi
personnel	NOUN	personnel
—	PUNCT	—
—	PUNCT	—
à	ADP	à
trace	NOUN	trace
exagères	VERB	exagérer
qui	PRON	qui
que	SCONJ	que
-t	PRON	-t
.	PUNCT	.
et	CCONJ	et
ai	AUX	avoir
face	NOUN	face
avec	ADP	avec
.	PUNCT	.
faim	NOUN	faim
descendre	VERB	descendre
interrompit	VERB	interrompre
parlez	VERB	parler
maison	NOUN	maison
,	PUNCT	,
pour	ADP	pour
une	DET	un
dit	VERB	dire
garçon	NOUN	garçon
vous	PRON	vous
?	PUNCT	?
lorsque	SCONJ	lorsque
dont	PRON	dont
!	PUNCT	!
pas	ADV	pas
venu	VERB	venir
vie	NOUN	vie
De	ADP	de
histoire	NOUN	histoire
a	VERB	avoir
froide	ADJ	froid
pouvait	VERB	pouvoir
et	CCONJ	et
voyagé	VERB	voyager
ses	DET	son
sens	NOUN	sens
pas	ADV	pas
tenant	VERB	tenir
-vous	PRON	vous
de	ADP	de
de	ADP	de
hanches	NOUN	hanche
n'	ADV	n'
,	PUNCT	,
,	PUNCT	,
sur	ADP	sur
voulait	VERB	vouloir
Ne	ADV	ne
n'	ADV	n'
n'	ADV	n'
,	PUNCT	,
un	DET	un
de	ADP	de
restaurant	NOUN	restaurant
placée	VERB	placer
parla	VERB	parler
en	ADP	en
.	PUNCT	.
lui	PRON	lui
main	NOUN	main
que	SCONJ	que
s'	PRON	se
bouteille	NOUN	bouteille
maison	NOUN	maison
journée	NOUN	journée
plantant	VERB	planter
portait	VERB	porter
donner	VERB	donner
oreille	NOUN	oreille
air	NOUN	air
n'	ADV	n'
elle	PRON	lui
.	PUNCT	.
en	PRON	en
asseoir	VERB	asseoir
une	DET	un
si	SCONJ	si
gentil	ADJ	gentil
-vous	PRON	vous
Je	PRON	je
sur	ADP	sur
ne	ADV	ne
fils	NOUN	fils
plus	ADV	plus
lui	PRON	lui
gentiment	ADV	gentiment
que	SCONJ	que
quelque	DET	quelque
Je	PRON	je
faites	VERB	faire
précipita	VERB	précipiter
servante	NOUN	servante
de	ADP	de
dans	ADP	dans
et	CCONJ	et
—	PUNCT	—
,	PUNCT	,
Les	DET	le
ne	ADV	ne
dont	PRON	dont
,	PUNCT	,
pan	NOUN	pan
découpait	VERB	découper
fille	NOUN	fille
»	PUNCT	»
était	AUX	être
environs	NOUN	environ
r	NOUN	r
que	SCONJ	que
tempérait	VERB	tempérer
.	PUNCT	.
me	PRON	me
,	PUNCT	,
.	PUNCT	.
.	PUNCT	.
de	ADP	de
Carol	PROPN	Carol
,	PUNCT	,
content	ADJ	content
ne	ADV	ne
.	PUNCT	.
ai	VERB	avoir
lèvre	NOUN	lèvre
!	PUNCT	!
Un	DET	un
dit	VERB	dire
.	PUNCT	.
heures	NOUN	heure
…	PUNCT	…
—	PUNCT	—
toute	ADJ	tout
qui	PRON	qui
à	ADP	à
importe	VERB	importe
,	PUNCT	,
elle	PRON	lui
servantes	NOUN	servante
les	DET	le
.	PUNCT	.
avait	VERB	avoir
la	DET	le
de	ADP	de
Jeanne	PROPN	Jeanne
sortie	VERB	sortir
Pons	PROPN	Pons
qui	PRON	qui
Elle	PRON	lui
est	AUX	être
à	ADP	à
un	DET	un
malades	NOUN	malade
Lorsque	SCONJ	lorsque
derrière	ADP	derrière
sur	ADP	sur
Allez	VERB	aller
fourneaux	NOUN	fourneau
débonnaire	ADJ	débonnaire
chambres	NOUN	chambre
mieux	ADV	mieux
au	ADP	au
.	PUNCT	.
!	PUNCT	!
la	DET	le
maison	NOUN	maison
aux	ADP	à
!	PUNCT	!
,	PUNCT	,
la	DET	le
qu'	SCONJ	que
qui	PRON	qui
fenêtre	NOUN	fenêtre
dans	ADP	dans
,	PUNCT	,
,	PUNCT	,
voir	VERB	voir
de	ADP	de
des	DET	un
la	DET	le
Jeanne	PROPN	Jeanne
du	ADP	de
en	ADP	en
vas	VERB	aller
ça	PRON	cela
et	CCONJ	et
-	ADV	-
la	DET	le
Oh	INTJ	Oh
existait	VERB	exister
deux	NUM	deux
mieux	ADV	mieux
étaient	AUX	être
posa	VERB	poser
Elle	PRON	lui
viendrez	VERB	venir
apprendrez	VERB	apprendre
à	ADP	à
Vous	PRON	vous
Carol	PROPN	Carol
la	DET	le
,	PUNCT	,
la	DET	le
à	ADP	à
sympathie	NOUN	sympathie
d'	ADP	de
ma	DET	mon
M.	NOUN	m.
par	ADP	par
et	CCONJ	et
jeune	ADJ	jeune
sentit	VERB	sentir
répondit	VERB	répondre
cabine	NOUN	cabine
C'	PRON	ce
Mauricette	PROPN	Mauricette
reliefs	NOUN	relief
mieux	ADV	mieux
dit	VERB	dire
temps	NOUN	temps
la	DET	le
Carol	PROPN	Carol
la	DET	le
-elle	PRON	lui
Contiguës	ADJ	contigu
me	PRON	me
jeune	ADJ	jeune
Sa	DET	son
!	PUNCT	!
jeune	ADJ	jeune
que	SCONJ	que
parler	VERB	parler
…	PUNCT	…
s'	PRON	se
,	PUNCT	,
Jeanne	PROPN	Jeanne
ait	VERB	avoir
.	PUNCT	.
la	DET	le
.	PUNCT	.
Carol	PROPN	Carol
elle	PRON	lui
scène	NOUN	scène
Vous	PRON	vous
peu	ADV	peu
aller	VERB	aller
elle	PRON	lui
contrarié	VERB	contrarier
traitement	NOUN	traitement
Elle	PRON	lui
la	DET	le
ne	ADV	ne
lunettes	NOUN	lunette
elle	PRON	lui
à	ADP	à
agaçaient	VERB	agacer
un	DET	un
Jeanne	PROPN	Jeanne
Mauricette	PROPN	Mauricette
nous	PRON	nous
d'	ADP	de
propos	NOUN	propos
gronda	VERB	gronder
!	PUNCT	!
verre	NOUN	verre
de	ADP	de
doute	NOUN	doute
grosse	ADJ	gros
Jean-Claude	PROPN	Jean-Claude
tout	ADJ	tout
les	PRON	le
y	PRON	y
.	PUNCT	.
si	SCONJ	si
et	CCONJ	et
où	PRON	où
un	DET	un
trop	ADV	trop
—	PUNCT	—
Carol	PROPN	Carol
son	DET	son
la	DET	le
se	PRON	se
Elle	PRON	lui
.	PUNCT	.
Pourquoi	ADV	pourquoi
,	PUNCT	,
de	ADP	de
confiance	NOUN	confiance
raconterai	VERB	raconter
que	SCONJ	que
téléphone	NOUN	téléphone
y	PRON	y
que	SCONJ	que
avec	ADP	avec
Jean-Claude	PROPN	Jean-Claude
impression	NOUN	impression
.	PUNCT	.
tendit	VERB	tendre
de	ADP	de
des	ADP	de
M.	NOUN	m.
,	PUNCT	,
vos	DET	votre
Il	PRON	il
le	DET	le
l'	DET	le
voir	VERB	voir
n'	ADV	n'
le	DET	le
qu'	SCONJ	que
serait	AUX	être
mauvaise	ADJ	mauvais
son	DET	son
et	CCONJ	et
ses	DET	son
fille	NOUN	fille
simple	ADJ	simple
à	ADP	à
attendu	VERB	attendre
,	PUNCT	,
!	PUNCT	!
!	PUNCT	!
.	PUNCT	.
,	PUNCT	,
vous	PRON	vous
accueillie	VERB	accueillir
besoin	NOUN	besoin
Jeanne	PROPN	Jeanne
pas	ADV	pas
Vous	PRON	vous
boire	VERB	boire
aventures	NOUN	aventure
dit	VERB	dire
domestique	NOUN	domestique
Carol	PROPN	Carol
question	NOUN	question
.	PUNCT	.
vous	PRON	vous
?	PUNCT	?
suis	AUX	être
,	PUNCT	,
jeune	ADJ	jeune
La	DET	le
,	PUNCT	,
une	DET	un
pas	ADV	pas
dans	ADP	dans
exagéré	ADJ	exagéré
Elle	PRON	lui
comme	SCONJ	comme
C'	PRON	ce
