inévitablement	ADV	inévitablement
mode	NOUN	mode
faut	VERB	falloir
articuler	VERB	articuler
—	PUNCT	—
,	PUNCT	,
on	PRON	on
-ce	PRON	-ce
est	AUX	être
à	ADP	à
beaucoup	ADV	beaucoup
,	PUNCT	,
sur	ADP	sur
!	PUNCT	!
en	PRON	en
—	PUNCT	—
Alors	ADV	alors
pose	VERB	pose
Ou	CCONJ	ou
lui	PRON	lui
coin	NOUN	coin
il	PRON	il
suis	AUX	être
mais	CCONJ	mais
France	PROPN	France
un	DET	un
.	PUNCT	.
,	PUNCT	,
un	DET	un
type	NOUN	type
plus	ADV	plus
Comment	ADV	comment
en	ADP	en
le	PRON	le
sexy	ADJ	sexy
,	PUNCT	,
faire	VERB	faire
devenu	VERB	devenir
de	DET	de
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
,	PUNCT	,
que	PRON	que
,	PUNCT	,
et	CCONJ	et
de	ADP	de
,	PUNCT	,
sortir	VERB	sortir
à	ADP	à
,	PUNCT	,
rêverie	NOUN	rêverie
-	ADV	-
siroter	VERB	siroter
,	PUNCT	,
caisse	NOUN	caisse
est	AUX	être
deuxième	ADJ	deuxième
et	CCONJ	et
pas	ADV	pas
mon	DET	mon
même	ADV	même
Stan	PROPN	Stan
mais	CCONJ	mais
Ce	DET	ce
-elle	PRON	lui
)	PUNCT	)
sur	ADP	sur
étiez	AUX	être
.	PUNCT	.
Vous	PRON	vous
au	ADP	au
empêcher	VERB	empêcher
-il	PRON	il
ç	NOUN	ç
proposé	VERB	proposer
comme	ADP	comme
était	AUX	être
assez	ADV	assez
ai	VERB	avoir
,	PUNCT	,
jour	NOUN	jour
lignes	NOUN	ligne
de	ADP	de
devant	ADP	devant
espace	NOUN	espace
du	DET	de
des	DET	un
d'	ADP	de
envie	NOUN	envie
maintenant	ADV	maintenant
—	PUNCT	—
Après	ADP	après
la	DET	le
est	AUX	être
maintenant	ADV	maintenant
!	PUNCT	!
de	ADP	de
,	PUNCT	,
ligne	NOUN	ligne
aux	ADP	à
un	DET	un
à	ADP	à
—	PUNCT	—
...	PUNCT	...
matières	NOUN	matière
jambes	NOUN	jambe
Oui	ADV	oui
tête	NOUN	tête
Mais	CCONJ	mais
ses	DET	son
interrompre	VERB	interrompre
retourne	VERB	retourne
deux	PRON	deux
bulldozer	NOUN	bulldozer
lasse	ADJ	las
plusieurs	DET	plusieurs
eut	VERB	avoir
Je	PRON	je
gauche	NOUN	gauche
je	PRON	je
de	ADP	de
ou	CCONJ	ou
je	PRON	je
ne	ADV	ne
l'	DET	le
n'	ADV	n'
cela	PRON	cela
Alors	ADV	alors
publicitaire	ADJ	publicitaire
Pourquoi	ADV	pourquoi
miroirs	NOUN	miroir
contemporaine	ADJ	contemporain
des	DET	un
Quoi	PRON	quoi
je	PRON	je
.	PUNCT	.
comment	ADV	comment
Murs	NOUN	mur
Si	SCONJ	si
la	DET	le
ses	DET	son
en	PRON	en
,	PUNCT	,
et	CCONJ	et
Venez	VERB	venir
connaissait	VERB	connaître
la	DET	le
train	NOUN	train
!	PUNCT	!
!	PUNCT	!
.	PUNCT	.
vêtements	NOUN	vêtement
dit	VERB	dire
.	PUNCT	.
menaient	VERB	mener
avait	AUX	avoir
avis	NOUN	avis
malade	ADJ	malade
tous	ADJ	tout
hôtel	NOUN	hôtel
atmosphère	NOUN	atmosphère
pour	ADP	pour
pour	ADP	pour
essayage	NOUN	essayage
le	PRON	le
de	ADP	de
-il	PRON	il
!	PUNCT	!
?	PUNCT	?
,	PUNCT	,
en	ADP	en
l'	DET	le
balança	VERB	balancer
verront	VERB	voir
travaillé	VERB	travailler
la	DET	le
encastrer	VERB	encastrer
.	PUNCT	.
,	PUNCT	,
Mais	CCONJ	mais
de	ADP	de
aux	ADP	à
croquis	NOUN	croquis
s'	PRON	se
Paris	PROPN	Paris
en	ADP	en
tantôt	CCONJ	tantôt
décoration	NOUN	décoration
êtes	AUX	être
l'	DET	le
Vous	PRON	vous
par	ADP	par
crois	VERB	croire
d'	ADP	de
en	ADP	en
allées	NOUN	allée
d'	ADP	de
,	PUNCT	,
,	PUNCT	,
de	ADP	de
tantôt	ADV	tantôt
cinq	NUM	cinq
.	PUNCT	.
voulait	VERB	vouloir
une	DET	un
fut	AUX	être
?	PUNCT	?
c'	PRON	ce
dégageait	VERB	dégager
cet	DET	ce
Cylia	PROPN	Cylia
?	PUNCT	?
dossier	NOUN	dossier
Je	PRON	je
me	PRON	me
projets	NOUN	projet
pouvoir	VERB	pouvoir
,	PUNCT	,
-	NOUN	-
il	PRON	il
tôt	ADV	tôt
.	PUNCT	.
.	PUNCT	.
pensé	VERB	penser
différentes	DET	différents
des	DET	un
modèle	NOUN	modèle
.	PUNCT	.
s'	PRON	se
du	DET	de
de	ADP	de
canapé	NOUN	canapé
sans	ADP	sans
Philippe	PROPN	Philippe
à	ADP	à
est	AUX	être
café	NOUN	café
avez	AUX	avoir
l'	DET	le
plutôt	ADV	plutôt
fière	ADJ	fier
et	CCONJ	et
simplement	ADV	simplement
plantes	NOUN	plante
quand	SCONJ	quand
grand	ADJ	grand
les	DET	le
.	PUNCT	.
peine	NOUN	peine
bien	ADV	bien
de	ADP	de
bombe	NOUN	bombe
pour	ADP	pour
ils	PRON	il
grand	ADJ	grand
?	PUNCT	?
faisait	VERB	faire
dans	ADP	dans
laqués	VERB	laquer
je	PRON	je
Cylia	PROPN	Cylia
meilleure	ADJ	meilleur
fois	NOUN	fois
réfléchissez	VERB	réfléchir
justement	ADV	justement
-	NOUN	-
bien	ADV	bien
même	ADJ	même
photographie	NOUN	photographie
biseautés	VERB	biseauter
si	SCONJ	si
vois	VERB	voir
en	ADP	en
m'	PRON	me
le	DET	le
!	PUNCT	!
,	PUNCT	,
sobriété	NOUN	sobriété
?	PUNCT	?
«	PUNCT	«
...	PUNCT	...
.	PUNCT	.
Que	PRON	que
,	PUNCT	,
en	ADP	en
.	PUNCT	.
en	ADP	en
répondit	VERB	répondre
yeux	NOUN	oeil
fille	NOUN	fille
!	PUNCT	!
droite	NOUN	droite
»	PUNCT	»
d'	ADP	de
s'	PRON	se
un	DET	un
boire	VERB	boire
magasin	NOUN	magasin
conclut	VERB	conclure
retour	NOUN	retour
devriez	VERB	devoir
la	DET	le
de	ADP	de
—	PUNCT	—
crois	VERB	croire
souriant	VERB	sourire
finale	ADJ	final
ou	CCONJ	ou
de	ADP	de
folle	ADJ	fou
,	PUNCT	,
.	PUNCT	.
pouvoir	VERB	pouvoir
France	PROPN	France
voulez	VERB	vouloir
études	NOUN	étude
le	DET	le
—	PUNCT	—
rire	VERB	rire
—	PUNCT	—
de	ADP	de
volontiers	ADV	volontiers
résolument	ADV	résolument
en	PRON	en
abord	NOUN	abord
et	CCONJ	et
—	PUNCT	—
rentrait	VERB	rentraire
se	PRON	se
tout	ADJ	tout
-il	PRON	il
je	PRON	je
clarté	NOUN	clarté
poubelle	NOUN	poubelle
—	PUNCT	—
café	NOUN	café
en	ADP	en
dans	ADP	dans
.	PUNCT	.
qui	PRON	qui
faire	VERB	faire
-vous	PRON	vous
de	ADP	de
vexée	ADJ	vexer
Elle	PRON	lui
Stan	PROPN	Stan
pour	ADP	pour
noir	NOUN	noir
le	DET	le
s'	PRON	se
épouvanté	ADJ	épouvanté
Mais	CCONJ	mais
.	PUNCT	.
enchanté	VERB	enchanter
modèles	NOUN	modèle
,	PUNCT	,
!	PUNCT	!
—	PUNCT	—
budget	NOUN	budget
,	PUNCT	,
épuisée	VERB	épuiser
repliant	VERB	replier
—	PUNCT	—
avait	AUX	avoir
pâle	ADJ	pâle
Il	PRON	il
Cylia	PROPN	Cylia
«	PUNCT	«
plus	ADV	plus
travaillant	VERB	travailler
et	CCONJ	et
utilise	VERB	utilise
promis	VERB	promettre
bonne	ADJ	bon
le	DET	le
et	CCONJ	et
problème	NOUN	problème
Ah	INTJ	Ah
dans	ADP	dans
Quelques	DET	quelque
dessin	NOUN	dessin
C'	PRON	ce
...	PUNCT	...
ai	VERB	avoir
Kenzo	PROPN	Kenzo
.	PUNCT	.
faire	VERB	faire
c'	PRON	ce
et	CCONJ	et
,	PUNCT	,
savez	VERB	savoir
surtout	ADV	surtout
-vous	PRON	vous
—	PUNCT	—
ne	ADV	ne
.	PUNCT	.
et	CCONJ	et
très	ADV	très
je	PRON	je
balancer	VERB	balancer
est	AUX	être
mettait	VERB	mettre
installa	VERB	installer
-moi	PRON	moi
ne	ADV	ne
Bon	ADJ	bon
Il	PRON	il
bien	ADV	bien
carton	NOUN	carton
tyran	NOUN	tyran
voix	NOUN	voix
reçu	VERB	recevoir
Il	PRON	il
Cylia	PROPN	Cylia
études	NOUN	étude
Grimpant	VERB	grimper
d'	ADP	de
va	VERB	aller
répliqua	VERB	répliquer
de	ADP	de
!	PUNCT	!
minutes	NOUN	minute
Elle	PRON	lui
expliquerai	VERB	expliquer
avec	ADP	avec
...	PUNCT	...
en	ADP	en
pas	ADV	pas
aujourd'hui	ADV	aujourd'hui
quoi	PRON	quoi
!	PUNCT	!
façon	NOUN	façon
meublé	VERB	meubler
demain	ADV	demain
venaient	VERB	venir
vint	VERB	venir
et	CCONJ	et
et	CCONJ	et
,	PUNCT	,
aucune	DET	aucun
—	PUNCT	—
Elle	PRON	lui
modernes	ADJ	moderne
Trop	ADV	trop
la	DET	le
mettre	VERB	mettre
entièrement	ADV	entièrement
j'	PRON	je
agences	NOUN	agence
la	DET	le
fou	ADJ	fou
.	PUNCT	.
lequel	PRON	lequel
était	AUX	être
La	DET	le
-il	PRON	il
.	PUNCT	.
long	ADJ	long
vraiment	ADV	vraiment
—	PUNCT	—
gris	ADJ	gris
avait	VERB	avoir
...	PUNCT	...
voir	VERB	voir
la	DET	le
trop	ADV	trop
la	DET	le
les	DET	le
le	DET	le
chantage	NOUN	chantage
mannequin	NOUN	mannequin
aussi	ADV	aussi
du	DET	de
premier	ADJ	premier
en	ADP	en
,	PUNCT	,
fermement	ADV	fermement
même	ADV	même
,	PUNCT	,
courant	NOUN	courant
mettre	VERB	mettre
écoutant	VERB	écouter
décrocher	VERB	décrocher
soir	NOUN	soir
avait	VERB	avoir
le	DET	le
impression	NOUN	impression
se	PRON	se
terminées	VERB	terminer
en	ADP	en
ni	CCONJ	ni
de	ADP	de
honneurs	NOUN	honneur
les	DET	le
sentait	VERB	sentir
et	CCONJ	et
.	PUNCT	.
Sur	ADP	sur
de	ADP	de
son	DET	son
fauteuils	NOUN	fauteuil
faire	AUX	faire
Gérard	PROPN	Gérard
.	PUNCT	.
Mais	CCONJ	mais
services	NOUN	service
,	PUNCT	,
le	DET	le
sur	ADP	sur
très	ADV	très
bombe	NOUN	bombe
ne	ADV	ne
oui	ADV	oui
Quelle	DET	quel
cuir	NOUN	cuir
—	PUNCT	—
connaître	VERB	connaître
Carton	NOUN	carton
.	PUNCT	.
des	ADP	de
aussi	ADV	aussi
-t	PRON	-t
collection	NOUN	collection
!	PUNCT	!
un	DET	un
,	PUNCT	,
qui	PRON	qui
pas	ADV	pas
lance	X	lancer
eau	NOUN	eau
.	PUNCT	.
du	ADP	de
vite	ADV	vite
talent	NOUN	talent
n'	ADV	n'
de	ADP	de
catalogue	NOUN	catalogue
Pardonnez	VERB	pardonner
air	NOUN	air
telle	ADJ	tel
questions	NOUN	question
soudain	ADV	soudain
comme	ADP	comme
rien	PRON	rien
-moi	PRON	moi
Stan	PROPN	Stan
une	DET	un
Je	PRON	je
évasif	ADJ	évasif
Il	PRON	il
et	CCONJ	et
surtout	ADV	surtout
compagnie	NOUN	compagnie
n'	ADV	n'
un	DET	un
le	DET	le
photos	NOUN	photo
passer	VERB	passer
de	ADP	de
,	PUNCT	,
—	PUNCT	—
Cylia	PROPN	Cylia
fit	VERB	faire
idée	NOUN	idée
que	PRON	que
me	PRON	me
plus	ADV	plus
—	PUNCT	—
était	AUX	être
téléphone	NOUN	téléphone
de	ADP	de
passé	VERB	passer
Cette	DET	ce
pulls	NOUN	pull
Vous	PRON	vous
portants	NOUN	portant
à	ADP	à
tout	ADV	tout
travail	NOUN	travail
.	PUNCT	.
ton	NOUN	ton
café	NOUN	café
des	DET	un
les	DET	le
d'	ADP	de
dépense	NOUN	dépense
calme	ADJ	calme
Il	PRON	il
Après	ADP	après
peux	VERB	pouvoir
Vous	PRON	vous
murs	NOUN	mur
silence	NOUN	silence
lequel	PRON	lequel
bonne	ADJ	bon
poubelle	NOUN	poubelle
tranquillement	ADV	tranquillement
Cylia	PROPN	Cylia
de	ADP	de
idée	NOUN	idée
brutalement	ADV	brutalement
et	CCONJ	et
ni	CCONJ	ni
les	DET	le
je	PRON	je
son	DET	son
retrouver	VERB	retrouver
elle	PRON	lui
?	PUNCT	?
je	PRON	je
travail	NOUN	travail
habillés	ADJ	habillé
,	PUNCT	,
Au	ADP	au
complètement	ADV	complètement
allez	VERB	aller
de	ADP	de
de	ADP	de
voir	VERB	voir
tête	NOUN	tête
de	ADP	de
sa	DET	son
il	PRON	il
bien	ADV	bien
pu	VERB	pouvoir
Stan	PROPN	Stan
Ben	INTJ	Ben
sûr	ADJ	sûr
avait	AUX	avoir
je	PRON	je
...	PUNCT	...
bête	ADJ	bête
château	NOUN	château
nouveau	ADJ	nouveau
...	PUNCT	...
vaux	VERB	valoir
est	AUX	être
tu	PRON	tu
mettre	VERB	mettre
vous	PRON	vous
en	ADP	en
est	AUX	être
de	ADP	de
bien	ADV	bien
.	PUNCT	.
vous	PRON	vous
J'	PRON	je
plus	ADV	plus
?	PUNCT	?
dois	VERB	devoir
diapason	NOUN	diapason
es	VERB	être
tes	DET	ton
argent	NOUN	argent
.	PUNCT	.
protestations	NOUN	protestation
dans	ADP	dans
courant	NOUN	courant
aboutir	VERB	aboutir
faire	VERB	faire
Gérard	PROPN	Gérard
peux	VERB	pouvoir
de	ADP	de
ou	CCONJ	ou
!	PUNCT	!
—	PUNCT	—
haut	ADV	haut
,	PUNCT	,
résume	VERB	résume
,	PUNCT	,
.	PUNCT	.
voir	VERB	voir
sortait	VERB	sortir
pour	ADP	pour
qu'	SCONJ	que
réussir	VERB	réussir
heures	NOUN	heure
demandé	VERB	demander
,	PUNCT	,
il	PRON	il
si	SCONJ	si
En	ADP	en
qui	PRON	qui
—	PUNCT	—
C'	PRON	ce
Simon	PROPN	Simon
le	DET	le
que	PRON	que
il	PRON	il
lancer	VERB	lancer
avec	ADP	avec
,	PUNCT	,
créer	VERB	créer
Cylia	PROPN	Cylia
être	ADV	être
je	PRON	je
mes	DET	mon
mousseuse	ADJ	mousseux
Avant	ADP	avant
Elle	PRON	lui
et	CCONJ	et
fière	ADJ	fier
le	DET	le
Kristel	PROPN	Kristel
comme	ADP	comme
!	PUNCT	!
tu	PRON	tu
Puisque	SCONJ	puisque
,	PUNCT	,
...	PUNCT	...
une	DET	un
son	DET	son
.	PUNCT	.
!	PUNCT	!
sera	AUX	être
discours	NOUN	discours
il	PRON	il
était	AUX	être
combiné	NOUN	combiné
A	ADP	à
brillantes	ADJ	brillant
services	NOUN	service
voilà	VERB	voilà
peut-être	ADV	peut-être
demain	ADV	demain
moi	PRON	moi
contact	NOUN	contact
se	PRON	se
à	ADP	à
télex	NOUN	télex
!	PUNCT	!
tout	DET	tout
-elle	PRON	lui
,	PUNCT	,
tu	PRON	tu
téléphone	NOUN	téléphone
,	PUNCT	,
de	ADP	de
farfelu	NOUN	farfelu
de	ADP	de
cynique	ADJ	cynique
mon	DET	mon
Personne	PRON	personne
et	CCONJ	et
le	DET	le
si	SCONJ	si
je	PRON	je
que	PRON	que
sans	ADP	sans
!	PUNCT	!
...	PUNCT	...
une	DET	un
derniers	ADJ	dernier
Jean-Luc	PROPN	Jean-Luc
une	DET	un
réussi	VERB	réussir
baby	X	baby
,	PUNCT	,
sur	ADP	sur
Elle	PRON	lui
le	DET	le
au	ADP	au
pénalité	NOUN	pénalité
...	PUNCT	...
étonner	VERB	étonner
,	PUNCT	,
passait	VERB	passer
vous	PRON	vous
comment	ADV	comment
même	ADV	même
problème	NOUN	problème
ce	PRON	ce
Je	PRON	je
:	PUNCT	:
une	DET	un
avoir	VERB	avoir
C'	PRON	ce
!	PUNCT	!
à	ADP	à
:	PUNCT	:
êtes	AUX	être
d'	ADP	de
n'	ADV	n'
en	ADP	en
les	PRON	le
—	PUNCT	—
des	DET	un
tous	ADJ	tout
bonne	ADJ	bon
!	PUNCT	!
On	PRON	on
te	PRON	te
fait	VERB	faire
prétentieux	ADJ	prétentieux
...	PUNCT	...
toucher	VERB	toucher
vers	ADP	vers
n'	ADV	n'
—	PUNCT	—
ou	CCONJ	ou
Ils	PRON	il
à	ADP	à
s'	PRON	se
raccrocha	VERB	raccrocher
n'	ADV	n'
déposa	VERB	déposer
Versailles	PROPN	Versailles
,	PUNCT	,
appeler	VERB	appeler
Ils	PRON	il
alla	VERB	aller
!	PUNCT	!
de	ADP	de
:	PUNCT	:
un	DET	un
je	PRON	je
j	PRON	j
recours	NOUN	recours
!	PUNCT	!
part	ADP	part
à	ADP	à
Pour	ADP	pour
côté	NOUN	côté
—	PUNCT	—
retrouvé	VERB	retrouver
manières	NOUN	manière
sommes	NOUN	somme
couvrir	VERB	couvrir
une	DET	un
c'	PRON	ce
problem	X	problem
au	ADP	au
de	ADP	de
!	PUNCT	!
n'	ADV	n'
c'	PRON	ce
blanche	ADJ	blanc
deux	NUM	deux
alerte	NOUN	alerte
furieux	ADJ	furieux
pas	ADV	pas
venait	VERB	venir
Frantelet	PROPN	Frantelet
le	DET	le
ont	AUX	avoir
Peut	ADV	peut
?	PUNCT	?
—	PUNCT	—
—	PUNCT	—
pas	ADV	pas
en	PRON	en
,	PUNCT	,
.	PUNCT	.
as	VERB	avoir
idée	NOUN	idée
de	ADP	de
créateurs	NOUN	créateur
va	VERB	aller
des	ADP	de
,	PUNCT	,
je	PRON	je
une	DET	un
emploi	NOUN	emploi
l'	DET	le
...	PUNCT	...
,	PUNCT	,
!	PUNCT	!
«	PUNCT	«
pensa	VERB	penser
rapide	ADJ	rapide
des	ADP	de
:	PUNCT	:
,	PUNCT	,
connue	VERB	connaître
c'	PRON	ce
retombées	NOUN	retombée
,	PUNCT	,
était	AUX	être
demanda	VERB	demander
,	PUNCT	,
faire	VERB	faire
sa	DET	son
tu	PRON	tu
quez	VERB	quer
Louvre	PROPN	Louvre
votre	DET	votre
poudres	NOUN	poudre
qui	PRON	qui
Cylia	PROPN	Cylia
Stan	PROPN	Stan
«	PUNCT	«
C'	PRON	ce
-	ADV	-
deux	NUM	deux
,	PUNCT	,
que	PRON	que
Rennes	PROPN	Rennes
et	CCONJ	et
peu	ADV	peu
cas	NOUN	cas
m'	PRON	me
invariablement	ADV	invariablement
!	PUNCT	!
finalement	ADV	finalement
et	CCONJ	et
journée	NOUN	journée
ai	VERB	avoir
ce	DET	ce
!	PUNCT	!
?	PUNCT	?
exemple	NOUN	exemple
raison	NOUN	raison
,	PUNCT	,
annulé	VERB	annuler
était	AUX	être
,	PUNCT	,
aux	ADP	à
ai	AUX	avoir
refilent	VERB	refiler
à	ADP	à
...	PUNCT	...
au	ADP	au
grand	ADJ	grand
qu'	SCONJ	que
Cylia	PROPN	Cylia
réunion	NOUN	réunion
ça	PRON	cela
Jean-Luc	PROPN	Jean-Luc
Si	SCONJ	si
Bye	PROPN	Bye
Kristel	PROPN	Kristel
Tu	PRON	tu
tenait	VERB	tenir
plus	ADV	plus
Oh	INTJ	Oh
baiser	NOUN	baiser
brûlant	ADJ	brûlant
me	PRON	me
léger	ADJ	léger
attends	VERB	attendre
ledit	DET	ledit
,	PUNCT	,
,	PUNCT	,
cher	ADJ	cher
mais	CCONJ	mais
lui	PRON	lui
pour	ADP	pour
et	CCONJ	et
Voilà	VERB	voilà
ses	DET	son
le	DET	le
ailleurs	ADV	ailleurs
Mode	NOUN	mode
Money	PROPN	Money
très	ADV	très
.	PUNCT	.
habitude	NOUN	habitude
,	PUNCT	,
cent	NUM	cent
Bonsoir	NOUN	bonsoir
savoura	VERB	savourer
un	PRON	un
facile	ADJ	facile
pas	ADV	pas
ses	DET	son
payer	VERB	payer
retourné	VERB	retourner
y	PRON	y
sans	ADP	sans
»	PUNCT	»
décrocha	VERB	décrocher
»	PUNCT	»
la	DET	le
je	PRON	je
reprit	VERB	reprendre
,	PUNCT	,
l'	DET	le
Elle	PRON	lui
à	ADP	à
pas	ADV	pas
et	CCONJ	et
embrouilles	NOUN	embrouille
Gérard	PROPN	Gérard
?	PUNCT	?
Enfin	ADV	enfin
En	ADP	en
,	PUNCT	,
filait	VERB	filer
surtout	ADV	surtout
tout	ADV	tout
La	DET	le
idée	NOUN	idée
Vous	PRON	vous
.	PUNCT	.
seule	ADJ	seul
,	PUNCT	,
se	PRON	se
«	PUNCT	«
l'	DET	le
—	PUNCT	—
«	PUNCT	«
J'	PRON	je
cru	VERB	croire
Elle	PRON	lui
sers	VERB	servir
et	CCONJ	et
peu	ADV	peu
Je	PRON	je
collection	NOUN	collection
money	X	money
éclatèrent	VERB	éclater
dire	VERB	dire
.	PUNCT	.
de	ADP	de
y	PRON	y
suis	VERB	suivre
carrière	NOUN	carrière
exposer	VERB	exposer
vous	PRON	vous
Elle	PRON	lui
des	ADP	de
Combien	ADV	combien
idées	NOUN	idée
importance	NOUN	importance
!	PUNCT	!
,	PUNCT	,
folles	ADJ	fou
l'	DET	le
!	PUNCT	!
simplement	ADV	simplement
ne	ADV	ne
jours	NOUN	jour
—	PUNCT	—
,	PUNCT	,
sauf	ADP	sauf
politiques	ADJ	politique
Autant	ADV	autant
bien	ADV	bien
des	DET	un
cheveux	NOUN	cheveu
Tout	ADJ	tout
,	PUNCT	,
,	PUNCT	,
bien	ADV	bien
de	ADP	de
le	DET	le
reposant	VERB	reposer
.	PUNCT	.
d'	ADP	de
ne	ADV	ne
je	PRON	je
raison	NOUN	raison
.	PUNCT	.
écria	VERB	écrier
.	PUNCT	.
cette	DET	ce
!	PUNCT	!
!	PUNCT	!
là	ADV	là
ambiant	ADJ	ambiant
mais	SYM	mais
!	PUNCT	!
vous	PRON	vous
vraiment	ADV	vraiment
fit	AUX	faire
autre	ADJ	autre
a	VERB	avoir
d'	ADP	de
avait	AUX	avoir
.	PUNCT	.
je	PRON	je
toutes	ADJ	tout
pas	ADV	pas
ville	NOUN	ville
de	DET	de
ragot	NOUN	ragot
,	PUNCT	,
pas	ADV	pas
au	ADP	au
,	PUNCT	,
avait	VERB	avoir
sais	VERB	savoir
Il	PRON	il
lui	PRON	lui
trop	ADV	trop
tu	PRON	tu
minute	NOUN	minute
,	PUNCT	,
!	PUNCT	!
,	PUNCT	,
avait	AUX	avoir
de	ADP	de
,	PUNCT	,
,	PUNCT	,
est	AUX	être
rire	VERB	rire
vous	PRON	vous
rude	ADJ	rude
présenter	VERB	présenter
Et	CCONJ	et
une	DET	un
stupéfait	VERB	stupéfaire
quand	SCONJ	quand
Si	SCONJ	si
ses	DET	son
il	PRON	il
(	PUNCT	(
l'	DET	le
répondit	VERB	répondre
tête	NOUN	tête
leur	PRON	leur
?	PUNCT	?
te	PRON	te
Cylia	PROPN	Cylia
eût	VERB	avoir
couler	VERB	couler
eau	NOUN	eau
cette	DET	ce
...	PUNCT	...
...	PUNCT	...
sans	ADP	sans
se	PRON	se
!	PUNCT	!
l'	DET	le
...	PUNCT	...
Stan	PROPN	Stan
de	ADP	de
lança	VERB	lancer
Pour	ADP	pour
vous	PRON	vous
—	PUNCT	—
entre	ADP	entre
le	DET	le
de	ADP	de
a	AUX	avoir
le	DET	le
Fontaine	PROPN	Fontaine
presque	ADV	presque
fort	ADV	fort
avait	AUX	avoir
aussi	ADV	aussi
la	DET	le
pratiquement	ADV	pratiquement
Tous	ADJ	tout
,	PUNCT	,
la	DET	le
ses	DET	son
silence	NOUN	silence
vas	VERB	aller
donc	ADV	donc
ça	PRON	cela
les	DET	le
disparut	VERB	disparaître
présenter	VERB	présenter
.	PUNCT	.
te	PRON	te
chose	NOUN	chose
kilo	NOUN	kilo
par	ADP	par
Ah	INTJ	Ah
balles	NOUN	balle
dois	VERB	devoir
un	DET	un
et	CCONJ	et
Cylia	PROPN	Cylia
publicitaire	NOUN	publicitaire
même	ADJ	même
les	DET	le
au	ADP	au
—	PUNCT	—
à	ADP	à
paresseuse	ADJ	paresseux
fermé	VERB	fermer
à	ADP	à
...	PUNCT	...
choquer	VERB	choquer
ça	PRON	cela
soucier	VERB	soucier
bain	NOUN	bain
brillante	ADJ	brillant
sa	DET	son
,	PUNCT	,
.	PUNCT	.
pas	ADV	pas
mon	DET	mon
de	ADP	de
si	ADV	si
Je	PRON	je
de	ADP	de
temps	NOUN	temps
«	PUNCT	«
content	ADJ	content
Eh	INTJ	Eh
ou	CCONJ	ou
d'	ADP	de
idées	NOUN	idée
-	PRON	-
.	PUNCT	.
mode	NOUN	mode
,	PUNCT	,
annonça	VERB	annoncer
Rénover	VERB	rénover
voudrais	VERB	vouloir
,	PUNCT	,
endroit	NOUN	endroit
,	PUNCT	,
Jean-Luc	PROPN	Jean-Luc
projet	NOUN	projet
a	VERB	avoir
la	DET	le
la	DET	le
finit	VERB	finir
même	ADV	même
venir	VERB	venir
good	X	good
voyons	VERB	voir
!	PUNCT	!
si	SCONJ	si
La	DET	le
?	PUNCT	?
vent	NOUN	vent
,	PUNCT	,
seraient	AUX	être
dégingandé	ADJ	dégingandé
événements	NOUN	événement
,	PUNCT	,
n'	ADV	n'
Jean-Luc	PROPN	Jean-Luc
tous	ADJ	tout
erreur	NOUN	erreur
temps	NOUN	temps
bain	NOUN	bain
un	DET	un
...	PUNCT	...
!	PUNCT	!
émaillée	VERB	émailler
lancer	VERB	lancer
penser	VERB	penser
Après	ADP	après
d'	DET	d'
de	ADP	de
fit	VERB	faire
,	PUNCT	,
engager	VERB	engager
.	PUNCT	.
pub	NOUN	pub
un	DET	un
que	SCONJ	que
toupet	NOUN	toupet
Si	SCONJ	si
nous	PRON	nous
tous	ADJ	tout
une	DET	un
Trouvez	VERB	trouver
de	ADP	de
entendre	VERB	entendre
la	DET	le
espèce	NOUN	espèce
conversation	NOUN	conversation
,	PUNCT	,
...	PUNCT	...
pour	ADP	pour
se	PRON	se
son	DET	son
ai	VERB	avoir
.	PUNCT	.
,	PUNCT	,
»	PUNCT	»
Un	DET	un
les	DET	le
pour	ADP	pour
gratuit	ADJ	gratuit
,	PUNCT	,
«	PUNCT	«
si	SCONJ	si
ils	PRON	il
,	PUNCT	,
le	DET	le
Money	PROPN	Money
expliquais	VERB	expliquer
verra	VERB	voir
est	AUX	être
le	DET	le
,	PUNCT	,
une	DET	un
donner	VERB	donner
«	PUNCT	«
avant	ADP	avant
,	PUNCT	,
auras	VERB	avoir
les	DET	le
,	PUNCT	,
ou	CCONJ	ou
sur	ADP	sur
louer	VERB	louer
Gérard	PROPN	Gérard
...	PUNCT	...
je	PRON	je
que	SCONJ	que
à	ADP	à
ruiner	VERB	ruiner
ces	DET	ce
,	PUNCT	,
.	PUNCT	.
les	DET	le
sur	ADP	sur
le	DET	le
et	CCONJ	et
une	DET	un
en	ADP	en
et	CCONJ	et
,	PUNCT	,
atelier	NOUN	atelier
espions	NOUN	espion
!	PUNCT	!
une	DET	un
Jean-Luc	PROPN	Jean-Luc
chandelle	NOUN	chandelle
matin	NOUN	matin
je	PRON	je
tu	PRON	tu
chambre	NOUN	chambre
!	PUNCT	!
dans	ADP	dans
et	CCONJ	et
publicitaire	NOUN	publicitaire
En	ADP	en
sens	NOUN	sens
mieux	ADV	mieux
pour	ADP	pour
de	ADP	de
services	NOUN	service
Quelle	DET	quel
un	DET	un
voulait	VERB	vouloir
rien	PRON	rien
voix	NOUN	voix
trop	ADV	trop
.	PUNCT	.
logo	NOUN	logo
annuler	VERB	annuler
is	X	is
