recourbés	VERB	recourber
de	ADP	de
vers	ADP	vers
d'	ADP	de
ans	NOUN	an
.	PUNCT	.
—	PUNCT	—
la	DET	le
Aucun	PRON	aucun
à	ADP	à
plus	ADV	plus
chambre	NOUN	chambre
le	DET	le
mais	CCONJ	mais
s'	PRON	se
de	ADP	de
meublée	VERB	meubler
leur	DET	leur
?	PUNCT	?
prie	VERB	prier
la	PRON	le
une	DET	un
sais	VERB	savoir
il	PRON	il
Je	PRON	je
.	PUNCT	.
tu	PRON	tu
veux	VERB	vouloir
citoyens	NOUN	citoyen
Affreusement	ADV	affreusement
mais	CCONJ	mais
me	PRON	me
Comment	ADV	comment
.	PUNCT	.
que	SCONJ	que
,	PUNCT	,
en	PRON	en
son	DET	son
?	PUNCT	?
pouvais	VERB	pouvoir
auras	VERB	avoir
soldaient	VERB	solder
serions	AUX	être
-	ADV	-
-elle	PRON	lui
—	PUNCT	—
Elle	PRON	lui
par	ADP	par
retrouverais	VERB	retrouver
et	CCONJ	et
communication	NOUN	communication
lentement	ADV	lentement
Comment	ADV	comment
sa	DET	son
cette	DET	ce
à	ADP	à
Je	PRON	je
qui	PRON	qui
temps	NOUN	temps
dit	VERB	dire
—	PUNCT	—
ne	ADV	ne
restaient	VERB	rester
de	ADP	de
nous	PRON	nous
une	DET	un
ai	VERB	avoir
tiens	VERB	tenir
réfléchir	VERB	réfléchir
.	PUNCT	.
vais	VERB	aller
savais	VERB	savoir
elle	PRON	lui
vaciller	VERB	vaciller
jure	VERB	jure
le	DET	le
-elle	PRON	lui
la	DET	le
de	ADP	de
tu	PRON	tu
.	PUNCT	.
?	PUNCT	?
ne	ADV	ne
—	PUNCT	—
s'	PRON	se
Où	ADV	où
—	PUNCT	—
,	PUNCT	,
Ne	ADV	ne
…	PUNCT	…
tentatives	NOUN	tentative
,	PUNCT	,
à	ADP	à
fit	VERB	faire
reprit	VERB	reprendre
bonté	NOUN	bonté
que	SCONJ	que
du	ADP	de
me	PRON	me
te	PRON	te
…	PUNCT	…
tu	PRON	tu
ai	AUX	avoir
première	ADJ	premier
de	ADP	de
demeure	NOUN	demeure
est	AUX	être
-	PRON	-
Je	PRON	je
avec	ADP	avec
changé	VERB	changer
jolie	ADJ	joli
le	DET	le
elle	PRON	lui
,	PUNCT	,
Pendant	ADP	pendant
était	AUX	être
.	PUNCT	.
divorce	NOUN	divorce
,	PUNCT	,
savoir	VERB	savoir
de	ADP	de
en	ADP	en
-il	PRON	il
trouverai	VERB	trouver
t'	PRON	te
fuir	VERB	fuir
est	AUX	être
de	DET	de
.	PUNCT	.
comme	ADP	comme
,	PUNCT	,
Voyons	VERB	voir
la	PRON	le
Adrien	PROPN	Adrien
Je	PRON	je
aucun	DET	aucun
plume	NOUN	plume
à	ADP	à
chemin	NOUN	chemin
a	VERB	avoir
séparation	NOUN	séparation
matinal	ADJ	matinal
N'	ADV	n'
toutes	ADJ	tout
oublie	VERB	oublier
Ce	PRON	ce
lassitude	NOUN	lassitude
voyant	VERB	voir
nous	PRON	nous
faire	VERB	faire
cette	DET	ce
le	DET	le
Chesterton	PROPN	Chesterton
le	DET	le
demande	VERB	demande
Il	PRON	il
verras	VERB	voir
les	DET	le
resta	VERB	rester
.	PUNCT	.
Je	PRON	je
peux	VERB	pouvoir
ce	PRON	ce
Enfin	ADV	enfin
le	DET	le
son	DET	son
levant	VERB	lever
ce	PRON	ce
qu'	PRON	qu'
,	PUNCT	,
amour	NOUN	amour
à	ADP	à
quelque	DET	quelque
deux	PRON	deux
sans	ADP	sans
ta	DET	ton
six	NUM	six
je	PRON	je
mari	NOUN	mari
Tania	PROPN	Tania
,	PUNCT	,
a	VERB	avoir
que	SCONJ	que
depuis	ADP	depuis
?	PUNCT	?
le	DET	le
.	PUNCT	.
y	PRON	y
dit	VERB	dire
—	PUNCT	—
plus	ADV	plus
n'	ADV	n'
un	DET	un
aller	VERB	aller
dissimuler	VERB	dissimuler
lendemain	NOUN	lendemain
lettres	NOUN	lettre
me	PRON	me
montrer	VERB	montrer
mari	NOUN	mari
,	PUNCT	,
Je	PRON	je
avaient	AUX	avoir
arrière	NOUN	arrière
les	DET	le
chambre	NOUN	chambre
?	PUNCT	?
n'	ADV	n'
part	NOUN	part
!	PUNCT	!
dirigeant	VERB	diriger
.	PUNCT	.
ton	DET	ton
d'	ADP	de
dans	ADP	dans
je	PRON	je
infinie	ADJ	infini
les	DET	le
…	PUNCT	…
terriblement	ADV	terriblement
dit	VERB	dire
peut-être	ADV	peut-être
,	PUNCT	,
elle-même	PRON	lui-même
.	PUNCT	.
demander	VERB	demander
!	PUNCT	!
Le	DET	le
qu'	SCONJ	que
à	ADP	à
en	ADP	en
accueillie	VERB	accueillir
envie	NOUN	envie
-t	PRON	-t
est	AUX	être
!	PUNCT	!
,	PUNCT	,
demandé	VERB	demander
y	PRON	y
quelque	DET	quelque
de	ADP	de
Comment	ADV	comment
d'	ADP	de
sans	ADP	sans
-elle	PRON	lui
magnifique	ADJ	magnifique
te	PRON	te
…	PUNCT	…
Mais	CCONJ	mais
pas	ADV	pas
rien	PRON	rien
avec	ADP	avec
mon	DET	mon
sommeil	NOUN	sommeil
entrer	VERB	entrer
!	PUNCT	!
rien	PRON	rien
faut	VERB	falloir
tu	PRON	tu
de	ADP	de
vus	VERB	voir
que	SCONJ	que
revenir	VERB	revenir
Ce	PRON	ce
paraît	VERB	paraître
t'	PRON	te
sottises	NOUN	sottise
jamais	ADV	jamais
.	PUNCT	.
-elle	PRON	lui
Et	CCONJ	et
.	PUNCT	.
pour	ADP	pour
que	SCONJ	que
de	ADP	de
Adrien	PROPN	Adrien
fit	VERB	faire
,	PUNCT	,
exclama	VERB	exclamer
faim	NOUN	faim
de	ADP	de
pierre	NOUN	pierre
il	PRON	il
en	ADP	en
pu	VERB	pouvoir
.	PUNCT	.
-t	PRON	-t
raison	NOUN	raison
froideur	NOUN	froideur
?	PUNCT	?
encore	ADV	encore
que	SCONJ	que
soleil	NOUN	soleil
ne	ADV	ne
.	PUNCT	.
Je	PRON	je
cette	DET	ce
-t	PRON	-t
ce	PRON	ce
est	AUX	être
Tu	PRON	tu
Rovnie	PROPN	Rovnie
compte	NOUN	compte
pour	ADP	pour
grignoter	VERB	grignoter
chambre	NOUN	chambre
un	DET	un
tendu	ADJ	tendre
loger	VERB	loger
tu	PRON	tu
devant	ADP	devant
moment	NOUN	moment
le	DET	le
divorce	NOUN	divorce
.	PUNCT	.
!	PUNCT	!
pas	ADV	pas
fait	VERB	faire
sûr	ADJ	sûr
un	DET	un
,	PUNCT	,
!	PUNCT	!
pardon	NOUN	pardon
et	CCONJ	et
s'	PRON	se
pas	ADV	pas
fais	VERB	faire
exténuant	ADJ	exténuant
Tu	PRON	tu
et	CCONJ	et
oublier	VERB	oublier
,	PUNCT	,
…	PUNCT	…
Il	PRON	il
?	PUNCT	?
pas	ADV	pas
si	SCONJ	si
il	PRON	il
ne	ADV	ne
aux	ADP	à
premier	ADJ	premier
suis	AUX	être
avec	ADP	avec
vers	ADP	vers
mot	NOUN	mot
vécu	VERB	vivre
-elle	PRON	lui
bien	ADV	bien
définitif	ADJ	définitif
responsable	ADJ	responsable
Ne	ADV	ne
Elle	PRON	lui
pas	ADV	pas
mère	NOUN	mère
veux	VERB	vouloir
bouleversée	VERB	bouleverser
coucher	VERB	coucher
épuisée	ADJ	épuisé
raisonnable	ADJ	raisonnable
rapprocha	VERB	rapprocher
mes	DET	mon
ans	NOUN	an
répéta	VERB	répéter
des	DET	un
ai	AUX	avoir
.	PUNCT	.
pendant	ADP	pendant
—	PUNCT	—
avec	ADP	avec
décision	NOUN	décision
Appuyée	VERB	appuyer
te	PRON	te
serait	AUX	être
—	PUNCT	—
me	PRON	me
mettre	VERB	mettre
elle	PRON	lui
sais	VERB	savoir
ça	PRON	cela
as	AUX	avoir
,	PUNCT	,
gouvernement	NOUN	gouvernement
puisqu'	SCONJ	puisque
—	PUNCT	—
d'	ADP	de
espérais	VERB	espérer
—	PUNCT	—
Tu	PRON	tu
femme	NOUN	femme
amertume	NOUN	amertume
toi	PRON	toi
m'	PRON	me
—	PUNCT	—
elle	PRON	lui
Tâche	NOUN	tâche
de	ADP	de
.	PUNCT	.
qu'	SCONJ	que
.	PUNCT	.
pas	ADV	pas
te	PRON	te
comme	ADP	comme
goût	NOUN	goût
fit	VERB	faire
à	ADP	à
furent	AUX	être
dit	VERB	dire
pas	ADV	pas
.	PUNCT	.
moment	NOUN	moment
Je	PRON	je
y	PRON	y
de	ADP	de
produite	VERB	produire
mes	DET	mon
vite	ADV	vite
ans	NOUN	an
ans	NOUN	an
de	ADP	de
:	PUNCT	:
pas	ADV	pas
se	PRON	se
Bien	ADV	bien
peu	ADV	peu
,	PUNCT	,
n'	ADV	n'
reprit	VERB	reprendre
que	PRON	que
disait	VERB	dire
murmura	VERB	murmurer
à	ADP	à
Cela	PRON	cela
partir	VERB	partir
filtrant	VERB	filtrer
et	CCONJ	et
faisaient	VERB	faire
—	PUNCT	—
en	ADP	en
n'	ADV	n'
n'	ADV	n'
ne	ADV	ne
plus	ADV	plus
,	PUNCT	,
te	PRON	te
—	PUNCT	—
-nous	PRON	nous
d'	ADP	de
Adrien	PROPN	Adrien
accepter	VERB	accepter
en	ADP	en
dîner	NOUN	dîner
avec	ADP	avec
avons	VERB	avoir
veux	VERB	vouloir
veux	VERB	vouloir
.	PUNCT	.
femme	NOUN	femme
plus	ADV	plus
un	DET	un
,	PUNCT	,
vais	VERB	aller
toute	ADJ	tout
-t	PRON	-t
complètement	ADV	complètement
silence	NOUN	silence
demain	ADV	demain
—	PUNCT	—
prendre	VERB	prendre
est	AUX	être
être	AUX	être
éclata	VERB	éclater
courant	NOUN	courant
Mais	CCONJ	mais
a	VERB	avoir
ai	AUX	avoir
où	PRON	où
été	AUX	être
que	ADV	que
,	PUNCT	,
Maman	NOUN	maman
.	PUNCT	.
un	DET	un
cette	DET	ce
.	PUNCT	.
conversation	NOUN	conversation
ton	DET	ton
avec	ADP	avec
,	PUNCT	,
Absolument	ADV	absolument
qu'	ADV	qu'
Mais	CCONJ	mais
D'	ADP	de
.	PUNCT	.
a	VERB	avoir
le	DET	le
une	DET	un
resteras	VERB	rester
six	NUM	six
n'	ADV	n'
dormi	VERB	dormir
te	PRON	te
être	AUX	être
reproche	NOUN	reproche
Je	PRON	je
te	PRON	te
se	PRON	se
Tout	ADJ	tout
ans	NOUN	an
sa	DET	son
!	PUNCT	!
projets	NOUN	projet
Toi	PRON	toi
second	ADJ	second
n'	ADV	n'
d'	ADP	de
!	PUNCT	!
il	PRON	il
en	ADP	en
à	ADP	à
de	ADP	de
échec	NOUN	échec
sûr	ADJ	sûr
voyage	NOUN	voyage
contemplait	VERB	contempler
j'	PRON	je
n'	ADV	n'
une	DET	un
absolument	ADV	absolument
pas	ADV	pas
le	DET	le
Tania	PROPN	Tania
:	PUNCT	:
je	PRON	je
jour	NOUN	jour
air	VERB	air
ton	DET	ton
ne	ADV	ne
je	PRON	je
aller	VERB	aller
tôt	ADV	tôt
ai	VERB	avoir
Je	PRON	je
réponse	NOUN	réponse
toi	PRON	toi
tu	PRON	tu
bien	ADV	bien
de	ADP	de
déconcertée	VERB	déconcerter
sous	ADP	sous
être	ADV	être
un	DET	un
huit	NUM	huit
d'	ADP	de
—	PUNCT	—
.	PUNCT	.
y	PRON	y
six	NUM	six
étrangère	NOUN	étranger
que	SCONJ	que
entendu	VERB	entendre
.	PUNCT	.
mon	DET	mon
en	ADP	en
-il	PRON	il
en	PRON	en
je	PRON	je
blanche	ADJ	blanc
—	PUNCT	—
à	ADP	à
voix	NOUN	voix
ce	PRON	ce
vous	PRON	vous
—	PUNCT	—
demande	VERB	demande
—	PUNCT	—
Tania	PROPN	Tania
nous	PRON	nous
la	DET	le
bon	VERB	bon
.	PUNCT	.
une	DET	un
—	PUNCT	—
votre	DET	votre
quelques	DET	quelque
.	PUNCT	.
linge	NOUN	linge
.	PUNCT	.
as	AUX	avoir
rasseoir	VERB	rasseoir
n'	ADV	n'
place	NOUN	place
voix	NOUN	voix
nous	PRON	nous
plus	ADV	plus
n'	ADV	n'
à	ADP	à
…	PUNCT	…
avons	VERB	avoir
soins	NOUN	soin
fait	VERB	faire
vais	VERB	aller
égard	NOUN	égard
Tu	PRON	tu
sorte	NOUN	sorte
départ	NOUN	départ
je	PRON	je
—	PUNCT	—
monte	VERB	monte
on	PRON	on
que	PRON	que
ton	NOUN	ton
parler	VERB	parler
dis	VERB	dire
le	DET	le
retrouver	VERB	retrouver
plus	ADV	plus
.	PUNCT	.
siège	NOUN	siège
ne	ADV	ne
séparation	NOUN	séparation
autre	ADJ	autre
fait	AUX	faire
.	PUNCT	.
Tu	PRON	tu
,	PUNCT	,
je	PRON	je
mieux	ADV	mieux
.	PUNCT	.
Je	PRON	je
long	ADJ	long
encore	ADV	encore
dans	ADP	dans
.	PUNCT	.
te	PRON	te
jalousies	NOUN	jalousie
modifié	VERB	modifier
Il	PRON	il
réveillèrent	VERB	réveiller
tu	PRON	tu
.	PUNCT	.
après	ADP	après
Londres	PROPN	Londres
de	ADP	de
porte	NOUN	porte
ici	ADV	ici
?	PUNCT	?
un	DET	un
mais	CCONJ	mais
une	DET	un
jamais	ADV	jamais
de	ADP	de
.	PUNCT	.
d'	ADP	de
suivit	VERB	suivre
tu	PRON	tu
—	PUNCT	—
Voyons	VERB	voir
rends	VERB	rendre
Raisonnable	ADJ	raisonnable
.	PUNCT	.
en	PRON	en
,	PUNCT	,
montait	VERB	monter
,	PUNCT	,
a	VERB	avoir
personne	NOUN	personne
…	PUNCT	…
avec	ADP	avec
pas	ADV	pas
une	DET	un
te	PRON	te
Comment	ADV	comment
:	PUNCT	:
je	PRON	je
—	PUNCT	—
l'	PRON	l'
.	PUNCT	.
il	PRON	il
dire	VERB	dire
lui	PRON	lui
.	PUNCT	.
tous	ADJ	tout
te	PRON	te
nouveau	ADJ	nouveau
retourner	VERB	retourner
mais	CCONJ	mais
inconnue	ADJ	inconnu
su	VERB	savoir
.	PUNCT	.
mariés	VERB	marier
avait	VERB	avoir
nous	PRON	nous
réunis	VERB	réunir
-je	PRON	je
cette	DET	ce
te	PRON	te
le	DET	le
tout	ADJ	tout
.	PUNCT	.
vais	VERB	aller
as	AUX	avoir
,	PUNCT	,
salon	NOUN	salon
vérité	NOUN	vérité
que	SCONJ	que
bien	ADV	bien
qui	PRON	qui
revoir	VERB	revoir
Jamais	ADV	jamais
un	DET	un
une	DET	un
.	PUNCT	.
qu'	SCONJ	que
.	PUNCT	.
.	PUNCT	.
.	PUNCT	.
chose	NOUN	chose
bien	ADV	bien
en	PRON	en
y	PRON	y
sûr	ADJ	sûr
-elle	PRON	lui
passé	NOUN	passé
admit	VERB	admettre
esprit	NOUN	esprit
nous	PRON	nous
A	ADP	à
sanglots	NOUN	sanglot
pas	ADV	pas
m'	PRON	me
étais	AUX	être
murmura	VERB	murmurer
es	AUX	être
D'	ADP	de
que	SCONJ	que
quoi	PRON	quoi
.	PUNCT	.
.	PUNCT	.
était	AUX	être
imposée	VERB	imposer
avec	ADP	avec
—	PUNCT	—
La	PRON	le
indésirable	ADJ	indésirable
tu	PRON	tu
sa	DET	son
que	PRON	que
infini	ADJ	infini
ne	ADV	ne
se	PRON	se
Je	PRON	je
—	PUNCT	—
vous	PRON	vous
suis	AUX	être
tu	PRON	tu
rien	PRON	rien
se	PRON	se
ai	VERB	avoir
en	ADP	en
rayons	NOUN	rayon
explosa	VERB	exploser
sentiments	NOUN	sentiment
écria	VERB	écrier
dis	VERB	dire
Allons	VERB	aller
Je	PRON	je
étions	VERB	être
mes	DET	mon
?	PUNCT	?
ta	DET	ton
t'	PRON	te
la	DET	le
sortant	VERB	sortir
de	ADP	de
moment	NOUN	moment
,	PUNCT	,
reposiez	VERB	reposer
étrangers	NOUN	étranger
de	ADP	de
les	DET	le
demandé	VERB	demander
belle-mère	NOUN	belle-mère
je	PRON	je
Mme	NOUN	mme
escalier	NOUN	escalier
chose	NOUN	chose
impossible	ADJ	impossible
nous	PRON	nous
.	PUNCT	.
choses	NOUN	chose
se	PRON	se
oreillers	NOUN	oreiller
c'	PRON	ce
que	SCONJ	que
le	PRON	le
montrer	VERB	montrer
-elle	PRON	lui
elle	PRON	lui
plus	ADV	plus
tristesse	NOUN	tristesse
Dans	ADP	dans
ai	AUX	avoir
Elle	PRON	lui
Rien	PRON	rien
reprendrons	VERB	reprendre
il	PRON	il
que	PRON	que
vous	PRON	vous
Les	DET	le
sommes	AUX	être
je	PRON	je
tu	PRON	tu
que	SCONJ	que
chose	NOUN	chose
,	PUNCT	,
regardait	VERB	regarder
plus	ADV	plus
.	PUNCT	.
me	PRON	me
divorce	NOUN	divorce
hall	NOUN	hall
Hein	VERB	hein
—	PUNCT	—
tôt	ADV	tôt
en	PRON	en
s'	PRON	se
la	DET	le
était	AUX	être
Elle	PRON	lui
plus	ADV	plus
ai	AUX	avoir
petits	ADJ	petit
n'	ADV	n'
tout	ADJ	tout
…	PUNCT	…
voix	NOUN	voix
cheveux	NOUN	cheveu
forcément	ADV	forcément
allais	VERB	aller
sur	ADP	sur
lui	PRON	lui
ai	AUX	avoir
devrait	VERB	devoir
grand-chose	NOUN	grand-chose
.	PUNCT	.
pas	ADV	pas
beaux	ADJ	beal
ainsi	ADV	ainsi
,	PUNCT	,
ressortir	VERB	ressortir
—	PUNCT	—
de	ADP	de
,	PUNCT	,
caches	VERB	cacher
café	NOUN	café
—	PUNCT	—
élection	NOUN	élection
bas	NOUN	bas
à	ADP	à
que	SCONJ	que
tu	PRON	tu
vêtements	NOUN	vêtement
secouant	VERB	secouer
tout	ADJ	tout
de	ADP	de
elle	PRON	lui
descendre	VERB	descendre
que	SCONJ	que
village	NOUN	village
pour	ADP	pour
en	ADP	en
se	PRON	se
bien	ADV	bien
boire	VERB	boire
,	PUNCT	,
mon	DET	mon
des	DET	un
arrivée	VERB	arriver
d'	ADP	de
distraitement	ADV	distraitement
,	PUNCT	,
.	PUNCT	.
dû	VERB	devoir
l'	DET	le
es	AUX	être
s'	PRON	se
fois	NOUN	fois
la	DET	le
elle	PRON	lui
la	DET	le
quoi	PRON	quoi
Je	PRON	je
.	PUNCT	.
raison	NOUN	raison
-il	PRON	il
Les	DET	le
pas	ADV	pas
sentait	VERB	sentir
mon	DET	mon
.	PUNCT	.
de	ADP	de
une	DET	un
à	ADP	à
en	PRON	en
du	ADP	de
que	SCONJ	que
désastreux	ADJ	désastreux
est	AUX	être
.	PUNCT	.
pensé	VERB	penser
noué	VERB	nouer
rideaux	NOUN	rideau
de	ADP	de
regard	NOUN	regard
divorce	NOUN	divorce
ne	ADV	ne
attendre	VERB	attendre
au	ADP	au
l'	DET	le
la	DET	le
pas	ADV	pas
sa	DET	son
est	AUX	être
que	SCONJ	que
Je	PRON	je
Il	PRON	il
Tu	PRON	tu
elle	PRON	lui
hésita	VERB	hésiter
et	CCONJ	et
—	PUNCT	—
Comme	SCONJ	comme
?	PUNCT	?
auquel	PRON	auquel
quelques	DET	quelque
fille	NOUN	fille
et	CCONJ	et
le	DET	le
d'	ADP	de
Elle	PRON	lui
?	PUNCT	?
bien	ADV	bien
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
.	PUNCT	.
crémeux	ADJ	crémeux
désires	VERB	désirer
je	PRON	je
Pendant	ADP	pendant
dormi	VERB	dormir
sauta	VERB	sauter
sol	NOUN	sol
passé	NOUN	passé
Hélas	INTJ	Hélas
Le	DET	le
elle	PRON	lui
candidat	NOUN	candidat
au	ADP	au
tu	PRON	tu
froideur	NOUN	froideur
opposait	VERB	opposer
œuf	NOUN	œuf
deviné	VERB	deviner
prête	ADJ	prêt
Je	PRON	je
que	SCONJ	que
idée	NOUN	idée
avait	AUX	avoir
douée	ADJ	doué
partirai	VERB	partir
Mais	CCONJ	mais
tu	PRON	tu
le	DET	le
instant	NOUN	instant
chignon	NOUN	chignon
refait	VERB	refaire
que	SCONJ	que
—	PUNCT	—
durci	VERB	durcir
dissimule	VERB	dissimule
et	CCONJ	et
est	AUX	être
mangeaient	VERB	manger
encore	ADV	encore
.	PUNCT	.
est	AUX	être
j'	PRON	je
la	DET	le
qui	PRON	qui
,	PUNCT	,
coupa	VERB	couper
.	PUNCT	.
comprends	VERB	comprendre
épousée	VERB	épouser
.	PUNCT	.
que	SCONJ	que
Tania	PROPN	Tania
libre	ADJ	libre
,	PUNCT	,
de	ADP	de
plateau	NOUN	plateau
à	ADP	à
.	PUNCT	.
,	PUNCT	,
n'	ADV	n'
de	ADP	de
la	DET	le
t'	PRON	te
maman	NOUN	maman
l'	DET	le
sans	ADP	sans
,	PUNCT	,
à	ADP	à
.	PUNCT	.
pour	ADP	pour
.	PUNCT	.
vert	PROPN	vert
de	ADP	de
sursaut	NOUN	sursaut
c'	PRON	ce
j'	PRON	je
son	DET	son
Bonjour	NOUN	bonjour
pouvoir	VERB	pouvoir
rappelé	VERB	rappeler
trouvait	VERB	trouver
étais	AUX	être
de	ADP	de
mieux	ADV	mieux
demander	VERB	demander
.	PUNCT	.
était	AUX	être
!	PUNCT	!
avec	ADP	avec
ne	ADV	ne
couleur	NOUN	couleur
n'	ADV	n'
Il	PRON	il
—	PUNCT	—
cet	DET	ce
la	PRON	le
?	PUNCT	?
le	DET	le
son	DET	son
Le	DET	le
avant	ADP	avant
démodés	ADJ	démodé
avec	ADP	avec
en	ADP	en
Mon	DET	mon
fille	NOUN	fille
elle	PRON	lui
notre	DET	notre
,	PUNCT	,
te	PRON	te
arranger	VERB	arranger
pâleur	NOUN	pâleur
avoir	AUX	avoir
trouve	VERB	trouve
entrée	NOUN	entrée
était	AUX	être
pas	ADV	pas
convaincu	VERB	convaincre
un	DET	un
répulsion	NOUN	répulsion
:	PUNCT	:
demandant	VERB	demander
Quand	SCONJ	quand
coiffeuse	NOUN	coiffeuse
ta	DET	ton
fiancé	ADJ	fiancé
Tania	PROPN	Tania
—	PUNCT	—
mais	CCONJ	mais
entreprit	VERB	entreprendre
faut	VERB	falloir
bibliothèque	NOUN	bibliothèque
cela	PRON	cela
La	DET	le
—	PUNCT	—
avait	VERB	avoir
j'	PRON	je
.	PUNCT	.
—	PUNCT	—
de	DET	de
Il	PRON	il
Puisque	SCONJ	puisque
aimée	VERB	aimer
avait	AUX	avoir
bien	ADV	bien
-t	PRON	-t
suis	AUX	être
caché	VERB	cacher
plateau	NOUN	plateau
grand-chose	ADV	grand-chose
dans	ADP	dans
chemin	NOUN	chemin
ne	ADV	ne
ravissant	ADJ	ravissant
à	ADP	à
avais	AUX	avoir
la	DET	le
dire	VERB	dire
prié	VERB	prier
qu'	SCONJ	que
demanda	VERB	demander
qu'	PRON	qu'
pour	ADP	pour
ça	PRON	cela
quel	DET	quel
—	PUNCT	—
Ce	PRON	ce
à	ADP	à
.	PUNCT	.
mûri	VERB	mûrir
.	PUNCT	.
être	AUX	être
des	DET	un
plus	ADV	plus
.	PUNCT	.
suis	AUX	être
de	ADP	de
?	PUNCT	?
habituer	VERB	habituer
ayons	VERB	avoir
circonscription	NOUN	circonscription
gorgées	NOUN	gorgée
J'	PRON	je
Notre	DET	notre
as	AUX	avoir
!	PUNCT	!
tu	PRON	tu
peut	VERB	pouvoir
yeux	NOUN	oeil
Plus	ADV	plus
pas	ADV	pas
elle	PRON	lui
même	ADJ	même
sa	DET	son
t'	PRON	te
petit	ADJ	petit
,	PUNCT	,
descendue	VERB	descendre
le	PRON	le
crois	VERB	croire
en	ADP	en
suis	AUX	être
identité	NOUN	identité
ce	PRON	ce
attendue	VERB	attendre
de	ADP	de
personnes	NOUN	personne
croustillants	ADJ	croustillant
comprendre	VERB	comprendre
dit	VERB	dire
je	PRON	je
tu	PRON	tu
rappelles	VERB	rappeler
.	PUNCT	.
que	PRON	que
fleuris	ADJ	fleuri
A	ADP	à
sera	VERB	être
de	ADP	de
ne	ADV	ne
Oui	ADV	oui
,	PUNCT	,
plusieurs	DET	plusieurs
,	PUNCT	,
hésita	VERB	hésiter
ne	ADV	ne
merci	NOUN	merci
d'	ADP	de
sœur	NOUN	sœur
m'	PRON	me
et	CCONJ	et
?	PUNCT	?
ébruitait	VERB	ébruiter
son	DET	son
avoir	AUX	avoir
partielle	ADJ	partiel
jambes	NOUN	jambe
te	PRON	te
suis	VERB	suivre
une	DET	un
à	ADP	à
.	PUNCT	.
étrangère	NOUN	étranger
.	PUNCT	.
Tania	PROPN	Tania
cela	PRON	cela
Oh	INTJ	Oh
le	DET	le
qu'	PRON	qu'
suis	AUX	être
pour	ADP	pour
il	PRON	il
Mademoiselle	NOUN	mademoiselle
point	NOUN	point
.	PUNCT	.
le	PRON	le
nous	PRON	nous
n'	ADV	n'
tu	PRON	tu
avant	ADP	avant
Avec	ADP	avec
,	PUNCT	,
Elle	PRON	lui
était	AUX	être
ton	DET	ton
été	AUX	être
eut	VERB	avoir
et	CCONJ	et
touché	VERB	toucher
rose	NOUN	rose
chambre	NOUN	chambre
J'	PRON	je
de	ADP	de
une	DET	un
ses	DET	son
crois	VERB	croire
avait	AUX	avoir
,	PUNCT	,
,	PUNCT	,
la	DET	le
certes	ADV	certes
je	PRON	je
blesser	VERB	blesser
?	PUNCT	?
vous	PRON	vous
se	PRON	se
.	PUNCT	.
merveilleux	ADJ	merveilleux
du	ADP	de
pas	ADV	pas
te	PRON	te
vue	VERB	voir
ternes	ADJ	terne
—	PUNCT	—
avait	AUX	avoir
,	PUNCT	,
du	ADP	de
—	PUNCT	—
pour	ADP	pour
à	ADP	à
étais	AUX	être
plus	ADV	plus
épousé	VERB	épouser
d'	ADP	de
vivement	ADV	vivement
café	NOUN	café
l'	DET	le
bien	ADV	bien
assise	VERB	asseoir
—	PUNCT	—
assez	ADV	assez
canapé	NOUN	canapé
-il	PRON	il
lui	PRON	lui
près	ADV	près
vit	VERB	voir
put	VERB	pouvoir
se	PRON	se
dans	ADP	dans
—	PUNCT	—
.	PUNCT	.
je	PRON	je
une	DET	un
Pourquoi	ADV	pourquoi
était	AUX	être
demande	VERB	demande
les	DET	le
bien	ADV	bien
si	SCONJ	si
pensant	VERB	penser
avez	AUX	avoir
anciens	ADJ	ancien
.	PUNCT	.
vous	PRON	vous
as	AUX	avoir
Je	PRON	je
les	DET	le
mémoire	NOUN	mémoire
que	SCONJ	que
et	CCONJ	et
intelligent	ADJ	intelligent
peine	ADV	peine
,	PUNCT	,
peignait	VERB	peindre
,	PUNCT	,
.	PUNCT	.
avec	ADP	avec
pas	ADV	pas
l'	PRON	l'
ensuite	ADV	ensuite
Près	ADV	près
ne	ADV	ne
du	DET	de
de	ADP	de
en	ADP	en
,	PUNCT	,
avec	ADP	avec
es	AUX	être
—	PUNCT	—
as	AUX	avoir
Monsieur	NOUN	Monsieur
quelque	DET	quelque
Elle	PRON	lui
de	ADP	de
Comment	ADV	comment
sortait	VERB	sortir
que	ADV	que
est	AUX	être
jeté	VERB	jeter
la	DET	le
,	PUNCT	,
—	PUNCT	—
Non	ADV	non
à	ADP	à
descendit	VERB	descendre
arrivée	NOUN	arrivée
t'	PRON	te
pourrait	VERB	pouvoir
un	PRON	un
,	PUNCT	,
affreusement	ADV	affreusement
je	PRON	je
,	PUNCT	,
,	PUNCT	,
premier	ADJ	premier
dans	ADP	dans
,	PUNCT	,
reconnue	VERB	reconnaître
et	CCONJ	et
le	PRON	le
—	PUNCT	—
détonnait	VERB	détonner
que	SCONJ	que
—	PUNCT	—
La	DET	le
autrement	ADV	autrement
…	PUNCT	…
,	PUNCT	,
coup	NOUN	coup
monde	NOUN	monde
fer	NOUN	fer
…	PUNCT	…
,	PUNCT	,
Oui	ADV	oui
mort	ADJ	mort
ne	ADV	ne
de	ADP	de
une	DET	un
